nodes	percent_of_prediction	percent_of_DWPC	metapath
Dimenhydrinate—Bromodiphenhydramine—Tamoxifen—pancreatic cancer	0.35	0.403	CrCrCtD
Dimenhydrinate—Orphenadrine—Tamoxifen—pancreatic cancer	0.275	0.316	CrCrCtD
Dimenhydrinate—Diphenhydramine—Tamoxifen—pancreatic cancer	0.244	0.281	CrCrCtD
Dimenhydrinate—Chest tightness—Docetaxel—pancreatic cancer	0.00213	0.0199	CcSEcCtD
Dimenhydrinate—Neuritis—Gemcitabine—pancreatic cancer	0.00189	0.0176	CcSEcCtD
Dimenhydrinate—Haemolytic anaemia—Erlotinib—pancreatic cancer	0.00163	0.0152	CcSEcCtD
Dimenhydrinate—Nasal congestion—Sunitinib—pancreatic cancer	0.0014	0.0131	CcSEcCtD
Dimenhydrinate—Neuritis—Docetaxel—pancreatic cancer	0.00134	0.0125	CcSEcCtD
Dimenhydrinate—Euphoric mood—Fluorouracil—pancreatic cancer	0.00119	0.0111	CcSEcCtD
Dimenhydrinate—Photosensitivity—Fluorouracil—pancreatic cancer	0.00115	0.0107	CcSEcCtD
Dimenhydrinate—Chest discomfort—Docetaxel—pancreatic cancer	0.00113	0.0105	CcSEcCtD
Dimenhydrinate—Neuropathy peripheral—Erlotinib—pancreatic cancer	0.00111	0.0104	CcSEcCtD
Dimenhydrinate—Neuropathy peripheral—Sunitinib—pancreatic cancer	0.000964	0.00898	CcSEcCtD
Dimenhydrinate—Irritability—Fluorouracil—pancreatic cancer	0.000961	0.00895	CcSEcCtD
Dimenhydrinate—Chills—Erlotinib—pancreatic cancer	0.000915	0.00853	CcSEcCtD
Dimenhydrinate—Neuritis—Epirubicin—pancreatic cancer	0.000904	0.00843	CcSEcCtD
Dimenhydrinate—Sweating increased—Irinotecan—pancreatic cancer	0.000885	0.00825	CcSEcCtD
Dimenhydrinate—Neuritis—Doxorubicin—pancreatic cancer	0.000837	0.0078	CcSEcCtD
Dimenhydrinate—Photosensitivity reaction—Fluorouracil—pancreatic cancer	0.000794	0.0074	CcSEcCtD
Dimenhydrinate—Chills—Sunitinib—pancreatic cancer	0.000792	0.00738	CcSEcCtD
Dimenhydrinate—Neuropathy peripheral—Gemcitabine—pancreatic cancer	0.000773	0.00721	CcSEcCtD
Dimenhydrinate—Neuropathy peripheral—Fluorouracil—pancreatic cancer	0.00076	0.00709	CcSEcCtD
