nodes	percent_of_prediction	percent_of_DWPC	metapath
Mycophenolic acid—UGT1A7—blood plasma—schizophrenia	0.0708	0.195	CbGeAlD
Mycophenolic acid—UGT1A1—urine—schizophrenia	0.0391	0.107	CbGeAlD
Mycophenolic acid—UGT1A7—blood—schizophrenia	0.0259	0.0713	CbGeAlD
Mycophenolic acid—UGT1A7—endocrine gland—schizophrenia	0.0225	0.0618	CbGeAlD
Mycophenolic acid—UGT1A1—blood plasma—schizophrenia	0.0204	0.056	CbGeAlD
Mycophenolic acid—UGT1A6—endocrine gland—schizophrenia	0.0175	0.0481	CbGeAlD
Mycophenolic acid—IMPDH2—telencephalon—schizophrenia	0.0133	0.0365	CbGeAlD
Mycophenolic acid—IMPDH2—gonad—schizophrenia	0.0111	0.0305	CbGeAlD
Mycophenolic acid—IMPDH2—blood—schizophrenia	0.00966	0.0265	CbGeAlD
Mycophenolic acid—IMPDH1—blood—schizophrenia	0.0096	0.0264	CbGeAlD
Mycophenolic acid—IMPDH2—midbrain—schizophrenia	0.00954	0.0262	CbGeAlD
Mycophenolic acid—IMPDH1—midbrain—schizophrenia	0.00948	0.0261	CbGeAlD
Mycophenolic acid—UGT1A9—endocrine gland—schizophrenia	0.00945	0.026	CbGeAlD
Mycophenolic acid—IMPDH2—endocrine gland—schizophrenia	0.00838	0.023	CbGeAlD
Mycophenolic acid—IMPDH1—endocrine gland—schizophrenia	0.00833	0.0229	CbGeAlD
Mycophenolic acid—IMPDH2—nervous system—schizophrenia	0.00784	0.0216	CbGeAlD
Mycophenolic acid—IMPDH1—nervous system—schizophrenia	0.00779	0.0214	CbGeAlD
Mycophenolic acid—UGT2B7—endocrine gland—schizophrenia	0.00762	0.0209	CbGeAlD
Mycophenolic acid—IMPDH2—central nervous system—schizophrenia	0.00755	0.0207	CbGeAlD
Mycophenolic acid—IMPDH1—central nervous system—schizophrenia	0.0075	0.0206	CbGeAlD
Mycophenolic acid—UGT1A1—blood—schizophrenia	0.00747	0.0205	CbGeAlD
Mycophenolic acid—IMPDH2—cerebellum—schizophrenia	0.00738	0.0203	CbGeAlD
Mycophenolic acid—IMPDH1—cerebellum—schizophrenia	0.00734	0.0202	CbGeAlD
Mycophenolic acid—UGT1A1—endocrine gland—schizophrenia	0.00648	0.0178	CbGeAlD
Mycophenolic acid—IMPDH2—brain—schizophrenia	0.006	0.0165	CbGeAlD
Mycophenolic acid—IMPDH1—brain—schizophrenia	0.00596	0.0164	CbGeAlD
Mycophenolic acid—Mycophenolate mofetil—ABCB1—schizophrenia	0.00375	1	CrCbGaD
Mycophenolic acid—UGT1A6—Metabolism—DAO—schizophrenia	0.000705	0.00112	CbGpPWpGaD
Mycophenolic acid—IMPDH2—Metabolism—DPYD—schizophrenia	0.000702	0.00111	CbGpPWpGaD
Mycophenolic acid—UGT1A1—Aryl Hydrocarbon Receptor Pathway—EP300—schizophrenia	0.000698	0.0011	CbGpPWpGaD
Mycophenolic acid—UGT1A9—Aryl Hydrocarbon Receptor Pathway—EP300—schizophrenia	0.000698	0.0011	CbGpPWpGaD
Mycophenolic acid—UGT2B7—Biological oxidations—COMT—schizophrenia	0.000698	0.0011	CbGpPWpGaD
Mycophenolic acid—UGT2B7—Biological oxidations—GSTP1—schizophrenia	0.000695	0.0011	CbGpPWpGaD
Mycophenolic acid—UGT2B7—Biological oxidations—MAOA—schizophrenia	0.000693	0.0011	CbGpPWpGaD
Mycophenolic acid—UGT2B7—Metapathway biotransformation—COMT—schizophrenia	0.000688	0.00109	CbGpPWpGaD
Mycophenolic acid—UGT2B7—Metapathway biotransformation—GSTP1—schizophrenia	0.000685	0.00108	CbGpPWpGaD
Mycophenolic acid—UGT1A1—Biological oxidations—CYP1A2—schizophrenia	0.000677	0.00107	CbGpPWpGaD
Mycophenolic acid—UGT1A9—Biological oxidations—CYP1A2—schizophrenia	0.000677	0.00107	CbGpPWpGaD
Mycophenolic acid—UGT1A6—Metabolism—PNP—schizophrenia	0.000676	0.00107	CbGpPWpGaD
Mycophenolic acid—UGT1A9—Metapathway biotransformation—CYP1A2—schizophrenia	0.000667	0.00106	CbGpPWpGaD
Mycophenolic acid—UGT1A1—Metapathway biotransformation—CYP1A2—schizophrenia	0.000667	0.00106	CbGpPWpGaD
Mycophenolic acid—UGT1A7—Metabolism—GAPDH—schizophrenia	0.000659	0.00104	CbGpPWpGaD
Mycophenolic acid—IMPDH2—Metabolism—CACNA1C—schizophrenia	0.000653	0.00103	CbGpPWpGaD
Mycophenolic acid—UGT1A7—Metabolism—CLOCK—schizophrenia	0.000653	0.00103	CbGpPWpGaD
Mycophenolic acid—UGT1A1—NRF2 pathway—GSTP1—schizophrenia	0.000643	0.00102	CbGpPWpGaD
Mycophenolic acid—UGT1A9—NRF2 pathway—GSTP1—schizophrenia	0.000643	0.00102	CbGpPWpGaD
Mycophenolic acid—UGT2B7—Biological oxidations—GSTM1—schizophrenia	0.000638	0.00101	CbGpPWpGaD
Mycophenolic acid—UGT1A7—Metabolism—TPH2—schizophrenia	0.000636	0.00101	CbGpPWpGaD
Mycophenolic acid—IMPDH2—Metabolism—PIK3C2A—schizophrenia	0.000636	0.00101	CbGpPWpGaD
Mycophenolic acid—UGT1A7—Metabolism—CACNB2—schizophrenia	0.000636	0.00101	CbGpPWpGaD
