nodes	percent_of_prediction	percent_of_DWPC	metapath
Minaprine—HTR2C—type 2 diabetes mellitus	0.373	1	CbGaD
Minaprine—HTR2B—Bromocriptine—type 2 diabetes mellitus	0.101	0.216	CbGbCtD
Minaprine—DRD1—Bromocriptine—type 2 diabetes mellitus	0.0895	0.192	CbGbCtD
Minaprine—HTR2C—Bromocriptine—type 2 diabetes mellitus	0.0655	0.14	CbGbCtD
Minaprine—HTR2A—Bromocriptine—type 2 diabetes mellitus	0.0591	0.127	CbGbCtD
Minaprine—DRD2—Bromocriptine—type 2 diabetes mellitus	0.0544	0.117	CbGbCtD
Minaprine—CYP2D6—Pioglitazone—type 2 diabetes mellitus	0.0286	0.0613	CbGbCtD
Minaprine—CYP2D6—Rosiglitazone—type 2 diabetes mellitus	0.0264	0.0565	CbGbCtD
Minaprine—CYP2D6—Nateglinide—type 2 diabetes mellitus	0.0217	0.0464	CbGbCtD
Minaprine—CYP2D6—Irbesartan—type 2 diabetes mellitus	0.0208	0.0445	CbGbCtD
Minaprine—HTR2A—arteriole—type 2 diabetes mellitus	0.00467	0.133	CbGeAlD
Minaprine—HTR2A—sympathetic nervous system—type 2 diabetes mellitus	0.00298	0.0848	CbGeAlD
Minaprine—DRD1—nerve—type 2 diabetes mellitus	0.00289	0.0823	CbGeAlD
Minaprine—HTR2A—autonomic nervous system—type 2 diabetes mellitus	0.002	0.057	CbGeAlD
Minaprine—HTR2A—hindlimb—type 2 diabetes mellitus	0.00185	0.0527	CbGeAlD
Minaprine—MAOA—nerve—type 2 diabetes mellitus	0.00173	0.0491	CbGeAlD
Minaprine—DRD2—nerve—type 2 diabetes mellitus	0.00171	0.0486	CbGeAlD
Minaprine—ACHE—islet of Langerhans—type 2 diabetes mellitus	0.00153	0.0435	CbGeAlD
Minaprine—HTR2A—peripheral nervous system—type 2 diabetes mellitus	0.00144	0.0411	CbGeAlD
Minaprine—HTR2A—artery—type 2 diabetes mellitus	0.00113	0.0323	CbGeAlD
Minaprine—HTR2A—nerve—type 2 diabetes mellitus	0.00113	0.0321	CbGeAlD
Minaprine—HTR2A—endothelium—type 2 diabetes mellitus	0.000958	0.0273	CbGeAlD
Minaprine—Moclobemide—CYP1A2—type 2 diabetes mellitus	0.000841	0.412	CrCbGaD
Minaprine—MAOA—islet of Langerhans—type 2 diabetes mellitus	0.000836	0.0238	CbGeAlD
Minaprine—CHRM1—cardiovascular system—type 2 diabetes mellitus	0.000742	0.0211	CbGeAlD
Minaprine—HTR2B—cardiovascular system—type 2 diabetes mellitus	0.000738	0.021	CbGeAlD
Minaprine—MAOA—retina—type 2 diabetes mellitus	0.000714	0.0204	CbGeAlD
Minaprine—Gefitinib—EGFR—type 2 diabetes mellitus	0.000713	0.349	CrCbGaD
Minaprine—DRD2—retina—type 2 diabetes mellitus	0.000707	0.0201	CbGeAlD
Minaprine—HTR2B—cortex of kidney—type 2 diabetes mellitus	0.000703	0.02	CbGeAlD
Minaprine—MAOA—nephron tubule—type 2 diabetes mellitus	0.000673	0.0192	CbGeAlD
Minaprine—HTR2B—adipose tissue—type 2 diabetes mellitus	0.000651	0.0185	CbGeAlD
