nodes	percent_of_prediction	percent_of_DWPC	metapath
Nitisinone—HPD—nephron tubule—type 2 diabetes mellitus	0.0416	0.304	CbGeAlD
Nitisinone—HPD—kidney—type 2 diabetes mellitus	0.0365	0.267	CbGeAlD
Nitisinone—HPD—cortex of kidney—type 2 diabetes mellitus	0.0356	0.26	CbGeAlD
Nitisinone—HPD—liver—type 2 diabetes mellitus	0.0231	0.169	CbGeAlD
Nitisinone—HPD—Amino acid and derivative metabolism—BHMT—type 2 diabetes mellitus	0.0201	0.0908	CbGpPWpGaD
Nitisinone—HPD—Amino acid and derivative metabolism—AANAT—type 2 diabetes mellitus	0.0176	0.0793	CbGpPWpGaD
Nitisinone—HPD—Amino acid and derivative metabolism—CDO1—type 2 diabetes mellitus	0.0166	0.0752	CbGpPWpGaD
Nitisinone—HPD—Amino acid and derivative metabolism—MAT1A—type 2 diabetes mellitus	0.0147	0.0662	CbGpPWpGaD
Nitisinone—HPD—Amino acid and derivative metabolism—CBS—type 2 diabetes mellitus	0.0115	0.0521	CbGpPWpGaD
Nitisinone—HPD—Amino acid and derivative metabolism—MTR—type 2 diabetes mellitus	0.00744	0.0336	CbGpPWpGaD
Nitisinone—Nilutamide—AR—type 2 diabetes mellitus	0.00654	0.341	CrCbGaD
Nitisinone—HPD—Amino acid and derivative metabolism—PSMD6—type 2 diabetes mellitus	0.0065	0.0294	CbGpPWpGaD
Nitisinone—Flutamide—AR—type 2 diabetes mellitus	0.00638	0.332	CrCbGaD
Nitisinone—Flutamide—CYP1A2—type 2 diabetes mellitus	0.00379	0.197	CrCbGaD
Nitisinone—HPD—Metabolism—BHMT—type 2 diabetes mellitus	0.00369	0.0167	CbGpPWpGaD
Nitisinone—HPD—Metabolism—PTGDS—type 2 diabetes mellitus	0.00322	0.0146	CbGpPWpGaD
Nitisinone—HPD—Metabolism—AANAT—type 2 diabetes mellitus	0.00322	0.0146	CbGpPWpGaD
Nitisinone—HPD—Metabolism—CDO1—type 2 diabetes mellitus	0.00306	0.0138	CbGpPWpGaD
Nitisinone—HPD—Metabolism—GPD2—type 2 diabetes mellitus	0.00306	0.0138	CbGpPWpGaD
Nitisinone—HPD—Metabolism—AK1—type 2 diabetes mellitus	0.00292	0.0132	CbGpPWpGaD
Nitisinone—HPD—Metabolism—SLC5A4—type 2 diabetes mellitus	0.00269	0.0122	CbGpPWpGaD
Nitisinone—HPD—Metabolism—MAT1A—type 2 diabetes mellitus	0.00269	0.0122	CbGpPWpGaD
Nitisinone—Gastroenteritis—Gliclazide—type 2 diabetes mellitus	0.00264	0.00424	CcSEcCtD
Nitisinone—Bronchitis—Sitagliptin—type 2 diabetes mellitus	0.00262	0.00421	CcSEcCtD
Nitisinone—Hepatic failure—Gliclazide—type 2 diabetes mellitus	0.00261	0.00419	CcSEcCtD
Nitisinone—HPD—Metabolism—HBA2—type 2 diabetes mellitus	0.0026	0.0117	CbGpPWpGaD
Nitisinone—HPD—Metabolism—ENPP1—type 2 diabetes mellitus	0.0026	0.0117	CbGpPWpGaD
Nitisinone—HPD—Metabolism—ND1—type 2 diabetes mellitus	0.0026	0.0117	CbGpPWpGaD
Nitisinone—HPD—Metabolism—G6PC—type 2 diabetes mellitus	0.0026	0.0117	CbGpPWpGaD
Nitisinone—HPD—Metabolism—PPP1R3C—type 2 diabetes mellitus	0.0026	0.0117	CbGpPWpGaD
Nitisinone—Unspecified disorder of skin and subcutaneous tissue—Linagliptin—type 2 diabetes mellitus	0.00257	0.00413	CcSEcCtD
Nitisinone—Conjunctivitis—Glipizide—type 2 diabetes mellitus	0.00254	0.00408	CcSEcCtD
Nitisinone—Cataract—Losartan—type 2 diabetes mellitus	0.00252	0.00404	CcSEcCtD
Nitisinone—HPD—Metabolism—GCGR—type 2 diabetes mellitus	0.00252	0.0114	CbGpPWpGaD
Nitisinone—Gastrointestinal pain—Miglitol—type 2 diabetes mellitus	0.00251	0.00403	CcSEcCtD
Nitisinone—Flutamide—CYP3A4—type 2 diabetes mellitus	0.00251	0.13	CrCbGaD
Nitisinone—Alopecia—Repaglinide—type 2 diabetes mellitus	0.0025	0.00402	CcSEcCtD
Nitisinone—Eye disorder—Rosiglitazone—type 2 diabetes mellitus	0.0025	0.00402	CcSEcCtD
Nitisinone—Infection—Linagliptin—type 2 diabetes mellitus	0.00247	0.00396	CcSEcCtD
Nitisinone—Thirst—Gliclazide—type 2 diabetes mellitus	0.00246	0.00395	CcSEcCtD
Nitisinone—Thrombocytopenia—Chlorpropamide—type 2 diabetes mellitus	0.00246	0.00395	CcSEcCtD
Nitisinone—Thrombocytopenia—Tolazamide—type 2 diabetes mellitus	0.00246	0.00395	CcSEcCtD
Nitisinone—Agranulocytosis—Glipizide—type 2 diabetes mellitus	0.00244	0.00391	CcSEcCtD
Nitisinone—Abdominal pain—Miglitol—type 2 diabetes mellitus	0.00243	0.0039	CcSEcCtD
Nitisinone—Skin disorder—Linagliptin—type 2 diabetes mellitus	0.00241	0.00388	CcSEcCtD
Nitisinone—Hypoglycaemia—Gliclazide—type 2 diabetes mellitus	0.0024	0.00385	CcSEcCtD
Nitisinone—HPD—Metabolism—OXCT1—type 2 diabetes mellitus	0.00238	0.0107	CbGpPWpGaD
Nitisinone—HPD—Metabolism—CYTB—type 2 diabetes mellitus	0.00238	0.0107	CbGpPWpGaD
Nitisinone—Hepatic failure—Orlistat—type 2 diabetes mellitus	0.00237	0.0038	CcSEcCtD
Nitisinone—Thrombocytopenia—Acarbose—type 2 diabetes mellitus	0.00236	0.00379	CcSEcCtD
Nitisinone—Gastrointestinal haemorrhage—Gliclazide—type 2 diabetes mellitus	0.00234	0.00376	CcSEcCtD
Nitisinone—HPD—Metabolism—SRD5A1—type 2 diabetes mellitus	0.00232	0.0105	CbGpPWpGaD
Nitisinone—Agranulocytosis—Glimepiride—type 2 diabetes mellitus	0.00227	0.00365	CcSEcCtD
