nodes	percent_of_prediction	percent_of_DWPC	metapath
Glutathione—GSTO1—cartilage tissue—cleft lip	0.0151	0.0379	CbGeAlD
Glutathione—GPX2—mouth—cleft lip	0.00966	0.0242	CbGeAlD
Glutathione—GSTA4—mouth—cleft lip	0.00943	0.0236	CbGeAlD
Glutathione—GSTK1—mouth—cleft lip	0.00901	0.0226	CbGeAlD
Glutathione—GPX1—mouth—cleft lip	0.00894	0.0224	CbGeAlD
Glutathione—ESD—mouth—cleft lip	0.00859	0.0216	CbGeAlD
Glutathione—MGST3—mouth—cleft lip	0.00859	0.0216	CbGeAlD
Glutathione—GPX8—head—cleft lip	0.00855	0.0214	CbGeAlD
Glutathione—HAGH—telencephalon—cleft lip	0.00805	0.0202	CbGeAlD
Glutathione—GSTM2—embryo—cleft lip	0.00793	0.0199	CbGeAlD
Glutathione—GPX4—mouth—cleft lip	0.00785	0.0197	CbGeAlD
Glutathione—GPX3—mouth—cleft lip	0.00773	0.0194	CbGeAlD
Glutathione—L-Citrulline—NOS3—cleft lip	0.00761	1	CrCbGaD
Glutathione—GSTT1—mouth—cleft lip	0.00729	0.0183	CbGeAlD
Glutathione—GSTA3—embryo—cleft lip	0.00727	0.0182	CbGeAlD
Glutathione—GSTA1—mouth—cleft lip	0.00726	0.0182	CbGeAlD
Glutathione—GPX6—telencephalon—cleft lip	0.0071	0.0178	CbGeAlD
Glutathione—GPX2—embryo—cleft lip	0.00689	0.0173	CbGeAlD
Glutathione—LTC4S—head—cleft lip	0.00676	0.0169	CbGeAlD
Glutathione—GSTA4—embryo—cleft lip	0.00672	0.0169	CbGeAlD
Glutathione—GSTM2—telencephalon—cleft lip	0.00645	0.0162	CbGeAlD
Glutathione—GPX1—embryo—cleft lip	0.00638	0.016	CbGeAlD
Glutathione—GSTM5—telencephalon—cleft lip	0.0063	0.0158	CbGeAlD
Glutathione—GPX2—telencephalon—cleft lip	0.0056	0.014	CbGeAlD
Glutathione—GPX4—embryo—cleft lip	0.0056	0.014	CbGeAlD
Glutathione—GPX3—embryo—cleft lip	0.00551	0.0138	CbGeAlD
Glutathione—GLRX2—telencephalon—cleft lip	0.00551	0.0138	CbGeAlD
Glutathione—GSTM4—telencephalon—cleft lip	0.00546	0.0137	CbGeAlD
Glutathione—GSTA4—telencephalon—cleft lip	0.00546	0.0137	CbGeAlD
Glutathione—GSTM1—mouth—cleft lip	0.00537	0.0135	CbGeAlD
Glutathione—GSTK1—telencephalon—cleft lip	0.00522	0.0131	CbGeAlD
Glutathione—GPX1—telencephalon—cleft lip	0.00519	0.013	CbGeAlD
Glutathione—GSTA1—embryo—cleft lip	0.00518	0.013	CbGeAlD
Glutathione—HAGH—head—cleft lip	0.00501	0.0126	CbGeAlD
Glutathione—MGST3—telencephalon—cleft lip	0.00498	0.0125	CbGeAlD
Glutathione—ESD—telencephalon—cleft lip	0.00498	0.0125	CbGeAlD
Glutathione—GLRX—telencephalon—cleft lip	0.00495	0.0124	CbGeAlD
Glutathione—GSS—mouth—cleft lip	0.00484	0.0122	CbGeAlD
Glutathione—GSTO2—head—cleft lip	0.00464	0.0116	CbGeAlD
Glutathione—GPX4—telencephalon—cleft lip	0.00455	0.0114	CbGeAlD
Glutathione—GPX3—telencephalon—cleft lip	0.00448	0.0112	CbGeAlD
Glutathione—GPX6—head—cleft lip	0.00442	0.0111	CbGeAlD
Glutathione—HPGDS—embryo—cleft lip	0.0044	0.011	CbGeAlD
Glutathione—GPX7—head—cleft lip	0.00423	0.0106	CbGeAlD
Glutathione—GSTM2—head—cleft lip	0.00402	0.0101	CbGeAlD
Glutathione—GSR—embryo—cleft lip	0.00397	0.00996	CbGeAlD
Glutathione—GSTM5—head—cleft lip	0.00392	0.00984	CbGeAlD
Glutathione—GSTM3—telencephalon—cleft lip	0.00382	0.00959	CbGeAlD
Glutathione—GSTA2—embryo—cleft lip	0.00374	0.00937	CbGeAlD
Glutathione—GLO1—telencephalon—cleft lip	0.00373	0.00935	CbGeAlD
Glutathione—GSTA3—head—cleft lip	0.00368	0.00924	CbGeAlD
Glutathione—HPGDS—telencephalon—cleft lip	0.00358	0.00898	CbGeAlD
