nodes	percent_of_prediction	percent_of_DWPC	metapath
Niclosamide—STAT3—hindbrain—autistic disorder	0.0505	0.165	CbGeAlD
Niclosamide—STAT3—mouth—autistic disorder	0.0443	0.145	CbGeAlD
Niclosamide—STAT3—brainstem—autistic disorder	0.0289	0.0947	CbGeAlD
Niclosamide—STAT3—eye—autistic disorder	0.0282	0.0921	CbGeAlD
Niclosamide—STAT3—forebrain—autistic disorder	0.0279	0.0913	CbGeAlD
Niclosamide—STAT3—telencephalon—autistic disorder	0.0257	0.084	CbGeAlD
Niclosamide—STAT3—digestive system—autistic disorder	0.0196	0.0641	CbGeAlD
Niclosamide—STAT3—head—autistic disorder	0.016	0.0523	CbGeAlD
Niclosamide—STAT3—nervous system—autistic disorder	0.0152	0.0496	CbGeAlD
Niclosamide—STAT3—central nervous system—autistic disorder	0.0146	0.0477	CbGeAlD
Niclosamide—STAT3—cerebellum—autistic disorder	0.0143	0.0467	CbGeAlD
Niclosamide—Tolcapone—COMT—autistic disorder	0.0134	0.503	CrCbGaD
Niclosamide—STAT3—brain—autistic disorder	0.0116	0.0379	CbGeAlD
Niclosamide—CYP1A2—digestive system—autistic disorder	0.00464	0.0152	CbGeAlD
Niclosamide—CYP2C9—digestive system—autistic disorder	0.0044	0.0144	CbGeAlD
Niclosamide—Clonazepam—GABRA3—autistic disorder	0.0036	0.135	CrCbGaD
Niclosamide—Clonazepam—GABRB2—autistic disorder	0.0032	0.12	CrCbGaD
Niclosamide—Clonazepam—GABRA1—autistic disorder	0.00314	0.118	CrCbGaD
Niclosamide—Diflunisal—PTGS2—autistic disorder	0.00177	0.0662	CrCbGaD
Niclosamide—Meclofenamic acid—PTGS2—autistic disorder	0.00158	0.059	CrCbGaD
Niclosamide—CYP1A2—Phase 1 - Functionalization of compounds—CYP19A1—autistic disorder	0.000451	0.000675	CbGpPWpGaD
Niclosamide—STAT3—Adipogenesis—IL6—autistic disorder	0.000451	0.000675	CbGpPWpGaD
Niclosamide—STAT3—Signaling by PDGF—MAPK1—autistic disorder	0.000448	0.000671	CbGpPWpGaD
Niclosamide—STAT3—Signaling by SCF-KIT—HRAS—autistic disorder	0.000441	0.000661	CbGpPWpGaD
Niclosamide—STAT3—Cellular Senescence—MAPK1—autistic disorder	0.00044	0.00066	CbGpPWpGaD
Niclosamide—STAT3—BDNF signaling pathway—HRAS—autistic disorder	0.000434	0.00065	CbGpPWpGaD
Niclosamide—STAT3—Signaling Pathways—HTR1D—autistic disorder	0.000429	0.000643	CbGpPWpGaD
Niclosamide—STAT3—Signaling by SCF-KIT—IL6—autistic disorder	0.000422	0.000633	CbGpPWpGaD
Niclosamide—CYP1A2—Phase 1 - Functionalization of compounds—MAOA—autistic disorder	0.000416	0.000623	CbGpPWpGaD
Niclosamide—STAT3—Cytokine Signaling in Immune system—IL2—autistic disorder	0.000415	0.000622	CbGpPWpGaD
Niclosamide—STAT3—Developmental Biology—LEP—autistic disorder	0.000415	0.000621	CbGpPWpGaD
Niclosamide—STAT3—Signaling Pathways—PRLR—autistic disorder	0.000413	0.000619	CbGpPWpGaD
Niclosamide—STAT3—NGF signalling via TRKA from the plasma membrane—MAPK1—autistic disorder	0.000406	0.000608	CbGpPWpGaD
Niclosamide—STAT3—Signaling Pathways—GRM8—autistic disorder	0.000399	0.000598	CbGpPWpGaD
