nodes	percent_of_prediction	percent_of_DWPC	metapath
Solifenacin—Benazepril—hypertension	0.445	1	CrCtD
Solifenacin—Benazepril—Moexipril—hypertension	0.0508	0.202	CrCrCtD
Solifenacin—Benazepril—Quinapril—hypertension	0.0421	0.167	CrCrCtD
Solifenacin—Benazepril—Labetalol—hypertension	0.0364	0.144	CrCrCtD
Solifenacin—Benazepril—Enalapril—hypertension	0.0347	0.138	CrCrCtD
Solifenacin—Benazepril—Trandolapril—hypertension	0.0347	0.138	CrCrCtD
Solifenacin—Benazepril—Lisinopril—hypertension	0.0271	0.108	CrCrCtD
Solifenacin—Benazepril—Ramipril—hypertension	0.0263	0.104	CrCrCtD
Solifenacin—CHRM4—Nicardipine—hypertension	0.024	0.152	CbGbCtD
Solifenacin—CHRM5—Nicardipine—hypertension	0.0234	0.149	CbGbCtD
Solifenacin—CHRM3—Nicardipine—hypertension	0.015	0.0949	CbGbCtD
Solifenacin—CHRM1—Nicardipine—hypertension	0.013	0.0826	CbGbCtD
Solifenacin—CHRM2—Nicardipine—hypertension	0.012	0.0761	CbGbCtD
Solifenacin—CYP3A4—Guanethidine—hypertension	0.00777	0.0492	CbGbCtD
Solifenacin—CYP3A4—Hydralazine—hypertension	0.00589	0.0373	CbGbCtD
Solifenacin—CYP3A4—Guanfacine—hypertension	0.005	0.0317	CbGbCtD
Solifenacin—CYP3A4—Isradipine—hypertension	0.00446	0.0283	CbGbCtD
Solifenacin—CYP3A4—Indapamide—hypertension	0.00393	0.0249	CbGbCtD
Solifenacin—CYP3A4—Nisoldipine—hypertension	0.00393	0.0249	CbGbCtD
Solifenacin—CYP3A4—Eplerenone—hypertension	0.00379	0.024	CbGbCtD
Solifenacin—CYP3A4—Diltiazem—hypertension	0.00379	0.024	CbGbCtD
Solifenacin—CYP3A4—Enalapril—hypertension	0.00338	0.0214	CbGbCtD
Solifenacin—CYP3A4—Irbesartan—hypertension	0.00309	0.0196	CbGbCtD
Solifenacin—CYP3A4—Amlodipine—hypertension	0.00303	0.0192	CbGbCtD
Solifenacin—CYP3A4—Felodipine—hypertension	0.00292	0.0185	CbGbCtD
Solifenacin—CYP3A4—Nifedipine—hypertension	0.00283	0.0179	CbGbCtD
Solifenacin—CYP3A4—Carvedilol—hypertension	0.00278	0.0177	CbGbCtD
Solifenacin—CYP3A4—Nicardipine—hypertension	0.00278	0.0177	CbGbCtD
Solifenacin—CYP3A4—Propranolol—hypertension	0.00256	0.0162	CbGbCtD
Solifenacin—CYP3A4—Clonidine—hypertension	0.00244	0.0155	CbGbCtD
Solifenacin—CYP3A4—Atorvastatin—hypertension	0.00218	0.0138	CbGbCtD
Solifenacin—CYP3A4—Losartan—hypertension	0.00199	0.0126	CbGbCtD
Solifenacin—CYP3A4—Verapamil—hypertension	0.00176	0.0111	CbGbCtD
Solifenacin—Benazepril—MTHFR—hypertension	0.00034	0.551	CrCbGaD
Solifenacin—Benazepril—ACE—hypertension	0.000277	0.449	CrCbGaD
Solifenacin—Constipation—Betaxolol—hypertension	2.16e-05	0.000232	CcSEcCtD
Solifenacin—Feeling abnormal—Irbesartan—hypertension	2.15e-05	0.000231	CcSEcCtD
Solifenacin—Headache—Diltiazem—hypertension	2.15e-05	0.000231	CcSEcCtD
Solifenacin—Headache—Indapamide—hypertension	2.15e-05	0.000231	CcSEcCtD
Solifenacin—Pruritus—Valsartan—hypertension	2.15e-05	0.000231	CcSEcCtD
Solifenacin—Dry mouth—Ramipril—hypertension	2.15e-05	0.000231	CcSEcCtD
Solifenacin—Rash—Carvedilol—hypertension	2.14e-05	0.000231	CcSEcCtD
Solifenacin—Gastrointestinal pain—Perindopril—hypertension	2.14e-05	0.00023	CcSEcCtD
