nodes	percent_of_prediction	percent_of_DWPC	metapath
Diethylstilbestrol—Ritodrine—Labetalol—hypertension	0.194	1	CrCrCtD
Diethylstilbestrol—COMT—hypertension	0.119	0.391	CbGaD
Diethylstilbestrol—ESR2—hypertension	0.111	0.365	CbGaD
Diethylstilbestrol—COMT—Methyldopa—hypertension	0.0809	0.212	CbGbCtD
Diethylstilbestrol—CYP19A1—hypertension	0.0742	0.244	CbGaD
Diethylstilbestrol—ABCG2—Telmisartan—hypertension	0.00967	0.0254	CbGbCtD
Diethylstilbestrol—CYP2A6—Amlodipine—hypertension	0.00888	0.0233	CbGbCtD
Diethylstilbestrol—ABCG2—Prazosin—hypertension	0.00875	0.023	CbGbCtD
Diethylstilbestrol—CYP2A6—Nifedipine—hypertension	0.00829	0.0218	CbGbCtD
Diethylstilbestrol—CYP2C8—Torasemide—hypertension	0.00778	0.0204	CbGbCtD
Diethylstilbestrol—CYP2C8—Candesartan—hypertension	0.00723	0.019	CbGbCtD
Diethylstilbestrol—CYP2C9—Eprosartan—hypertension	0.00665	0.0175	CbGbCtD
Diethylstilbestrol—ABCB1—Nadolol—hypertension	0.00576	0.0151	CbGbCtD
Diethylstilbestrol—CYP2C8—Diltiazem—hypertension	0.00548	0.0144	CbGbCtD
Diethylstilbestrol—CYP2E1—Nifedipine—hypertension	0.00547	0.0144	CbGbCtD
Diethylstilbestrol—CYP2C9—Torasemide—hypertension	0.00542	0.0142	CbGbCtD
Diethylstilbestrol—CYP2E1—Nicardipine—hypertension	0.00538	0.0141	CbGbCtD
Diethylstilbestrol—CYP2E1—Carvedilol—hypertension	0.00538	0.0141	CbGbCtD
Diethylstilbestrol—ABCB1—Acebutolol—hypertension	0.00526	0.0138	CbGbCtD
Diethylstilbestrol—CYP2C9—Guanfacine—hypertension	0.00504	0.0132	CbGbCtD
Diethylstilbestrol—CYP2C9—Candesartan—hypertension	0.00504	0.0132	CbGbCtD
Diethylstilbestrol—ABCB1—Candesartan—hypertension	0.00489	0.0128	CbGbCtD
Diethylstilbestrol—ABCB1—Metoprolol—hypertension	0.00489	0.0128	CbGbCtD
Diethylstilbestrol—ABCG2—Verapamil—hypertension	0.00477	0.0125	CbGbCtD
Diethylstilbestrol—ABCB1—Terazosin—hypertension	0.0046	0.0121	CbGbCtD
Diethylstilbestrol—CYP3A4—Guanethidine—hypertension	0.00455	0.0119	CbGbCtD
Diethylstilbestrol—CYP2C8—Irbesartan—hypertension	0.00447	0.0117	CbGbCtD
Diethylstilbestrol—CYP2C8—Amlodipine—hypertension	0.00438	0.0115	CbGbCtD
Diethylstilbestrol—ABCB1—Reserpine—hypertension	0.00436	0.0115	CbGbCtD
Diethylstilbestrol—CYP2C8—Spironolactone—hypertension	0.0043	0.0113	CbGbCtD
Diethylstilbestrol—CYP2C8—Felodipine—hypertension	0.00422	0.0111	CbGbCtD
Diethylstilbestrol—CYP2C8—Nifedipine—hypertension	0.00409	0.0107	CbGbCtD
Diethylstilbestrol—CYP2C8—Nicardipine—hypertension	0.00402	0.0106	CbGbCtD
