nodes	percent_of_prediction	percent_of_DWPC	metapath
Alfacalcidol—GC—Vitamin D (calciferol) metabolism—LRP2—chronic kidney failure	0.0579	0.0881	CbGpPWpGaD
Alfacalcidol—GC—Vitamin D Metabolism—PTH—chronic kidney failure	0.0415	0.0632	CbGpPWpGaD
Alfacalcidol—VDR—parathyroid gland—chronic kidney failure	0.0402	0.123	CbGeAlD
Alfacalcidol—CYP27B1—Vitamin D (calciferol) metabolism—LRP2—chronic kidney failure	0.0364	0.0553	CbGpPWpGaD
Alfacalcidol—GC—blood plasma—chronic kidney failure	0.0358	0.11	CbGeAlD
Alfacalcidol—CYP27B1—Vitamin D Metabolism—PTH—chronic kidney failure	0.0261	0.0397	CbGpPWpGaD
Alfacalcidol—CYP27B1—nephron tubule—chronic kidney failure	0.0222	0.0681	CbGeAlD
Alfacalcidol—CYP27B1—renal system—chronic kidney failure	0.0201	0.0619	CbGeAlD
Alfacalcidol—CYP27B1—kidney—chronic kidney failure	0.0195	0.0598	CbGeAlD
Alfacalcidol—CYP27B1—cortex of kidney—chronic kidney failure	0.019	0.0583	CbGeAlD
Alfacalcidol—VDR—Vitamin D Metabolism—PTH—chronic kidney failure	0.0186	0.0283	CbGpPWpGaD
Alfacalcidol—GC—nephron tubule—chronic kidney failure	0.0184	0.0566	CbGeAlD
Alfacalcidol—GC—renal system—chronic kidney failure	0.0168	0.0515	CbGeAlD
Alfacalcidol—GC—Metabolism of steroid hormones and vitamin D—LRP2—chronic kidney failure	0.0167	0.0255	CbGpPWpGaD
Alfacalcidol—GC—cardiovascular system—chronic kidney failure	0.0166	0.0509	CbGeAlD
Alfacalcidol—GC—kidney—chronic kidney failure	0.0162	0.0498	CbGeAlD
Alfacalcidol—GC—cortex of kidney—chronic kidney failure	0.0158	0.0485	CbGeAlD
Alfacalcidol—CYP27B1—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCG1—chronic kidney failure	0.0141	0.0215	CbGpPWpGaD
Alfacalcidol—GC—digestive system—chronic kidney failure	0.0137	0.0422	CbGeAlD
Alfacalcidol—VDR—Drug Induction of Bile Acid Pathway—ABCC3—chronic kidney failure	0.0133	0.0202	CbGpPWpGaD
Alfacalcidol—GC—blood—chronic kidney failure	0.0131	0.0402	CbGeAlD
Alfacalcidol—VDR—Drug Induction of Bile Acid Pathway—ABCC2—chronic kidney failure	0.0127	0.0194	CbGpPWpGaD
Alfacalcidol—CYP27B1—Metapathway biotransformation—NAT8—chronic kidney failure	0.0121	0.0184	CbGpPWpGaD
Alfacalcidol—CYP27B1—Nuclear Receptors in Lipid Metabolism and Toxicity—CYP2B6—chronic kidney failure	0.0118	0.018	CbGpPWpGaD
Alfacalcidol—CYP27B1—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCC3—chronic kidney failure	0.0107	0.0163	CbGpPWpGaD
Alfacalcidol—CYP27B1—Metabolism of steroid hormones and vitamin D—LRP2—chronic kidney failure	0.0105	0.016	CbGpPWpGaD
Alfacalcidol—CYP27B1—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCC2—chronic kidney failure	0.0103	0.0156	CbGpPWpGaD
Alfacalcidol—VDR—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCG1—chronic kidney failure	0.0101	0.0153	CbGpPWpGaD
Alfacalcidol—VDR—nephron tubule—chronic kidney failure	0.00846	0.026	CbGeAlD
Alfacalcidol—VDR—Nuclear Receptors in Lipid Metabolism and Toxicity—CYP2B6—chronic kidney failure	0.00844	0.0128	CbGpPWpGaD
Alfacalcidol—VDR—Drug Induction of Bile Acid Pathway—CYP3A4—chronic kidney failure	0.00835	0.0127	CbGpPWpGaD
Alfacalcidol—VDR—renal system—chronic kidney failure	0.00769	0.0236	CbGeAlD
Alfacalcidol—VDR—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCC3—chronic kidney failure	0.00763	0.0116	CbGpPWpGaD
Alfacalcidol—VDR—cardiovascular system—chronic kidney failure	0.0076	0.0233	CbGeAlD
Alfacalcidol—VDR—urethra—chronic kidney failure	0.00755	0.0232	CbGeAlD
Alfacalcidol—CYP27B1—Cytochrome P450 - arranged by substrate type—CYP2B6—chronic kidney failure	0.00752	0.0114	CbGpPWpGaD
Alfacalcidol—VDR—kidney—chronic kidney failure	0.00743	0.0228	CbGeAlD
Alfacalcidol—CYP27B1—Oxidation by Cytochrome P450—CYP2B6—chronic kidney failure	0.00742	0.0113	CbGpPWpGaD
Alfacalcidol—VDR—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCC2—chronic kidney failure	0.00732	0.0111	CbGpPWpGaD
Alfacalcidol—VDR—cortex of kidney—chronic kidney failure	0.00724	0.0222	CbGeAlD
Alfacalcidol—VDR—Drug Induction of Bile Acid Pathway—ABCB1—chronic kidney failure	0.00676	0.0103	CbGpPWpGaD
Alfacalcidol—VDR—RXR and RAR heterodimerization with other nuclear receptor—SREBF1—chronic kidney failure	0.00674	0.0103	CbGpPWpGaD
Alfacalcidol—CYP27B1—Nuclear Receptors in Lipid Metabolism and Toxicity—CYP3A4—chronic kidney failure	0.00673	0.0102	CbGpPWpGaD
Alfacalcidol—CYP27B1—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCA1—chronic kidney failure	0.00662	0.0101	CbGpPWpGaD
Alfacalcidol—CYP27B1—Cytochrome P450 - arranged by substrate type—CYP2C18—chronic kidney failure	0.00652	0.00992	CbGpPWpGaD
Alfacalcidol—CYP27B1—Oxidation by Cytochrome P450—CYP2C18—chronic kidney failure	0.00643	0.00979	CbGpPWpGaD
Alfacalcidol—VDR—digestive system—chronic kidney failure	0.00631	0.0194	CbGeAlD
Alfacalcidol—GC—Metabolism of steroid hormones and vitamin D—POMC—chronic kidney failure	0.0061	0.00928	CbGpPWpGaD
Alfacalcidol—CYP27B1—Phase 1 - Functionalization of compounds—CYP2B6—chronic kidney failure	0.0061	0.00927	CbGpPWpGaD
Alfacalcidol—VDR—blood—chronic kidney failure	0.00601	0.0185	CbGeAlD
Alfacalcidol—VDR—RXR and RAR heterodimerization with other nuclear receptor—ABCA1—chronic kidney failure	0.00584	0.00889	CbGpPWpGaD
Alfacalcidol—CYP27B1—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCB1—chronic kidney failure	0.00545	0.00829	CbGpPWpGaD
Alfacalcidol—CYP27B1—Cytochrome P450 - arranged by substrate type—CYP2C19—chronic kidney failure	0.0054	0.00822	CbGpPWpGaD
Alfacalcidol—CYP27B1—Oxidation by Cytochrome P450—CYP2C19—chronic kidney failure	0.00533	0.00811	CbGpPWpGaD
Alfacalcidol—CYP27B1—Phase 1 - Functionalization of compounds—CYP2C18—chronic kidney failure	0.00529	0.00804	CbGpPWpGaD
Alfacalcidol—VDR—Nuclear Receptors in Lipid Metabolism and Toxicity—CYP3A4—chronic kidney failure	0.0048	0.0073	CbGpPWpGaD
Alfacalcidol—VDR—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCA1—chronic kidney failure	0.00472	0.00717	CbGpPWpGaD
Alfacalcidol—CYP27B1—Nuclear Receptors in Lipid Metabolism and Toxicity—PPARA—chronic kidney failure	0.00459	0.00698	CbGpPWpGaD
Alfacalcidol—CYP27B1—Phase 1 - Functionalization of compounds—CYP2C19—chronic kidney failure	0.00438	0.00666	CbGpPWpGaD
Alfacalcidol—CYP27B1—Cytochrome P450 - arranged by substrate type—CYP3A4—chronic kidney failure	0.00427	0.0065	CbGpPWpGaD
Alfacalcidol—CYP27B1—Oxidation by Cytochrome P450—CYP3A4—chronic kidney failure	0.00422	0.00642	CbGpPWpGaD
Alfacalcidol—VDR—RXR and RAR heterodimerization with other nuclear receptor—PPARA—chronic kidney failure	0.00405	0.00616	CbGpPWpGaD
Alfacalcidol—CYP27B1—Phase 1 - Functionalization of compounds—PTGS1—chronic kidney failure	0.00401	0.00609	CbGpPWpGaD
Alfacalcidol—VDR—Validated transcriptional targets of deltaNp63 isoforms—FASN—chronic kidney failure	0.004	0.00608	CbGpPWpGaD
Alfacalcidol—Cholecalciferol—CYP2B6—chronic kidney failure	0.0039	0.229	CrCbGaD
Alfacalcidol—VDR—Nuclear Receptors in Lipid Metabolism and Toxicity—ABCB1—chronic kidney failure	0.00388	0.00591	CbGpPWpGaD
Alfacalcidol—CYP27B1—Metabolism of steroid hormones and vitamin D—POMC—chronic kidney failure	0.00383	0.00583	CbGpPWpGaD
Alfacalcidol—CYP27B1—Phase 1 - Functionalization of compounds—CYP3A4—chronic kidney failure	0.00346	0.00527	CbGpPWpGaD
Alfacalcidol—GC—Metabolism of lipids and lipoproteins—FABP1—chronic kidney failure	0.00345	0.00524	CbGpPWpGaD
Alfacalcidol—VDR—Nuclear Receptors in Lipid Metabolism and Toxicity—PPARA—chronic kidney failure	0.00327	0.00497	CbGpPWpGaD
Alfacalcidol—CYP27B1—Biological oxidations—CYP2B6—chronic kidney failure	0.00324	0.00493	CbGpPWpGaD
Alfacalcidol—CYP27B1—Metapathway biotransformation—CYP2B6—chronic kidney failure	0.00319	0.00486	CbGpPWpGaD
Alfacalcidol—VDR—Nuclear Receptors—NR3C1—chronic kidney failure	0.00319	0.00485	CbGpPWpGaD
Alfacalcidol—CYP27B1—Cytochrome P450 - arranged by substrate type—CYP1A1—chronic kidney failure	0.00318	0.00484	CbGpPWpGaD
Alfacalcidol—CYP27B1—Oxidation by Cytochrome P450—CYP1A1—chronic kidney failure	0.00314	0.00478	CbGpPWpGaD
Alfacalcidol—VDR—Nuclear Receptors—PPARA—chronic kidney failure	0.00299	0.00455	CbGpPWpGaD
Alfacalcidol—GC—Metabolism of lipids and lipoproteins—ACAT1—chronic kidney failure	0.00299	0.00455	CbGpPWpGaD
Alfacalcidol—CYP27B1—Biological oxidations—CYP2C18—chronic kidney failure	0.00281	0.00427	CbGpPWpGaD
Alfacalcidol—CYP27B1—Metapathway biotransformation—CYP2C18—chronic kidney failure	0.00277	0.00421	CbGpPWpGaD
Alfacalcidol—CYP27B1—Phase 1 - Functionalization of compounds—CYP1A1—chronic kidney failure	0.00258	0.00393	CbGpPWpGaD
Alfacalcidol—VDR—Nuclear Receptor transcription pathway—NR3C1—chronic kidney failure	0.00252	0.00384	CbGpPWpGaD
Alfacalcidol—Paricalcitol—CYP3A4—chronic kidney failure	0.00247	0.145	CrCbGaD
Alfacalcidol—Calcitriol—CYP3A4—chronic kidney failure	0.00247	0.145	CrCbGaD
Alfacalcidol—CYP27B1—Cytochrome P450 - arranged by substrate type—POMC—chronic kidney failure	0.00237	0.00361	CbGpPWpGaD
Alfacalcidol—VDR—Nuclear Receptor transcription pathway—PPARA—chronic kidney failure	0.00236	0.00359	CbGpPWpGaD
