nodes	percent_of_prediction	percent_of_DWPC	metapath
L-Methionine—MTHFR—chronic kidney failure	0.62	1	CbGaD
L-Methionine—BHMT2—renal system—chronic kidney failure	0.00493	0.0302	CbGeAlD
L-Methionine—BHMT2—kidney—chronic kidney failure	0.00477	0.0292	CbGeAlD
L-Methionine—BHMT—nephron tubule—chronic kidney failure	0.00398	0.0244	CbGeAlD
L-Methionine—BHMT—renal system—chronic kidney failure	0.00362	0.0222	CbGeAlD
L-Methionine—BHMT—urethra—chronic kidney failure	0.00355	0.0218	CbGeAlD
L-Methionine—BHMT—kidney—chronic kidney failure	0.0035	0.0215	CbGeAlD
L-Methionine—BHMT—cortex of kidney—chronic kidney failure	0.00341	0.0209	CbGeAlD
L-Methionine—MTHFR—artery—chronic kidney failure	0.00287	0.0176	CbGeAlD
L-Methionine—MTRR—blood plasma—chronic kidney failure	0.00281	0.0173	CbGeAlD
L-Methionine—MSRA—nephron tubule—chronic kidney failure	0.00251	0.0154	CbGeAlD
L-Methionine—MARS2—digestive system—chronic kidney failure	0.0025	0.0153	CbGeAlD
L-Methionine—MTR—blood plasma—chronic kidney failure	0.00245	0.0151	CbGeAlD
L-Methionine—MAT2B—nephron tubule—chronic kidney failure	0.00238	0.0146	CbGeAlD
L-Methionine—MARS2—blood—chronic kidney failure	0.00238	0.0146	CbGeAlD
L-Methionine—MSRB2—nephron tubule—chronic kidney failure	0.00234	0.0144	CbGeAlD
L-Methionine—MSRB1—nephron tubule—chronic kidney failure	0.0023	0.0141	CbGeAlD
L-Methionine—MSRA—renal system—chronic kidney failure	0.00229	0.014	CbGeAlD
L-Methionine—MSRA—kidney—chronic kidney failure	0.00221	0.0136	CbGeAlD
L-Methionine—MTHFR—blood plasma—chronic kidney failure	0.00216	0.0132	CbGeAlD
L-Methionine—MSRA—cortex of kidney—chronic kidney failure	0.00215	0.0132	CbGeAlD
L-Methionine—MSRB2—renal system—chronic kidney failure	0.00213	0.0131	CbGeAlD
L-Methionine—MAT2B—urethra—chronic kidney failure	0.00213	0.013	CbGeAlD
L-Methionine—MSRB2—cardiovascular system—chronic kidney failure	0.0021	0.0129	CbGeAlD
L-Methionine—MSRB1—renal system—chronic kidney failure	0.00209	0.0128	CbGeAlD
L-Methionine—MSRB2—urethra—chronic kidney failure	0.00209	0.0128	CbGeAlD
L-Methionine—MSRB1—cardiovascular system—chronic kidney failure	0.00207	0.0127	CbGeAlD
L-Methionine—MSRB1—urethra—chronic kidney failure	0.00206	0.0126	CbGeAlD
L-Methionine—MAT2B—cortex of kidney—chronic kidney failure	0.00204	0.0125	CbGeAlD
L-Methionine—MARS—renal system—chronic kidney failure	0.00203	0.0125	CbGeAlD
L-Methionine—MSRB1—kidney—chronic kidney failure	0.00202	0.0124	CbGeAlD
L-Methionine—MARS—cardiovascular system—chronic kidney failure	0.00201	0.0123	CbGeAlD
L-Methionine—MSRB2—cortex of kidney—chronic kidney failure	0.002	0.0123	CbGeAlD
L-Methionine—MARS—urethra—chronic kidney failure	0.002	0.0122	CbGeAlD
L-Methionine—MSRB1—cortex of kidney—chronic kidney failure	0.00197	0.0121	CbGeAlD
L-Methionine—MARS—kidney—chronic kidney failure	0.00196	0.0121	CbGeAlD
L-Methionine—L-Ornithine—GATM—chronic kidney failure	0.00195	0.185	CrCbGaD
L-Methionine—MARS—cortex of kidney—chronic kidney failure	0.00191	0.0117	CbGeAlD
L-Methionine—MARS—gonad—chronic kidney failure	0.00182	0.0112	CbGeAlD
L-Methionine—MSRA—blood—chronic kidney failure	0.00179	0.011	CbGeAlD
L-Methionine—L-Serine—AGXT—chronic kidney failure	0.00172	0.163	CrCbGaD
L-Methionine—MSRB1—digestive system—chronic kidney failure	0.00172	0.0105	CbGeAlD
L-Methionine—L-Arginine—ARG2—chronic kidney failure	0.00169	0.161	CrCbGaD
L-Methionine—MAT2B—blood—chronic kidney failure	0.00169	0.0104	CbGeAlD
L-Methionine—METAP2—nephron tubule—chronic kidney failure	0.00167	0.0102	CbGeAlD
L-Methionine—MARS—digestive system—chronic kidney failure	0.00167	0.0102	CbGeAlD
L-Methionine—MSRB2—blood—chronic kidney failure	0.00166	0.0102	CbGeAlD
L-Methionine—MSRB1—blood—chronic kidney failure	0.00164	0.01	CbGeAlD
L-Methionine—L-Alanine—AGXT—chronic kidney failure	0.00161	0.152	CrCbGaD
L-Methionine—MAT2A—nephron tubule—chronic kidney failure	0.00159	0.00978	CbGeAlD
L-Methionine—MARS—blood—chronic kidney failure	0.00159	0.00974	CbGeAlD
L-Methionine—METAP2—renal system—chronic kidney failure	0.00152	0.00931	CbGeAlD
L-Methionine—METAP2—cardiovascular system—chronic kidney failure	0.0015	0.0092	CbGeAlD
L-Methionine—METAP2—urethra—chronic kidney failure	0.00149	0.00915	CbGeAlD
L-Methionine—MTRR—nephron tubule—chronic kidney failure	0.00145	0.0089	CbGeAlD
L-Methionine—MAT2A—renal system—chronic kidney failure	0.00145	0.00889	CbGeAlD
L-Methionine—MAT2A—cardiovascular system—chronic kidney failure	0.00143	0.00879	CbGeAlD
L-Methionine—METAP2—cortex of kidney—chronic kidney failure	0.00143	0.00877	CbGeAlD
L-Methionine—MAT2A—urethra—chronic kidney failure	0.00142	0.00873	CbGeAlD
L-Methionine—MAT2A—kidney—chronic kidney failure	0.0014	0.0086	CbGeAlD
L-Methionine—MAT2A—cortex of kidney—chronic kidney failure	0.00136	0.00837	CbGeAlD
L-Methionine—METAP2—gonad—chronic kidney failure	0.00136	0.00835	CbGeAlD
L-Methionine—L-Ornithine—ARG2—chronic kidney failure	0.00135	0.128	CrCbGaD
L-Methionine—MTRR—renal system—chronic kidney failure	0.00132	0.00809	CbGeAlD
L-Methionine—MAT2A—gonad—chronic kidney failure	0.0013	0.00797	CbGeAlD
L-Methionine—MTRR—urethra—chronic kidney failure	0.0013	0.00795	CbGeAlD
