nodes	percent_of_prediction	percent_of_DWPC	metapath
Mimosine—CCL2—coronary artery disease	0.721	1	CbGaD
Mimosine—CCL2—tunica intima—coronary artery disease	0.0233	0.328	CbGeAlD
Mimosine—CCL2—artery—coronary artery disease	0.00796	0.112	CbGeAlD
Mimosine—CCL2—endothelium—coronary artery disease	0.00673	0.0949	CbGeAlD
Mimosine—SHMT1—myocardium—coronary artery disease	0.00453	0.0639	CbGeAlD
Mimosine—CCL2—cardiac ventricle—coronary artery disease	0.00447	0.063	CbGeAlD
Mimosine—CCL2—myocardium—coronary artery disease	0.0042	0.0593	CbGeAlD
Mimosine—TYR—blood—coronary artery disease	0.00381	0.0537	CbGeAlD
Mimosine—SHMT1—heart—coronary artery disease	0.00316	0.0446	CbGeAlD
Mimosine—CCL2—heart—coronary artery disease	0.00293	0.0414	CbGeAlD
Mimosine—CCL2—cardiovascular system—coronary artery disease	0.00277	0.039	CbGeAlD
Mimosine—CCL2—cardiac atrium—coronary artery disease	0.00251	0.0354	CbGeAlD
Mimosine—SHMT1—blood—coronary artery disease	0.00236	0.0333	CbGeAlD
Mimosine—CCL2—blood—coronary artery disease	0.00219	0.0309	CbGeAlD
Mimosine—CCL2—Rosuvastatin—Pitavastatin—coronary artery disease	0.00208	0.314	CbGdCrCtD
Mimosine—CCL2—Irbesartan—Olmesartan—coronary artery disease	0.0011	0.166	CbGdCrCtD
Mimosine—CCL2—Irbesartan—Valsartan—coronary artery disease	0.00105	0.158	CbGdCrCtD
Mimosine—CCL2—Irbesartan—Losartan—coronary artery disease	0.000892	0.135	CbGdCrCtD
Mimosine—CCL2—Simvastatin—Pravastatin—coronary artery disease	0.00075	0.113	CbGdCrCtD
Mimosine—CCL2—Simvastatin—Lovastatin—coronary artery disease	0.00075	0.113	CbGdCrCtD
Mimosine—CCL2—Signaling Pathways—F2RL1—coronary artery disease	6.13e-05	0.000304	CbGpPWpGaD
Mimosine—CCL2—Signaling Pathways—RALBP1—coronary artery disease	6.13e-05	0.000304	CbGpPWpGaD
Mimosine—CCL2—Signaling Pathways—NPY5R—coronary artery disease	6.13e-05	0.000304	CbGpPWpGaD
Mimosine—SHMT1—Disease—SDC1—coronary artery disease	6.07e-05	0.000301	CbGpPWpGaD
Mimosine—CCL2—Signaling by GPCR—CCL3—coronary artery disease	6.03e-05	0.000299	CbGpPWpGaD
Mimosine—CCL2—Signaling by GPCR—CXCL2—coronary artery disease	6.03e-05	0.000299	CbGpPWpGaD
Mimosine—CCL2—Signaling by GPCR—F2R—coronary artery disease	5.96e-05	0.000295	CbGpPWpGaD
Mimosine—CCL2—Signaling Pathways—UTS2R—coronary artery disease	5.88e-05	0.000291	CbGpPWpGaD
Mimosine—CCL2—Signaling Pathways—FZD2—coronary artery disease	5.88e-05	0.000291	CbGpPWpGaD
Mimosine—CCL2—GPCR ligand binding—F2—coronary artery disease	5.87e-05	0.000291	CbGpPWpGaD
Mimosine—SHMT1—Metabolism—VCAN—coronary artery disease	5.83e-05	0.000289	CbGpPWpGaD
