nodes	percent_of_prediction	percent_of_DWPC	metapath
Cabazitaxel—Paclitaxel—NR1I2—metabolic syndrome X	0.0233	0.5	CrCbGaD
Cabazitaxel—Docetaxel—NR1I2—metabolic syndrome X	0.0233	0.5	CrCbGaD
Cabazitaxel—TUBB1—adipose tissue—metabolic syndrome X	0.0112	0.0583	CbGeAlD
Cabazitaxel—TUBA4A—cardiovascular system—metabolic syndrome X	0.00987	0.0513	CbGeAlD
Cabazitaxel—TUBA4A—kidney—metabolic syndrome X	0.00965	0.0502	CbGeAlD
Cabazitaxel—TUBA4A—adipose tissue—metabolic syndrome X	0.0087	0.0453	CbGeAlD
Cabazitaxel—Lethargy—Metformin—metabolic syndrome X	0.0087	0.0311	CcSEcCtD
Cabazitaxel—Pain in extremity—Metformin—metabolic syndrome X	0.00852	0.0304	CcSEcCtD
Cabazitaxel—Dehydration—Metformin—metabolic syndrome X	0.00793	0.0283	CcSEcCtD
Cabazitaxel—TUBB4A—cardiovascular system—metabolic syndrome X	0.00791	0.0411	CbGeAlD
Cabazitaxel—Abdominal pain upper—Metformin—metabolic syndrome X	0.00779	0.0278	CcSEcCtD
Cabazitaxel—TUBB4A—kidney—metabolic syndrome X	0.00774	0.0402	CbGeAlD
Cabazitaxel—Breast disorder—Metformin—metabolic syndrome X	0.0077	0.0275	CcSEcCtD
Cabazitaxel—Abdominal distension—Metformin—metabolic syndrome X	0.00742	0.0265	CcSEcCtD
Cabazitaxel—Influenza—Metformin—metabolic syndrome X	0.00737	0.0263	CcSEcCtD
Cabazitaxel—TUBB6—cardiovascular system—metabolic syndrome X	0.00709	0.0369	CbGeAlD
Cabazitaxel—SLCO1B3—liver—metabolic syndrome X	0.00703	0.0366	CbGeAlD
Cabazitaxel—TUBB6—kidney—metabolic syndrome X	0.00694	0.0361	CbGeAlD
Cabazitaxel—Neutropenia—Metformin—metabolic syndrome X	0.00689	0.0246	CcSEcCtD
Cabazitaxel—Upper respiratory tract infection—Metformin—metabolic syndrome X	0.00685	0.0245	CcSEcCtD
Cabazitaxel—TUBB2B—adipose tissue—metabolic syndrome X	0.00674	0.0351	CbGeAlD
Cabazitaxel—Infestation NOS—Metformin—metabolic syndrome X	0.00657	0.0235	CcSEcCtD
Cabazitaxel—Infestation—Metformin—metabolic syndrome X	0.00657	0.0235	CcSEcCtD
Cabazitaxel—Neuropathy peripheral—Metformin—metabolic syndrome X	0.00644	0.023	CcSEcCtD
Cabazitaxel—SLCO1B1—kidney—metabolic syndrome X	0.00644	0.0335	CbGeAlD
Cabazitaxel—TUBB—adipose tissue—metabolic syndrome X	0.00638	0.0332	CbGeAlD
