nodes	percent_of_prediction	percent_of_DWPC	metapath
Clodronate—PTGS2—Lenalidomide—hematologic cancer	0.146	0.35	CbGbCtD
Clodronate—PTGS2—Thalidomide—hematologic cancer	0.0782	0.187	CbGbCtD
Clodronate—PTGS2—Triamcinolone—hematologic cancer	0.0542	0.129	CbGbCtD
Clodronate—PTGS2—Betamethasone—hematologic cancer	0.0465	0.111	CbGbCtD
Clodronate—PTGS2—Cisplatin—hematologic cancer	0.0335	0.08	CbGbCtD
Clodronate—PTGS2—Etoposide—hematologic cancer	0.0329	0.0786	CbGbCtD
Clodronate—PTGS2—Dexamethasone—hematologic cancer	0.027	0.0646	CbGbCtD
Clodronate—PTGS2—ovarian follicle—hematologic cancer	0.011	0.11	CbGeAlD
Clodronate—SLC25A6—hematopoietic system—hematologic cancer	0.00811	0.081	CbGeAlD
Clodronate—SLC25A5—hematopoietic system—hematologic cancer	0.00706	0.0705	CbGeAlD
Clodronate—SLC25A6—gonad—hematologic cancer	0.00617	0.0616	CbGeAlD
Clodronate—SLC25A6—blood—hematologic cancer	0.00537	0.0537	CbGeAlD
Clodronate—SLC25A5—gonad—hematologic cancer	0.00537	0.0536	CbGeAlD
Clodronate—SLC25A6—bone marrow—hematologic cancer	0.0052	0.0519	CbGeAlD
Clodronate—SLC25A4—gonad—hematologic cancer	0.00503	0.0502	CbGeAlD
Clodronate—SLC25A6—lung—hematologic cancer	0.00471	0.0471	CbGeAlD
Clodronate—SLC25A5—blood—hematologic cancer	0.00468	0.0467	CbGeAlD
Clodronate—SLC25A5—bone marrow—hematologic cancer	0.00452	0.0452	CbGeAlD
Clodronate—SLC25A6—testis—hematologic cancer	0.00445	0.0444	CbGeAlD
Clodronate—SLC25A5—lung—hematologic cancer	0.0041	0.0409	CbGeAlD
Clodronate—SLC25A5—testis—hematologic cancer	0.00387	0.0386	CbGeAlD
Clodronate—SLC25A4—lung—hematologic cancer	0.00384	0.0384	CbGeAlD
Clodronate—SLC25A4—testis—hematologic cancer	0.00362	0.0362	CbGeAlD
Clodronate—SLC25A6—lymph node—hematologic cancer	0.00322	0.0322	CbGeAlD
Clodronate—SLC25A5—lymph node—hematologic cancer	0.0028	0.028	CbGeAlD
Clodronate—SLC25A4—lymph node—hematologic cancer	0.00263	0.0262	CbGeAlD
Clodronate—PTGS2—hematopoietic system—hematologic cancer	0.00133	0.0133	CbGeAlD
Clodronate—PTGS2—blood—hematologic cancer	0.00088	0.00879	CbGeAlD
Clodronate—PTGS2—bone marrow—hematologic cancer	0.000852	0.00851	CbGeAlD
Clodronate—SLC25A5—Azacitidine—Pentostatin—hematologic cancer	0.000783	0.106	CbGdCrCtD
Clodronate—PTGS2—lung—hematologic cancer	0.000772	0.00771	CbGeAlD
Clodronate—SLC25A5—Azacitidine—Clofarabine—hematologic cancer	0.000698	0.0947	CbGdCrCtD
