nodes	percent_of_prediction	percent_of_DWPC	metapath
Nitrazepam—CYP3A4—breast cancer	0.139	0.546	CbGaD
Nitrazepam—ABCB1—breast cancer	0.115	0.454	CbGaD
Nitrazepam—ABCB1—Toremifene—breast cancer	0.034	0.0805	CbGbCtD
Nitrazepam—CYP3A4—Exemestane—breast cancer	0.0294	0.0696	CbGbCtD
Nitrazepam—CYP3A4—Letrozole—breast cancer	0.025	0.0591	CbGbCtD
Nitrazepam—ABCB1—Lapatinib—breast cancer	0.0248	0.0587	CbGbCtD
Nitrazepam—CYP2E1—Tamoxifen—breast cancer	0.0246	0.0581	CbGbCtD
Nitrazepam—CYP2E1—Mitoxantrone—breast cancer	0.024	0.0567	CbGbCtD
Nitrazepam—CYP3A4—Anastrozole—breast cancer	0.0223	0.0527	CbGbCtD
Nitrazepam—CYP3A4—Toremifene—breast cancer	0.0204	0.0482	CbGbCtD
Nitrazepam—CYP3A4—Fulvestrant—breast cancer	0.0189	0.0448	CbGbCtD
Nitrazepam—CYP3A4—Thiotepa—breast cancer	0.0169	0.04	CbGbCtD
Nitrazepam—CYP3A4—Ixabepilone—breast cancer	0.0154	0.0365	CbGbCtD
Nitrazepam—CYP3A4—Lapatinib—breast cancer	0.0149	0.0352	CbGbCtD
Nitrazepam—ABCB1—Vinorelbine—breast cancer	0.0138	0.0326	CbGbCtD
Nitrazepam—ABCB1—Tamoxifen—breast cancer	0.0124	0.0294	CbGbCtD
Nitrazepam—ABCB1—Mitoxantrone—breast cancer	0.0121	0.0287	CbGbCtD
Nitrazepam—CYP3A4—Raloxifene—breast cancer	0.0113	0.0267	CbGbCtD
Nitrazepam—ABCB1—Gemcitabine—breast cancer	0.0107	0.0253	CbGbCtD
Nitrazepam—ABCB1—Paclitaxel—breast cancer	0.00967	0.0229	CbGbCtD
Nitrazepam—ABCB1—Irinotecan—breast cancer	0.00954	0.0226	CbGbCtD
Nitrazepam—ABCB1—Vinblastine—breast cancer	0.00848	0.0201	CbGbCtD
Nitrazepam—CYP3A4—Vinorelbine—breast cancer	0.00824	0.0195	CbGbCtD
Nitrazepam—CYP3A4—Tamoxifen—breast cancer	0.00744	0.0176	CbGbCtD
