nodes	percent_of_prediction	percent_of_DWPC	metapath
Duloxetine—Naftifine—Toremifene—breast cancer	0.207	0.614	CrCrCtD
Duloxetine—CYP2D6—breast cancer	0.139	1	CbGaD
Duloxetine—Naftifine—Tamoxifen—breast cancer	0.13	0.386	CrCrCtD
Duloxetine—HTR6—Raloxifene—breast cancer	0.0888	0.374	CbGbCtD
Duloxetine—CYP1A2—Anastrozole—breast cancer	0.0371	0.156	CbGbCtD
Duloxetine—CYP1A2—Toremifene—breast cancer	0.034	0.143	CbGbCtD
Duloxetine—CYP2D6—Idarubicin—breast cancer	0.0232	0.0977	CbGbCtD
Duloxetine—CYP1A2—Tamoxifen—breast cancer	0.0124	0.0523	CbGbCtD
Duloxetine—CYP2D6—Vinorelbine—breast cancer	0.0113	0.0477	CbGbCtD
Duloxetine—CYP2D6—Tamoxifen—breast cancer	0.0102	0.0431	CbGbCtD
Duloxetine—CYP1A2—Fluorouracil—breast cancer	0.00914	0.0385	CbGbCtD
Duloxetine—CYP2D6—Vinblastine—breast cancer	0.00698	0.0294	CbGbCtD
Duloxetine—CYP2D6—Doxorubicin—breast cancer	0.00429	0.0181	CbGbCtD
Duloxetine—NPY1R—nipple—breast cancer	0.000907	0.16	CbGeAlD
Duloxetine—NPY1R—pituitary gland—breast cancer	0.000496	0.0872	CbGeAlD
Duloxetine—NPY1R—adipose tissue—breast cancer	0.000494	0.0869	CbGeAlD
Duloxetine—NPY1R—female reproductive system—breast cancer	0.000454	0.0798	CbGeAlD
Duloxetine—NPY1R—adrenal gland—breast cancer	0.000443	0.0779	CbGeAlD
Duloxetine—NPY1R—endocrine gland—breast cancer	0.000384	0.0676	CbGeAlD
Duloxetine—NPY1R—lymph node—breast cancer	0.000265	0.0467	CbGeAlD
Duloxetine—CYP1A2—nipple—breast cancer	0.000237	0.0417	CbGeAlD
Duloxetine—Cinacalcet—CYP2D6—breast cancer	0.00023	0.127	CrCbGaD
Duloxetine—Protriptyline—CYP2D6—breast cancer	0.000215	0.119	CrCbGaD
Duloxetine—Cinacalcet—CYP3A4—breast cancer	0.000197	0.109	CrCbGaD
Duloxetine—HTR2C—female reproductive system—breast cancer	0.000184	0.0325	CbGeAlD
Duloxetine—SLC6A4—female reproductive system—breast cancer	0.000175	0.0308	CbGeAlD
Duloxetine—SLC6A2—female reproductive system—breast cancer	0.000154	0.0271	CbGeAlD
Duloxetine—Protriptyline—ABCB1—breast cancer	0.000154	0.0849	CrCbGaD
Duloxetine—HTR2A—embryo—breast cancer	0.000153	0.0269	CbGeAlD
Duloxetine—SLC6A2—adrenal gland—breast cancer	0.00015	0.0264	CbGeAlD
Duloxetine—SLC6A4—endocrine gland—breast cancer	0.000148	0.0261	CbGeAlD
Duloxetine—Fluoxetine—CYP2D6—breast cancer	0.000147	0.0811	CrCbGaD
Duloxetine—SLC6A2—endocrine gland—breast cancer	0.00013	0.0229	CbGeAlD
Duloxetine—Fluoxetine—CYP3A4—breast cancer	0.000126	0.0696	CrCbGaD
Duloxetine—HTR2A—epithelium—breast cancer	0.000125	0.0219	CbGeAlD
Duloxetine—Propranolol—CYP1A1—breast cancer	0.00012	0.0665	CrCbGaD
Duloxetine—Fluoxetine—ALB—breast cancer	0.00011	0.0607	CrCbGaD
