nodes	percent_of_prediction	percent_of_DWPC	metapath
Pioglitazone—PTGS1—chronic kidney failure	0.31	0.4	CbGaD
Pioglitazone—CYP2C19—chronic kidney failure	0.284	0.367	CbGaD
Pioglitazone—CYP3A4—chronic kidney failure	0.181	0.233	CbGaD
Pioglitazone—CYP2C9—cardial valve—chronic kidney failure	0.011	0.181	CbGeAlD
Pioglitazone—PPARG—nephron—chronic kidney failure	0.00505	0.083	CbGeAlD
Pioglitazone—CYP2C19—urine—chronic kidney failure	0.00306	0.0503	CbGeAlD
Pioglitazone—PPARG—artery—chronic kidney failure	0.00282	0.0463	CbGeAlD
Pioglitazone—SLCO1B1—blood plasma—chronic kidney failure	0.00245	0.0403	CbGeAlD
Pioglitazone—CYP2C9—urine—chronic kidney failure	0.00237	0.039	CbGeAlD
Pioglitazone—PPARG—blood plasma—chronic kidney failure	0.00212	0.0348	CbGeAlD
Pioglitazone—Rosiglitazone—PTGS1—chronic kidney failure	0.00186	0.412	CrCbGaD
Pioglitazone—CYP3A4—urine—chronic kidney failure	0.00181	0.0297	CbGeAlD
Pioglitazone—CYP2D6—urine—chronic kidney failure	0.00178	0.0293	CbGeAlD
Pioglitazone—Rosiglitazone—CYP2C19—chronic kidney failure	0.00171	0.378	CrCbGaD
Pioglitazone—CYP2C19—blood plasma—chronic kidney failure	0.0016	0.0263	CbGeAlD
Pioglitazone—PTGS1—artery—chronic kidney failure	0.00151	0.0248	CbGeAlD
Pioglitazone—CYP2C8—blood plasma—chronic kidney failure	0.00139	0.0229	CbGeAlD
Pioglitazone—CYP2C9—blood plasma—chronic kidney failure	0.00124	0.0204	CbGeAlD
Pioglitazone—SLCO1B1—renal system—chronic kidney failure	0.00115	0.0189	CbGeAlD
Pioglitazone—PTGS1—blood plasma—chronic kidney failure	0.00113	0.0186	CbGeAlD
Pioglitazone—SLCO1B1—kidney—chronic kidney failure	0.00111	0.0183	CbGeAlD
Pioglitazone—PPARG—renal system—chronic kidney failure	0.000992	0.0163	CbGeAlD
Pioglitazone—PPARG—cardiovascular system—chronic kidney failure	0.00098	0.0161	CbGeAlD
