nodes	percent_of_prediction	percent_of_DWPC	metapath
Succinic acid—SUCLG1—gall bladder—Crohn's disease	0.0186	0.0321	CbGeAlD
Succinic acid—SDHA—mouth—Crohn's disease	0.0175	0.0302	CbGeAlD
Succinic acid—SLC13A1—digestive system—Crohn's disease	0.0172	0.0297	CbGeAlD
Succinic acid—SUCLG1—mouth—Crohn's disease	0.0165	0.0285	CbGeAlD
Succinic acid—SUCLA2—mouth—Crohn's disease	0.0152	0.0262	CbGeAlD
Succinic acid—SLC13A2—digestive system—Crohn's disease	0.0146	0.0252	CbGeAlD
Succinic acid—SLC25A10—skin of body—Crohn's disease	0.0138	0.0239	CbGeAlD
Succinic acid—P3H2—mouth—Crohn's disease	0.0115	0.0199	CbGeAlD
Succinic acid—HSD17B6—epithelium—Crohn's disease	0.0114	0.0197	CbGeAlD
Succinic acid—SLC25A10—digestive system—Crohn's disease	0.0111	0.0191	CbGeAlD
Succinic acid—SDHC—skin of body—Crohn's disease	0.0109	0.0188	CbGeAlD
Succinic acid—SDHB—Carbidopa—Mesalazine—Crohn's disease	0.0106	0.521	CbGdCrCtD
Succinic acid—OXCT1—Methyldopa—Mesalazine—Crohn's disease	0.00974	0.479	CbGdCrCtD
Succinic acid—SDHA—skin of body—Crohn's disease	0.00969	0.0167	CbGeAlD
Succinic acid—TMLHE—lymphoid tissue—Crohn's disease	0.0094	0.0162	CbGeAlD
Succinic acid—SUCLG1—skin of body—Crohn's disease	0.00913	0.0158	CbGeAlD
Succinic acid—SDHC—lymphoid tissue—Crohn's disease	0.0088	0.0152	CbGeAlD
Succinic acid—SDHC—digestive system—Crohn's disease	0.00869	0.015	CbGeAlD
Succinic acid—OXCT1—smooth muscle tissue—Crohn's disease	0.00855	0.0148	CbGeAlD
Succinic acid—SDHB—smooth muscle tissue—Crohn's disease	0.0085	0.0147	CbGeAlD
Succinic acid—SUCLG2—smooth muscle tissue—Crohn's disease	0.00839	0.0145	CbGeAlD
Succinic acid—P4HA2—smooth muscle tissue—Crohn's disease	0.00797	0.0138	CbGeAlD
Succinic acid—ASPH—skin of body—Crohn's disease	0.00787	0.0136	CbGeAlD
Succinic acid—SDHA—lymphoid tissue—Crohn's disease	0.00784	0.0135	CbGeAlD
Succinic acid—SDHA—digestive system—Crohn's disease	0.00775	0.0134	CbGeAlD
Succinic acid—OXCT1—mammalian vulva—Crohn's disease	0.0077	0.0133	CbGeAlD
Succinic acid—SDHB—mammalian vulva—Crohn's disease	0.00765	0.0132	CbGeAlD
Succinic acid—SUCLA2—mammalian vulva—Crohn's disease	0.00765	0.0132	CbGeAlD
Succinic acid—SUCLG2—mammalian vulva—Crohn's disease	0.00756	0.0131	CbGeAlD
Succinic acid—SUCLG1—lymphoid tissue—Crohn's disease	0.00739	0.0128	CbGeAlD
Succinic acid—SUCLG1—digestive system—Crohn's disease	0.0073	0.0126	CbGeAlD
Succinic acid—BBOX1—mammalian vulva—Crohn's disease	0.00725	0.0125	CbGeAlD
Succinic acid—P4HA2—mammalian vulva—Crohn's disease	0.00717	0.0124	CbGeAlD
Succinic acid—P3H3—mammalian vulva—Crohn's disease	0.00714	0.0123	CbGeAlD
Succinic acid—OXCT1—lymphoid tissue—Crohn's disease	0.00684	0.0118	CbGeAlD
Succinic acid—SUCLA2—lymphoid tissue—Crohn's disease	0.00679	0.0117	CbGeAlD
Succinic acid—SDHB—lymphoid tissue—Crohn's disease	0.00679	0.0117	CbGeAlD
Succinic acid—P3H1—smooth muscle tissue—Crohn's disease	0.00678	0.0117	CbGeAlD
Succinic acid—OXCT1—digestive system—Crohn's disease	0.00675	0.0117	CbGeAlD
Succinic acid—SUCLA2—digestive system—Crohn's disease	0.00671	0.0116	CbGeAlD
Succinic acid—SDHB—digestive system—Crohn's disease	0.00671	0.0116	CbGeAlD
Succinic acid—SUCLG2—lymphoid tissue—Crohn's disease	0.00671	0.0116	CbGeAlD
Succinic acid—SUCLG2—digestive system—Crohn's disease	0.00663	0.0114	CbGeAlD
Succinic acid—PLOD3—smooth muscle tissue—Crohn's disease	0.00657	0.0113	CbGeAlD
Succinic acid—PLOD1—smooth muscle tissue—Crohn's disease	0.00653	0.0113	CbGeAlD
Succinic acid—PLOD3—skin of body—Crohn's disease	0.00648	0.0112	CbGeAlD
Succinic acid—SDHD—smooth muscle tissue—Crohn's disease	0.00648	0.0112	CbGeAlD
Succinic acid—PLOD1—skin of body—Crohn's disease	0.00644	0.0111	CbGeAlD
Succinic acid—SDHD—skin of body—Crohn's disease	0.0064	0.0111	CbGeAlD
Succinic acid—ASPH—digestive system—Crohn's disease	0.00629	0.0109	CbGeAlD
Succinic acid—P4HA2—digestive system—Crohn's disease	0.00629	0.0109	CbGeAlD
Succinic acid—P3H1—mammalian vulva—Crohn's disease	0.0061	0.0105	CbGeAlD
Succinic acid—PLOD3—mammalian vulva—Crohn's disease	0.00591	0.0102	CbGeAlD
Succinic acid—PLOD1—mammalian vulva—Crohn's disease	0.00587	0.0101	CbGeAlD
Succinic acid—SDHD—mammalian vulva—Crohn's disease	0.00584	0.0101	CbGeAlD
Succinic acid—P3H2—mammalian vulva—Crohn's disease	0.0058	0.01	CbGeAlD
Succinic acid—TMLHE—lymph node—Crohn's disease	0.0053	0.00916	CbGeAlD
Succinic acid—PLOD3—digestive system—Crohn's disease	0.00519	0.00896	CbGeAlD
Succinic acid—SDHD—lymphoid tissue—Crohn's disease	0.00518	0.00895	CbGeAlD
Succinic acid—PLOD1—digestive system—Crohn's disease	0.00515	0.0089	CbGeAlD
Succinic acid—SDHD—digestive system—Crohn's disease	0.00512	0.00884	CbGeAlD
Succinic acid—P4HA1—smooth muscle tissue—Crohn's disease	0.00512	0.00884	CbGeAlD
Succinic acid—P3H2—digestive system—Crohn's disease	0.00509	0.00879	CbGeAlD
Succinic acid—ALDH5A1—lymphoid tissue—Crohn's disease	0.00505	0.00873	CbGeAlD
Succinic acid—HSD17B6—lymph node—Crohn's disease	0.00496	0.00858	CbGeAlD
Succinic acid—P4HA1—mammalian vulva—Crohn's disease	0.00461	0.00796	CbGeAlD
Succinic acid—SDHA—lymph node—Crohn's disease	0.00443	0.00764	CbGeAlD
Succinic acid—SUCLG1—lymph node—Crohn's disease	0.00417	0.00721	CbGeAlD
Succinic acid—P4HA1—lymphoid tissue—Crohn's disease	0.00409	0.00707	CbGeAlD
