nodes	percent_of_prediction	percent_of_DWPC	metapath
Talbutal—GRIA2—amyotrophic lateral sclerosis	0.803	1	CbGaD
Talbutal—GABRQ—nerve—amyotrophic lateral sclerosis	0.00484	0.0502	CbGeAlD
Talbutal—CHRNA4—peripheral nervous system—amyotrophic lateral sclerosis	0.00324	0.0336	CbGeAlD
Talbutal—GRIK2—nerve—amyotrophic lateral sclerosis	0.00314	0.0326	CbGeAlD
Talbutal—GRIA2—hindbrain—amyotrophic lateral sclerosis	0.0026	0.027	CbGeAlD
Talbutal—CHRNA4—nerve—amyotrophic lateral sclerosis	0.00252	0.0262	CbGeAlD
Talbutal—GABRA6—hindbrain—amyotrophic lateral sclerosis	0.00251	0.0261	CbGeAlD
Talbutal—GRIK2—hindbrain—amyotrophic lateral sclerosis	0.00235	0.0244	CbGeAlD
Talbutal—CHRNA4—hindbrain—amyotrophic lateral sclerosis	0.00189	0.0196	CbGeAlD
Talbutal—GABRB2—hindbrain—amyotrophic lateral sclerosis	0.00185	0.0192	CbGeAlD
Talbutal—GABRA2—hindbrain—amyotrophic lateral sclerosis	0.00169	0.0176	CbGeAlD
Talbutal—GABRA1—hindbrain—amyotrophic lateral sclerosis	0.00163	0.017	CbGeAlD
Talbutal—GRIA2—embryo—amyotrophic lateral sclerosis	0.00163	0.0169	CbGeAlD
Talbutal—GRIA2—brainstem—amyotrophic lateral sclerosis	0.00149	0.0155	CbGeAlD
Talbutal—GABRA6—brainstem—amyotrophic lateral sclerosis	0.00144	0.015	CbGeAlD
Talbutal—GRIK2—brainstem—amyotrophic lateral sclerosis	0.00135	0.014	CbGeAlD
Talbutal—Heptabarbital—GRIA2—amyotrophic lateral sclerosis	0.00114	0.125	CrCbGaD
Talbutal—GABRQ—nervous system—amyotrophic lateral sclerosis	0.00109	0.0113	CbGeAlD
Talbutal—CHRNA4—brainstem—amyotrophic lateral sclerosis	0.00108	0.0112	CbGeAlD
Talbutal—GABRB2—brainstem—amyotrophic lateral sclerosis	0.00106	0.011	CbGeAlD
Talbutal—GABRD—medulla oblongata—amyotrophic lateral sclerosis	0.00105	0.0109	CbGeAlD
Talbutal—GABRQ—central nervous system—amyotrophic lateral sclerosis	0.00105	0.0109	CbGeAlD
Talbutal—Butabarbital—GRIA2—amyotrophic lateral sclerosis	0.00105	0.115	CrCbGaD
Talbutal—GABRG1—medulla oblongata—amyotrophic lateral sclerosis	0.00101	0.0105	CbGeAlD
Talbutal—Butethal—GRIA2—amyotrophic lateral sclerosis	0.00099	0.109	CrCbGaD
