nodes	percent_of_prediction	percent_of_DWPC	metapath
Pindolol—hypertension—type 2 diabetes mellitus	0.424	1	CtDrD
Pindolol—ADRB3—type 2 diabetes mellitus	0.268	1	CbGaD
Pindolol—HTR1B—Bromocriptine—type 2 diabetes mellitus	0.0505	0.294	CbGbCtD
Pindolol—ADRB1—Bromocriptine—type 2 diabetes mellitus	0.0395	0.23	CbGbCtD
Pindolol—HTR1A—Bromocriptine—type 2 diabetes mellitus	0.0316	0.184	CbGbCtD
Pindolol—CYP2D6—Pioglitazone—type 2 diabetes mellitus	0.0146	0.0854	CbGbCtD
Pindolol—CYP2D6—Rosiglitazone—type 2 diabetes mellitus	0.0135	0.0788	CbGbCtD
Pindolol—CYP2D6—Nateglinide—type 2 diabetes mellitus	0.0111	0.0647	CbGbCtD
Pindolol—CYP2D6—Irbesartan—type 2 diabetes mellitus	0.0106	0.062	CbGbCtD
Pindolol—ADRB3—brown adipose tissue—type 2 diabetes mellitus	0.00402	0.621	CbGeAlD
Pindolol—HTR1B—artery—type 2 diabetes mellitus	0.000769	0.119	CbGeAlD
Pindolol—Isoprenaline—PIK3R1—type 2 diabetes mellitus	0.000557	0.244	CrCbGaD
Pindolol—ADRB3—adipose tissue—type 2 diabetes mellitus	0.000542	0.0838	CbGeAlD
Pindolol—Nadolol—ADRB3—type 2 diabetes mellitus	0.000417	0.183	CrCbGaD
Pindolol—Bupranolol—ADRB3—type 2 diabetes mellitus	0.000398	0.174	CrCbGaD
Pindolol—Alprenolol—ADRB3—type 2 diabetes mellitus	0.000305	0.133	CrCbGaD
Pindolol—HTR1B—cardiovascular system—type 2 diabetes mellitus	0.000267	0.0413	CbGeAlD
Pindolol—ADRB1—cardiovascular system—type 2 diabetes mellitus	0.000251	0.0389	CbGeAlD
Pindolol—ADRB1—adipose tissue—type 2 diabetes mellitus	0.000222	0.0343	CbGeAlD
Pindolol—HTR1A—cardiovascular system—type 2 diabetes mellitus	0.000216	0.0333	CbGeAlD
Pindolol—Isoprenaline—ADRB3—type 2 diabetes mellitus	0.000201	0.088	CrCbGaD
Pindolol—Propranolol—ADRB3—type 2 diabetes mellitus	0.000143	0.0626	CrCbGaD
Pindolol—Betaxolol—CYP1A2—type 2 diabetes mellitus	0.000116	0.0505	CrCbGaD
Pindolol—CYP2D6—kidney—type 2 diabetes mellitus	0.000115	0.0177	CbGeAlD
Pindolol—Oedema—Orlistat—type 2 diabetes mellitus	8.58e-05	0.00098	CcSEcCtD
Pindolol—Headache—Glipizide—type 2 diabetes mellitus	8.57e-05	0.000978	CcSEcCtD
Pindolol—Tremor—Irbesartan—type 2 diabetes mellitus	8.57e-05	0.000978	CcSEcCtD
Pindolol—Palpitations—Metformin—type 2 diabetes mellitus	8.56e-05	0.000978	CcSEcCtD
Pindolol—Insomnia—Gliclazide—type 2 diabetes mellitus	8.55e-05	0.000976	CcSEcCtD
Pindolol—Shock—Valsartan—type 2 diabetes mellitus	8.54e-05	0.000976	CcSEcCtD
Pindolol—Loss of consciousness—Metformin—type 2 diabetes mellitus	8.52e-05	0.000972	CcSEcCtD
Pindolol—Nervous system disorder—Valsartan—type 2 diabetes mellitus	8.51e-05	0.000972	CcSEcCtD
Pindolol—Paraesthesia—Gliclazide—type 2 diabetes mellitus	8.49e-05	0.000969	CcSEcCtD
Pindolol—Flatulence—Losartan—type 2 diabetes mellitus	8.48e-05	0.000968	CcSEcCtD
Pindolol—Tension—Losartan—type 2 diabetes mellitus	8.44e-05	0.000964	CcSEcCtD
Pindolol—Dizziness—Glimepiride—type 2 diabetes mellitus	8.44e-05	0.000964	CcSEcCtD
Pindolol—Dyspnoea—Gliclazide—type 2 diabetes mellitus	8.43e-05	0.000962	CcSEcCtD
Pindolol—Nervous system disorder—Orlistat—type 2 diabetes mellitus	8.41e-05	0.000961	CcSEcCtD
Pindolol—Dizziness—Sitagliptin—type 2 diabetes mellitus	8.41e-05	0.000961	CcSEcCtD
Pindolol—Somnolence—Gliclazide—type 2 diabetes mellitus	8.4e-05	0.00096	CcSEcCtD
Pindolol—Nervousness—Losartan—type 2 diabetes mellitus	8.36e-05	0.000954	CcSEcCtD
Pindolol—Abdominal pain—Glyburide—type 2 diabetes mellitus	8.32e-05	0.00095	CcSEcCtD
Pindolol—Dyspepsia—Gliclazide—type 2 diabetes mellitus	8.32e-05	0.00095	CcSEcCtD
Pindolol—Hyperhidrosis—Orlistat—type 2 diabetes mellitus	8.29e-05	0.000947	CcSEcCtD
Pindolol—Muscle spasms—Losartan—type 2 diabetes mellitus	8.27e-05	0.000945	CcSEcCtD
Pindolol—Asthenia—Bromocriptine—type 2 diabetes mellitus	8.26e-05	0.000943	CcSEcCtD
Pindolol—Chest pain—Metformin—type 2 diabetes mellitus	8.25e-05	0.000942	CcSEcCtD
Pindolol—Myalgia—Metformin—type 2 diabetes mellitus	8.25e-05	0.000942	CcSEcCtD
Pindolol—Vertigo—Irbesartan—type 2 diabetes mellitus	8.21e-05	0.000938	CcSEcCtD
Pindolol—Headache—Pioglitazone—type 2 diabetes mellitus	8.21e-05	0.000937	CcSEcCtD
Pindolol—Syncope—Irbesartan—type 2 diabetes mellitus	8.2e-05	0.000936	CcSEcCtD
Pindolol—Visual impairment—Ramipril—type 2 diabetes mellitus	8.17e-05	0.000933	CcSEcCtD
Pindolol—Gastrointestinal disorder—Gliclazide—type 2 diabetes mellitus	8.16e-05	0.000932	CcSEcCtD
Pindolol—Fatigue—Gliclazide—type 2 diabetes mellitus	8.15e-05	0.000931	CcSEcCtD
Pindolol—Nausea—Glipizide—type 2 diabetes mellitus	8.12e-05	0.000928	CcSEcCtD
Pindolol—Vomiting—Glimepiride—type 2 diabetes mellitus	8.11e-05	0.000927	CcSEcCtD
Pindolol—Hypotension—Valsartan—type 2 diabetes mellitus	8.11e-05	0.000927	CcSEcCtD
Pindolol—Vomiting—Sitagliptin—type 2 diabetes mellitus	8.09e-05	0.000924	CcSEcCtD
Pindolol—Constipation—Gliclazide—type 2 diabetes mellitus	8.08e-05	0.000923	CcSEcCtD
Pindolol—Pain—Gliclazide—type 2 diabetes mellitus	8.08e-05	0.000923	CcSEcCtD
Pindolol—Tremor—Losartan—type 2 diabetes mellitus	8.06e-05	0.000921	CcSEcCtD
Pindolol—Rash—Glimepiride—type 2 diabetes mellitus	8.05e-05	0.000919	CcSEcCtD
Pindolol—Dermatitis—Glimepiride—type 2 diabetes mellitus	8.04e-05	0.000918	CcSEcCtD
Pindolol—Loss of consciousness—Irbesartan—type 2 diabetes mellitus	8.04e-05	0.000918	CcSEcCtD
Pindolol—Rash—Sitagliptin—type 2 diabetes mellitus	8.02e-05	0.000916	CcSEcCtD
Pindolol—Dermatitis—Sitagliptin—type 2 diabetes mellitus	8.01e-05	0.000915	CcSEcCtD
Pindolol—Headache—Glimepiride—type 2 diabetes mellitus	7.99e-05	0.000913	CcSEcCtD
Pindolol—Headache—Sitagliptin—type 2 diabetes mellitus	7.97e-05	0.00091	CcSEcCtD
Pindolol—Musculoskeletal discomfort—Valsartan—type 2 diabetes mellitus	7.91e-05	0.000903	CcSEcCtD
Pindolol—Oedema—Metformin—type 2 diabetes mellitus	7.91e-05	0.000903	CcSEcCtD
Pindolol—Tinnitus—Ramipril—type 2 diabetes mellitus	7.9e-05	0.000902	CcSEcCtD
Pindolol—Diarrhoea—Bromocriptine—type 2 diabetes mellitus	7.88e-05	0.0009	CcSEcCtD
Pindolol—Insomnia—Valsartan—type 2 diabetes mellitus	7.85e-05	0.000897	CcSEcCtD
Pindolol—Musculoskeletal discomfort—Orlistat—type 2 diabetes mellitus	7.82e-05	0.000893	CcSEcCtD
Pindolol—Paraesthesia—Valsartan—type 2 diabetes mellitus	7.8e-05	0.00089	CcSEcCtD
Pindolol—Feeling abnormal—Gliclazide—type 2 diabetes mellitus	7.79e-05	0.000889	CcSEcCtD
Pindolol—Arthralgia—Irbesartan—type 2 diabetes mellitus	7.78e-05	0.000889	CcSEcCtD
Pindolol—Myalgia—Irbesartan—type 2 diabetes mellitus	7.78e-05	0.000889	CcSEcCtD
Pindolol—Chest pain—Irbesartan—type 2 diabetes mellitus	7.78e-05	0.000889	CcSEcCtD
Pindolol—Shock—Metformin—type 2 diabetes mellitus	7.78e-05	0.000888	CcSEcCtD
Pindolol—Insomnia—Orlistat—type 2 diabetes mellitus	7.76e-05	0.000886	CcSEcCtD
Pindolol—Anxiety—Irbesartan—type 2 diabetes mellitus	7.76e-05	0.000886	CcSEcCtD
