nodes	percent_of_prediction	percent_of_DWPC	metapath
Yohimbine—HTR2B—cardial valve—dilated cardiomyopathy	0.0941	0.56	CbGeAlD
Yohimbine—Rescinnamine—ACE—dilated cardiomyopathy	0.0337	1	CrCbGaD
Yohimbine—HTR2A—pulmonary artery—dilated cardiomyopathy	0.0203	0.121	CbGeAlD
Yohimbine—HTR2A—sympathetic nervous system—dilated cardiomyopathy	0.0198	0.118	CbGeAlD
Yohimbine—ADRA2C—cardiac ventricle—dilated cardiomyopathy	0.00623	0.0371	CbGeAlD
Yohimbine—ADRA2C—myocardium—dilated cardiomyopathy	0.00586	0.0349	CbGeAlD
Yohimbine—HTR2B—heart—dilated cardiomyopathy	0.0052	0.031	CbGeAlD
Yohimbine—ADRA2C—heart—dilated cardiomyopathy	0.00409	0.0244	CbGeAlD
Yohimbine—ADRA2C—cardiac atrium—dilated cardiomyopathy	0.0035	0.0208	CbGeAlD
Yohimbine—ADRA2A—heart—dilated cardiomyopathy	0.00327	0.0194	CbGeAlD
Yohimbine—ADRA2A—cardiac atrium—dilated cardiomyopathy	0.00279	0.0166	CbGeAlD
Yohimbine—HTR2A—heart—dilated cardiomyopathy	0.00278	0.0165	CbGeAlD
Yohimbine—HTR1D—Signaling by GPCR—AGT—dilated cardiomyopathy	0.000211	0.000264	CbGpPWpGaD
Yohimbine—HTR1B—Signaling Pathways—CXCR3—dilated cardiomyopathy	0.000209	0.000262	CbGpPWpGaD
Yohimbine—DRD3—GPCR downstream signaling—RAC1—dilated cardiomyopathy	0.000208	0.00026	CbGpPWpGaD
Yohimbine—ADRA1D—GPCR downstream signaling—RAC1—dilated cardiomyopathy	0.000208	0.00026	CbGpPWpGaD
Yohimbine—HTR1D—Signaling Pathways—ADRB1—dilated cardiomyopathy	0.000207	0.000259	CbGpPWpGaD
Yohimbine—HTR1B—Signaling by GPCR—AGT—dilated cardiomyopathy	0.000206	0.000258	CbGpPWpGaD
Yohimbine—ADRA2A—Signaling by GPCR—ADRB1—dilated cardiomyopathy	0.000206	0.000258	CbGpPWpGaD
Yohimbine—ADRA2C—Signaling by GPCR—ADRB2—dilated cardiomyopathy	0.000205	0.000257	CbGpPWpGaD
Yohimbine—DRD2—GPCR downstream signaling—ADRB2—dilated cardiomyopathy	0.000205	0.000257	CbGpPWpGaD
Yohimbine—HTR1F—Signaling Pathways—RAC1—dilated cardiomyopathy	0.000204	0.000255	CbGpPWpGaD
Yohimbine—HTR2B—Signaling by GPCR—RAC1—dilated cardiomyopathy	0.000203	0.000254	CbGpPWpGaD
