nodes	percent_of_prediction	percent_of_DWPC	metapath
Leflunomide—CYP1A2—Carmustine—malignant glioma	0.273	1	CbGbCtD
Leflunomide—Traumatic liver injury—Temozolomide—malignant glioma	0.00843	0.0267	CcSEcCtD
Leflunomide—Opportunistic infection—Temozolomide—malignant glioma	0.0078	0.0247	CcSEcCtD
Leflunomide—Pulmonary fibrosis—Carmustine—malignant glioma	0.00739	0.0234	CcSEcCtD
Leflunomide—Pulmonary fibrosis—Temozolomide—malignant glioma	0.00714	0.0226	CcSEcCtD
Leflunomide—Interstitial pneumonia—Temozolomide—malignant glioma	0.0065	0.0206	CcSEcCtD
Leflunomide—Niflumic Acid—PTGS1—malignant glioma	0.00603	0.636	CrCbGaD
Leflunomide—Oral candidiasis—Carmustine—malignant glioma	0.00512	0.0162	CcSEcCtD
Leflunomide—Oral candidiasis—Temozolomide—malignant glioma	0.00494	0.0157	CcSEcCtD
Leflunomide—Cyst—Carmustine—malignant glioma	0.00486	0.0154	CcSEcCtD
Leflunomide—Tooth disorder—Temozolomide—malignant glioma	0.00484	0.0153	CcSEcCtD
Leflunomide—Digestion impaired—Temozolomide—malignant glioma	0.0047	0.0149	CcSEcCtD
Leflunomide—Interstitial lung disease—Carmustine—malignant glioma	0.00459	0.0145	CcSEcCtD
Leflunomide—Interstitial lung disease—Temozolomide—malignant glioma	0.00444	0.014	CcSEcCtD
Leflunomide—Hepatotoxicity—Carmustine—malignant glioma	0.00421	0.0133	CcSEcCtD
Leflunomide—Herpes zoster—Temozolomide—malignant glioma	0.00417	0.0132	CcSEcCtD
Leflunomide—Cholestasis—Temozolomide—malignant glioma	0.00414	0.0131	CcSEcCtD
Leflunomide—Abscess—Carmustine—malignant glioma	0.00411	0.013	CcSEcCtD
Leflunomide—Hepatotoxicity—Temozolomide—malignant glioma	0.00407	0.0129	CcSEcCtD
Leflunomide—Endocrine disorder—Temozolomide—malignant glioma	0.00379	0.012	CcSEcCtD
Leflunomide—Liver injury—Temozolomide—malignant glioma	0.00373	0.0118	CcSEcCtD
Leflunomide—PTK2B—embryo—malignant glioma	0.00364	0.132	CbGeAlD
Leflunomide—Niflumic Acid—PTGS2—malignant glioma	0.00344	0.364	CrCbGaD
Leflunomide—Herpes simplex—Temozolomide—malignant glioma	0.00341	0.0108	CcSEcCtD
Leflunomide—Hepatic enzyme increased—Temozolomide—malignant glioma	0.00332	0.0105	CcSEcCtD
Leflunomide—Neck pain—Carmustine—malignant glioma	0.00329	0.0104	CcSEcCtD
Leflunomide—Candida infection—Carmustine—malignant glioma	0.0031	0.00982	CcSEcCtD
Leflunomide—Candida infection—Temozolomide—malignant glioma	0.003	0.00949	CcSEcCtD
Leflunomide—PTK2B—telencephalon—malignant glioma	0.00296	0.107	CbGeAlD
Leflunomide—Neoplasm—Carmustine—malignant glioma	0.00294	0.0093	CcSEcCtD
Leflunomide—Neoplasm—Temozolomide—malignant glioma	0.00284	0.00899	CcSEcCtD
Leflunomide—Sepsis—Carmustine—malignant glioma	0.00282	0.00893	CcSEcCtD
Leflunomide—Diabetes mellitus—Carmustine—malignant glioma	0.00271	0.00859	CcSEcCtD
Leflunomide—Gastroenteritis—Temozolomide—malignant glioma	0.00257	0.00814	CcSEcCtD
Leflunomide—Hepatic failure—Temozolomide—malignant glioma	0.00254	0.00803	CcSEcCtD
Leflunomide—AHR—telencephalon—malignant glioma	0.00243	0.0882	CbGeAlD
Leflunomide—Liver function test abnormal—Carmustine—malignant glioma	0.00218	0.0069	CcSEcCtD
Leflunomide—Hypokalaemia—Carmustine—malignant glioma	0.00215	0.0068	CcSEcCtD
Leflunomide—DHODH—brain—malignant glioma	0.00211	0.0764	CbGeAlD
Leflunomide—Dry skin—Temozolomide—malignant glioma	0.00209	0.00662	CcSEcCtD
Leflunomide—Hypokalaemia—Temozolomide—malignant glioma	0.00208	0.00657	CcSEcCtD
Leflunomide—Breast disorder—Temozolomide—malignant glioma	0.00206	0.00652	CcSEcCtD
Leflunomide—Toxic epidermal necrolysis—Temozolomide—malignant glioma	0.00205	0.0065	CcSEcCtD
Leflunomide—Pancytopenia—Carmustine—malignant glioma	0.00194	0.00613	CcSEcCtD
Leflunomide—Sweating increased—Temozolomide—malignant glioma	0.00192	0.00608	CcSEcCtD
Leflunomide—AHR—medulla oblongata—malignant glioma	0.00191	0.0693	CbGeAlD
Leflunomide—Neutropenia—Carmustine—malignant glioma	0.00191	0.00604	CcSEcCtD
Leflunomide—Bronchitis—Temozolomide—malignant glioma	0.0019	0.006	CcSEcCtD
Leflunomide—Pancytopenia—Temozolomide—malignant glioma	0.00187	0.00592	CcSEcCtD
Leflunomide—Neutropenia—Temozolomide—malignant glioma	0.00184	0.00583	CcSEcCtD
Leflunomide—Dysuria—Temozolomide—malignant glioma	0.00184	0.00583	CcSEcCtD
Leflunomide—Hyperglycaemia—Carmustine—malignant glioma	0.00184	0.00582	CcSEcCtD
Leflunomide—Upper respiratory tract infection—Temozolomide—malignant glioma	0.00183	0.0058	CcSEcCtD
Leflunomide—Pneumonia—Carmustine—malignant glioma	0.00183	0.00579	CcSEcCtD
Leflunomide—Pollakiuria—Temozolomide—malignant glioma	0.00182	0.00576	CcSEcCtD
Leflunomide—Renal failure—Carmustine—malignant glioma	0.00179	0.00566	CcSEcCtD
Leflunomide—Weight decreased—Temozolomide—malignant glioma	0.00178	0.00564	CcSEcCtD
Leflunomide—Neuropathy peripheral—Carmustine—malignant glioma	0.00178	0.00564	CcSEcCtD
Leflunomide—Hyperglycaemia—Temozolomide—malignant glioma	0.00178	0.00563	CcSEcCtD
Leflunomide—Stomatitis—Carmustine—malignant glioma	0.00177	0.00561	CcSEcCtD
Leflunomide—Urinary tract infection—Carmustine—malignant glioma	0.00177	0.00559	CcSEcCtD
Leflunomide—Pneumonia—Temozolomide—malignant glioma	0.00177	0.00559	CcSEcCtD
Leflunomide—Infestation NOS—Temozolomide—malignant glioma	0.00176	0.00556	CcSEcCtD
Leflunomide—Infestation—Temozolomide—malignant glioma	0.00176	0.00556	CcSEcCtD
Leflunomide—AHR—midbrain—malignant glioma	0.00175	0.0633	CbGeAlD
Leflunomide—Stevens-Johnson syndrome—Temozolomide—malignant glioma	0.00174	0.00551	CcSEcCtD
