nodes	percent_of_prediction	percent_of_DWPC	metapath
Clenbuterol—ADRB2—prostate cancer	0.244	0.538	CbGaD
Clenbuterol—CYP1A1—prostate cancer	0.209	0.462	CbGaD
Clenbuterol—CYP1A1—Flutamide—prostate cancer	0.099	0.292	CbGbCtD
Clenbuterol—CYP1A1—Estrone—prostate cancer	0.0716	0.211	CbGbCtD
Clenbuterol—CYP1A2—Flutamide—prostate cancer	0.0442	0.13	CbGbCtD
Clenbuterol—CYP1A1—Estradiol—prostate cancer	0.0411	0.121	CbGbCtD
Clenbuterol—CYP1A2—Estrone—prostate cancer	0.032	0.0943	CbGbCtD
Clenbuterol—CYP1A2—Conjugated Estrogens—prostate cancer	0.0209	0.0617	CbGbCtD
Clenbuterol—CYP1A2—Estradiol—prostate cancer	0.0184	0.0542	CbGbCtD
Clenbuterol—CYP1A2—Etoposide—prostate cancer	0.012	0.0354	CbGbCtD
Clenbuterol—NGF—prostate gland—prostate cancer	0.00542	0.25	CbGeAlD
Clenbuterol—ADRB3—prostate gland—prostate cancer	0.00345	0.159	CbGeAlD
Clenbuterol—CYP1A2—urine—prostate cancer	0.00257	0.119	CbGeAlD
Clenbuterol—NGF—testis—prostate cancer	0.00239	0.11	CbGeAlD
Clenbuterol—TNF—lymph node—prostate cancer	0.00188	0.0866	CbGeAlD
Clenbuterol—NGF—lymph node—prostate cancer	0.00173	0.0799	CbGeAlD
Clenbuterol—ADRB1—prostate gland—prostate cancer	0.00141	0.0652	CbGeAlD
Clenbuterol—Bambuterol—ADRB2—prostate cancer	0.00113	0.28	CrCbGaD
Clenbuterol—Pirbuterol—ADRB2—prostate cancer	0.000856	0.212	CrCbGaD
Clenbuterol—Terbutaline—ADRB2—prostate cancer	0.000698	0.173	CrCbGaD
Clenbuterol—CYP1A1—epithelium—prostate cancer	0.000669	0.0309	CbGeAlD
Clenbuterol—CYP1A2—renal system—prostate cancer	0.000629	0.029	CbGeAlD
Clenbuterol—CYP1A1—renal system—prostate cancer	0.00062	0.0286	CbGeAlD
Clenbuterol—CYP1A1—urethra—prostate cancer	0.000609	0.0281	CbGeAlD
Clenbuterol—Bupranolol—ADRB2—prostate cancer	0.000552	0.137	CrCbGaD
Clenbuterol—Salbutamol—ADRB2—prostate cancer	0.000519	0.128	CrCbGaD
Clenbuterol—CYP1A1—lymph node—prostate cancer	0.000291	0.0134	CbGeAlD
Clenbuterol—Salbutamol—CYP3A4—prostate cancer	0.000284	0.0703	CrCbGaD
Clenbuterol—CYP1A2—Metabolism—GSTO1—prostate cancer	5.05e-06	2.77e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—NAT2—prostate cancer	5.05e-06	2.77e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—IGF1R—prostate cancer	5.03e-06	2.76e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—TH—prostate cancer	5.03e-06	2.76e-05	CbGpPWpGaD
Clenbuterol—NGF—Signaling Pathways—IL6—prostate cancer	5.02e-06	2.76e-05	CbGpPWpGaD
Clenbuterol—ADRB2—GPCR downstream signaling—CXCL8—prostate cancer	5.01e-06	2.75e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism of lipids and lipoproteins—PIK3CB—prostate cancer	4.99e-06	2.74e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling by GPCR—JAK2—prostate cancer	4.98e-06	2.73e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—CYP3A4—prostate cancer	4.97e-06	2.73e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling by GPCR—PIK3CA—prostate cancer	4.97e-06	2.73e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism of lipids and lipoproteins—PTGS2—prostate cancer	4.95e-06	2.72e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—MDM2—prostate cancer	4.95e-06	2.72e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—LPL—prostate cancer	4.93e-06	2.71e-05	CbGpPWpGaD
Clenbuterol—ADRB1—GPCR downstream signaling—IL2—prostate cancer	4.89e-06	2.69e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—CYP1B1—prostate cancer	4.89e-06	2.68e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—PDGFRB—prostate cancer	4.89e-06	2.68e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—ERBB2—prostate cancer	4.88e-06	2.68e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism of lipids and lipoproteins—PPARA—prostate cancer	4.85e-06	2.66e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—LRP2—prostate cancer	4.84e-06	2.66e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—PLCB2—prostate cancer	4.84e-06	2.66e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—CYP2C18—prostate cancer	4.84e-06	2.66e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling by GPCR—PIK3CB—prostate cancer	4.84e-06	2.66e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—LPL—prostate cancer	4.82e-06	2.65e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—PIK3CB—prostate cancer	4.81e-06	2.64e-05	CbGpPWpGaD
Clenbuterol—ADRB2—GPCR downstream signaling—IL2—prostate cancer	4.78e-06	2.63e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—PDGFRB—prostate cancer	4.78e-06	2.62e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—ITGB3—prostate cancer	4.76e-06	2.61e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—P4HB—prostate cancer	4.74e-06	2.6e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—GGT1—prostate cancer	4.74e-06	2.6e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling by GPCR—PIK3CB—prostate cancer	4.73e-06	2.6e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—NCOA1—prostate cancer	4.66e-06	2.56e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—ITGB3—prostate cancer	4.66e-06	2.56e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling by GPCR—CXCL8—prostate cancer	4.65e-06	2.55e-05	CbGpPWpGaD
Clenbuterol—NGF—Signaling Pathways—AKT1—prostate cancer	4.63e-06	2.54e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—CXCL8—prostate cancer	4.63e-06	2.54e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—ERBB3—prostate cancer	4.62e-06	2.53e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—SLC22A1—prostate cancer	4.62e-06	2.53e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—FGFR2—prostate cancer	4.61e-06	2.53e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—CYP19A1—prostate cancer	4.6e-06	2.52e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism of lipids and lipoproteins—CAV1—prostate cancer	4.56e-06	2.5e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling by GPCR—CXCL8—prostate cancer	4.55e-06	2.5e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—CDKN1B—prostate cancer	4.52e-06	2.48e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—ERBB3—prostate cancer	4.52e-06	2.48e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—FGFR2—prostate cancer	4.51e-06	2.48e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—SULT2A1—prostate cancer	4.5e-06	2.47e-05	CbGpPWpGaD
Clenbuterol—ADRB3—GPCR downstream signaling—AKT1—prostate cancer	4.47e-06	2.45e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling by GPCR—IL2—prostate cancer	4.44e-06	2.44e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—RXRA—prostate cancer	4.44e-06	2.44e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—CASP3—prostate cancer	4.43e-06	2.43e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—TERT—prostate cancer	4.43e-06	2.43e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—MED12—prostate cancer	4.43e-06	2.43e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—IL2—prostate cancer	4.42e-06	2.43e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling by GPCR—IL6—prostate cancer	4.4e-06	2.41e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—GNG5—prostate cancer	4.39e-06	2.41e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling by GPCR—IL2—prostate cancer	4.35e-06	2.39e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—TERT—prostate cancer	4.33e-06	2.38e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism of lipids and lipoproteins—PTEN—prostate cancer	4.32e-06	2.37e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—CCND1—prostate cancer	4.31e-06	2.37e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—COMT—prostate cancer	4.27e-06	2.35e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—CTNNB1—prostate cancer	4.27e-06	2.34e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—GSTP1—prostate cancer	4.25e-06	2.33e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—HIF1A—prostate cancer	4.23e-06	2.32e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—NCOA3—prostate cancer	4.23e-06	2.32e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism—ITPR1—prostate cancer	4.19e-06	2.3e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—MMP9—prostate cancer	4.18e-06	2.3e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—CDKN1A—prostate cancer	4.17e-06	2.29e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—PTEN—prostate cancer	4.16e-06	2.28e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism of lipids and lipoproteins—PIK3CG—prostate cancer	4.16e-06	2.28e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—HIF1A—prostate cancer	4.14e-06	2.27e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—LEP—prostate cancer	4.13e-06	2.27e-05	CbGpPWpGaD
Clenbuterol—CYP1A1—Metabolism of lipids and lipoproteins—EP300—prostate cancer	4.12e-06	2.26e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—CAV1—prostate cancer	4.09e-06	2.25e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling by GPCR—AKT1—prostate cancer	4.06e-06	2.23e-05	CbGpPWpGaD
Clenbuterol—ADRB1—Signaling Pathways—KDR—prostate cancer	4.05e-06	2.22e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—LEP—prostate cancer	4.04e-06	2.22e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—HPGDS—prostate cancer	4.03e-06	2.21e-05	CbGpPWpGaD
Clenbuterol—CYP1A2—Metabolism—CYP2C19—prostate cancer	4.01e-06	2.2e-05	CbGpPWpGaD
Clenbuterol—ADRB2—Signaling Pathways—CAV1—prostate cancer	4e-06	2.2e-05	CbGpPWpGaD
Clenbuterol—ADRB3—Signaling Pathways—EP300—prostate cancer	3.97e-06	2.18e-05	CbGpPWpGaD
