nodes	percent_of_prediction	percent_of_DWPC	metapath
Floxuridine—Enteritis—Orlistat—obesity	0.0125	0.023	CcSEcCtD
Floxuridine—TYMP—respiratory system—obesity	0.0122	0.105	CbGeAlD
Floxuridine—Enteritis—Sibutramine—obesity	0.0121	0.0222	CcSEcCtD
Floxuridine—TYMS—Alverine—Benzphetamine—obesity	0.0115	1	CbGdCrCtD
Floxuridine—Cerebellar syndrome—Topiramate—obesity	0.0114	0.021	CcSEcCtD
Floxuridine—Euphoric mood—Methamphetamine—obesity	0.0112	0.0205	CcSEcCtD
Floxuridine—TYMS—respiratory system—obesity	0.0104	0.0898	CbGeAlD
Floxuridine—TYMP—adrenal cortex—obesity	0.0102	0.0878	CbGeAlD
Floxuridine—TYMP—cardiovascular system—obesity	0.00931	0.0801	CbGeAlD
Floxuridine—Duodenal ulcer—Sibutramine—obesity	0.00854	0.0157	CcSEcCtD
Floxuridine—Euphoric mood—Phenylpropanolamine—obesity	0.00837	0.0154	CcSEcCtD
Floxuridine—TYMP—pituitary gland—obesity	0.00824	0.0709	CbGeAlD
Floxuridine—TYMP—adipose tissue—obesity	0.00821	0.0707	CbGeAlD
Floxuridine—Euphoric mood—Phentermine—obesity	0.00801	0.0148	CcSEcCtD
Floxuridine—TYMP—digestive system—obesity	0.00773	0.0665	CbGeAlD
Floxuridine—Cholecystitis—Orlistat—obesity	0.00742	0.0137	CcSEcCtD
Floxuridine—TYMP—adrenal gland—obesity	0.00736	0.0634	CbGeAlD
Floxuridine—Cholecystitis—Sibutramine—obesity	0.00718	0.0132	CcSEcCtD
Floxuridine—TYMS—adipose tissue—obesity	0.00704	0.0606	CbGeAlD
Floxuridine—Euphoric mood—Diethylpropion—obesity	0.00697	0.0128	CcSEcCtD
Floxuridine—TYMS—digestive system—obesity	0.00663	0.0571	CbGeAlD
Floxuridine—Nail disorder—Orlistat—obesity	0.00657	0.0121	CcSEcCtD
Floxuridine—TYMP—endocrine gland—obesity	0.00639	0.055	CbGeAlD
Floxuridine—Nail disorder—Sibutramine—obesity	0.00636	0.0117	CcSEcCtD
Floxuridine—TYMS—adrenal gland—obesity	0.00632	0.0544	CbGeAlD
Floxuridine—Disorientation—Cimetidine—obesity	0.00626	0.0115	CcSEcCtD
Floxuridine—TYMP—liver—obesity	0.00576	0.0496	CbGeAlD
Floxuridine—Angina pectoris—Phentermine—obesity	0.0057	0.0105	CcSEcCtD
Floxuridine—TYMS—endocrine gland—obesity	0.00548	0.0472	CbGeAlD
Floxuridine—Abscess—Sibutramine—obesity	0.00521	0.0096	CcSEcCtD
Floxuridine—TYMS—liver—obesity	0.00494	0.0425	CbGeAlD
Floxuridine—Pancytopenia—Diethylpropion—obesity	0.00483	0.00891	CcSEcCtD
