nodes	percent_of_prediction	percent_of_DWPC	metapath
Pomalidomide—PTGS2—Etoposide—uterine cancer	0.0996	0.181	CbGbCtD
Pomalidomide—CYP1A2—Progesterone—uterine cancer	0.084	0.152	CbGbCtD
Pomalidomide—ABCB1—Progesterone—uterine cancer	0.0734	0.133	CbGbCtD
Pomalidomide—CYP3A4—Medroxyprogesterone Acetate—uterine cancer	0.0664	0.12	CbGbCtD
Pomalidomide—ABCB1—Dactinomycin—uterine cancer	0.0582	0.106	CbGbCtD
Pomalidomide—CYP3A4—Progesterone—uterine cancer	0.044	0.0798	CbGbCtD
Pomalidomide—CYP1A2—Etoposide—uterine cancer	0.0376	0.0681	CbGbCtD
Pomalidomide—ABCB1—Etoposide—uterine cancer	0.0329	0.0596	CbGbCtD
Pomalidomide—ABCB1—Doxorubicin—uterine cancer	0.0224	0.0406	CbGbCtD
Pomalidomide—CYP3A4—Etoposide—uterine cancer	0.0197	0.0357	CbGbCtD
Pomalidomide—CYP3A4—Doxorubicin—uterine cancer	0.0134	0.0243	CbGbCtD
Pomalidomide—Thalidomide—FGFR2—uterine cancer	0.0092	1	CrCbGaD
Pomalidomide—TNF—vagina—uterine cancer	0.00618	0.0814	CbGeAlD
Pomalidomide—CRBN—myometrium—uterine cancer	0.0056	0.0737	CbGeAlD
Pomalidomide—CRBN—uterine cervix—uterine cancer	0.00436	0.0574	CbGeAlD
Pomalidomide—CRBN—decidua—uterine cancer	0.00415	0.0547	CbGeAlD
Pomalidomide—CRBN—renal system—uterine cancer	0.00408	0.0537	CbGeAlD
Pomalidomide—TNF—lymph node—uterine cancer	0.004	0.0526	CbGeAlD
Pomalidomide—CRBN—endometrium—uterine cancer	0.00394	0.0519	CbGeAlD
Pomalidomide—CRBN—mammalian vulva—uterine cancer	0.00381	0.0502	CbGeAlD
Pomalidomide—CRBN—uterus—uterine cancer	0.00363	0.0478	CbGeAlD
Pomalidomide—CRBN—female reproductive system—uterine cancer	0.00327	0.043	CbGeAlD
Pomalidomide—PTGS2—artery—uterine cancer	0.00316	0.0416	CbGeAlD
Pomalidomide—CRBN—female gonad—uterine cancer	0.00297	0.0391	CbGeAlD
Pomalidomide—CRBN—vagina—uterine cancer	0.00295	0.0389	CbGeAlD
Pomalidomide—CRBN—lymph node—uterine cancer	0.00191	0.0252	CbGeAlD
Pomalidomide—PTGS2—myometrium—uterine cancer	0.00153	0.0201	CbGeAlD
Pomalidomide—CYP1A2—renal system—uterine cancer	0.00134	0.0176	CbGeAlD
