nodes	percent_of_prediction	percent_of_DWPC	metapath
Fluticasone Propionate—SERPINA6—hindbrain—Parkinson's disease	0.0225	0.0689	CbGeAlD
Fluticasone Propionate—NR3C2—hindbrain—Parkinson's disease	0.0184	0.0562	CbGeAlD
Fluticasone Propionate—PGR—hindbrain—Parkinson's disease	0.0171	0.0523	CbGeAlD
Fluticasone Propionate—NR3C1—nerve—Parkinson's disease	0.0132	0.0403	CbGeAlD
Fluticasone Propionate—PLA2G4A—cardiovascular system—Parkinson's disease	0.0106	0.0323	CbGeAlD
Fluticasone Propionate—NR3C2—brainstem—Parkinson's disease	0.0106	0.0322	CbGeAlD
Fluticasone Propionate—NR3C2—forebrain—Parkinson's disease	0.0102	0.0311	CbGeAlD
Fluticasone Propionate—NR3C1—hindbrain—Parkinson's disease	0.00987	0.0302	CbGeAlD
Fluticasone Propionate—PLA2G4A—medulla oblongata—Parkinson's disease	0.00905	0.0276	CbGeAlD
Fluticasone Propionate—NR3C2—cardiovascular system—Parkinson's disease	0.00861	0.0263	CbGeAlD
Fluticasone Propionate—PLA2G4A—midbrain—Parkinson's disease	0.00827	0.0253	CbGeAlD
Fluticasone Propionate—PLA2G4A—spinal cord—Parkinson's disease	0.00807	0.0246	CbGeAlD
Fluticasone Propionate—PGR—cardiovascular system—Parkinson's disease	0.008	0.0245	CbGeAlD
Fluticasone Propionate—NR3C2—medulla oblongata—Parkinson's disease	0.00736	0.0225	CbGeAlD
Fluticasone Propionate—SERPINA6—head—Parkinson's disease	0.00714	0.0218	CbGeAlD
Fluticasone Propionate—PLA2G4A—nervous system—Parkinson's disease	0.0068	0.0208	CbGeAlD
Fluticasone Propionate—SERPINA6—nervous system—Parkinson's disease	0.00677	0.0207	CbGeAlD
Fluticasone Propionate—NR3C2—midbrain—Parkinson's disease	0.00672	0.0205	CbGeAlD
Fluticasone Propionate—NR3C2—spinal cord—Parkinson's disease	0.00656	0.02	CbGeAlD
Fluticasone Propionate—PLA2G4A—central nervous system—Parkinson's disease	0.00654	0.02	CbGeAlD
Fluticasone Propionate—SERPINA6—central nervous system—Parkinson's disease	0.00652	0.0199	CbGeAlD
Fluticasone Propionate—SERPINA6—cerebellum—Parkinson's disease	0.00637	0.0195	CbGeAlD
