nodes	percent_of_prediction	percent_of_DWPC	metapath
Dinoprostone—ABCC4—Sorafenib—thyroid cancer	0.11	0.819	CbGbCtD
Dinoprostone—CYP1A2—Sorafenib—thyroid cancer	0.0243	0.182	CbGbCtD
Dinoprostone—Oedema genital—Epirubicin—thyroid cancer	0.0118	0.0527	CcSEcCtD
Dinoprostone—Oedema genital—Doxorubicin—thyroid cancer	0.0109	0.0487	CcSEcCtD
Dinoprostone—PTGER2—trachea—thyroid cancer	0.00966	0.0437	CbGeAlD
Dinoprostone—SLC51A—trachea—thyroid cancer	0.00932	0.0422	CbGeAlD
Dinoprostone—Laryngitis—Vandetanib—thyroid cancer	0.00889	0.0397	CcSEcCtD
Dinoprostone—SLCO2A1—neck—thyroid cancer	0.00822	0.0372	CbGeAlD
Dinoprostone—PTGER4—thyroid gland—thyroid cancer	0.0075	0.034	CbGeAlD
Dinoprostone—SLC51A—thyroid gland—thyroid cancer	0.00737	0.0334	CbGeAlD
Dinoprostone—PTGER4—head—thyroid cancer	0.00666	0.0301	CbGeAlD
Dinoprostone—SLC51A—head—thyroid cancer	0.00654	0.0296	CbGeAlD
Dinoprostone—PTGER1—head—thyroid cancer	0.00643	0.0291	CbGeAlD
Dinoprostone—PTGFR—trachea—thyroid cancer	0.00642	0.0291	CbGeAlD
Dinoprostone—SLCO2A1—saliva-secreting gland—thyroid cancer	0.00641	0.029	CbGeAlD
Dinoprostone—PTGER3—thyroid gland—thyroid cancer	0.00635	0.0288	CbGeAlD
Dinoprostone—PTGER3—head—thyroid cancer	0.00564	0.0255	CbGeAlD
Dinoprostone—SLCO2A1—trachea—thyroid cancer	0.00495	0.0224	CbGeAlD
Dinoprostone—HPGDS—head—thyroid cancer	0.00487	0.0221	CbGeAlD
Dinoprostone—PTGER2—lymph node—thyroid cancer	0.00475	0.0215	CbGeAlD
Dinoprostone—PTGER4—lymph node—thyroid cancer	0.00466	0.0211	CbGeAlD
Dinoprostone—SLC51A—lymph node—thyroid cancer	0.00458	0.0207	CbGeAlD
Dinoprostone—SLCO4A1—trachea—thyroid cancer	0.00455	0.0206	CbGeAlD
Dinoprostone—PTGFR—head—thyroid cancer	0.00451	0.0204	CbGeAlD
Dinoprostone—SLCO1C1—thyroid gland—thyroid cancer	0.00449	0.0203	CbGeAlD
Dinoprostone—PTGIR—thyroid gland—thyroid cancer	0.00448	0.0203	CbGeAlD
Dinoprostone—Cardiac arrest—Vandetanib—thyroid cancer	0.00442	0.0197	CcSEcCtD
Dinoprostone—Dehydration—Vandetanib—thyroid cancer	0.00433	0.0193	CcSEcCtD
Dinoprostone—SLCO1C1—head—thyroid cancer	0.00398	0.018	CbGeAlD
Dinoprostone—PTGIR—head—thyroid cancer	0.00397	0.018	CbGeAlD
Dinoprostone—Bronchospasm—Vandetanib—thyroid cancer	0.00395	0.0176	CcSEcCtD
Dinoprostone—SLCO3A1—thyroid gland—thyroid cancer	0.00395	0.0179	CbGeAlD
Dinoprostone—PTGER3—lymph node—thyroid cancer	0.00395	0.0179	CbGeAlD
Dinoprostone—SLCO2A1—thyroid gland—thyroid cancer	0.00391	0.0177	CbGeAlD
Dinoprostone—SLCO4A1—thyroid gland—thyroid cancer	0.0036	0.0163	CbGeAlD
Dinoprostone—ABCC5—thyroid gland—thyroid cancer	0.00358	0.0162	CbGeAlD
Dinoprostone—SLCO3A1—head—thyroid cancer	0.0035	0.0159	CbGeAlD
Dinoprostone—SLCO2A1—head—thyroid cancer	0.00347	0.0157	CbGeAlD
Dinoprostone—CYP11A1—head—thyroid cancer	0.00343	0.0155	CbGeAlD
Dinoprostone—HPGDS—lymph node—thyroid cancer	0.00341	0.0154	CbGeAlD
Dinoprostone—SLCO4A1—head—thyroid cancer	0.00319	0.0145	CbGeAlD
Dinoprostone—PTGFR—lymph node—thyroid cancer	0.00315	0.0143	CbGeAlD
Dinoprostone—Angiopathy—Vandetanib—thyroid cancer	0.00292	0.013	CcSEcCtD
Dinoprostone—Dehydration—Sorafenib—thyroid cancer	0.00292	0.013	CcSEcCtD
Dinoprostone—Arrhythmia—Vandetanib—thyroid cancer	0.00287	0.0128	CcSEcCtD
Dinoprostone—SLCO2B1—thyroid gland—thyroid cancer	0.0028	0.0127	CbGeAlD
Dinoprostone—SLCO1C1—lymph node—thyroid cancer	0.00279	0.0126	CbGeAlD
Dinoprostone—PTGIR—lymph node—thyroid cancer	0.00278	0.0126	CbGeAlD
