nodes	percent_of_prediction	percent_of_DWPC	metapath
Mycophenolate mofetil—UGT1A1—anemia	0.515	0.803	CbGaD
Mycophenolate mofetil—ALB—anemia	0.126	0.197	CbGaD
Mycophenolate mofetil—UGT1A7—blood plasma—anemia	0.00753	0.0559	CbGeAlD
Mycophenolate mofetil—Mycophenolic acid—UGT1A1—anemia	0.00623	1	CrCbGaD
Mycophenolate mofetil—ABCC2—bile—anemia	0.00482	0.0358	CbGeAlD
Mycophenolate mofetil—UGT1A7—hematopoietic system—anemia	0.00417	0.0309	CbGeAlD
Mycophenolate mofetil—UGT1A1—urine—anemia	0.00416	0.0309	CbGeAlD
Mycophenolate mofetil—UGT1A7—kidney—anemia	0.00341	0.0254	CbGeAlD
Mycophenolate mofetil—UGT1A7—digestive system—anemia	0.0029	0.0215	CbGeAlD
Mycophenolate mofetil—UGT1A10—kidney—anemia	0.00286	0.0212	CbGeAlD
Mycophenolate mofetil—UGT1A7—blood—anemia	0.00276	0.0205	CbGeAlD
Mycophenolate mofetil—UGT1A10—digestive system—anemia	0.00242	0.018	CbGeAlD
Mycophenolate mofetil—UGT1A7—endocrine gland—anemia	0.00239	0.0178	CbGeAlD
Mycophenolate mofetil—UGT1A8—kidney—anemia	0.00226	0.0168	CbGeAlD
Mycophenolate mofetil—UGT1A6—digestive system—anemia	0.00225	0.0167	CbGeAlD
Mycophenolate mofetil—UGT1A1—blood plasma—anemia	0.00217	0.0161	CbGeAlD
Mycophenolate mofetil—UGT1A7—liver—anemia	0.00216	0.016	CbGeAlD
Mycophenolate mofetil—UGT1A10—endocrine gland—anemia	0.002	0.0149	CbGeAlD
Mycophenolate mofetil—UGT1A8—digestive system—anemia	0.00192	0.0142	CbGeAlD
Mycophenolate mofetil—UGT1A6—endocrine gland—anemia	0.00186	0.0138	CbGeAlD
Mycophenolate mofetil—UGT1A10—liver—anemia	0.00181	0.0134	CbGeAlD
Mycophenolate mofetil—SLCO1B1—blood plasma—anemia	0.0018	0.0134	CbGeAlD
Mycophenolate mofetil—UGT1A6—liver—anemia	0.00168	0.0125	CbGeAlD
Mycophenolate mofetil—UGT1A8—endocrine gland—anemia	0.00158	0.0118	CbGeAlD
Mycophenolate mofetil—IMPDH2—hematopoietic system—anemia	0.00155	0.0115	CbGeAlD
Mycophenolate mofetil—IMPDH1—hematopoietic system—anemia	0.00154	0.0114	CbGeAlD
Mycophenolate mofetil—IMPDH2—nephron tubule—anemia	0.00145	0.0107	CbGeAlD
Mycophenolate mofetil—UGT1A9—kidney—anemia	0.00143	0.0106	CbGeAlD
Mycophenolate mofetil—UGT1A8—liver—anemia	0.00143	0.0106	CbGeAlD
Mycophenolate mofetil—CES2—hematopoietic system—anemia	0.00141	0.0105	CbGeAlD
Mycophenolate mofetil—CYP3A4—urine—anemia	0.00133	0.00989	CbGeAlD
Mycophenolate mofetil—CES2—nephron tubule—anemia	0.00132	0.00977	CbGeAlD
Mycophenolate mofetil—IMPDH2—kidney—anemia	0.00127	0.00944	CbGeAlD
Mycophenolate mofetil—IMPDH1—kidney—anemia	0.00126	0.00938	CbGeAlD
Mycophenolate mofetil—IMPDH2—cortex of kidney—anemia	0.00124	0.0092	CbGeAlD
Mycophenolate mofetil—UGT1A9—digestive system—anemia	0.00122	0.00903	CbGeAlD
Mycophenolate mofetil—UGT1A1—hematopoietic system—anemia	0.0012	0.0089	CbGeAlD
Mycophenolate mofetil—IMPDH2—gonad—anemia	0.00118	0.00876	CbGeAlD
