nodes	percent_of_prediction	percent_of_DWPC	metapath
Ticlopidine—CYP1A2—anemia	0.626	1	CbGaD
Ticlopidine—CYP2C9—cardial valve—anemia	0.0204	0.127	CbGeAlD
Ticlopidine—P2RY12—blood plasma—anemia	0.0101	0.0629	CbGeAlD
Ticlopidine—CYP2C19—urine—anemia	0.00568	0.0355	CbGeAlD
Ticlopidine—P2RY12—hematopoietic system—anemia	0.00557	0.0348	CbGeAlD
Ticlopidine—MPO—endothelium—anemia	0.00498	0.0311	CbGeAlD
Ticlopidine—CYP1A2—urine—anemia	0.00464	0.029	CbGeAlD
Ticlopidine—MPO—blood plasma—anemia	0.00442	0.0276	CbGeAlD
Ticlopidine—CYP2C9—urine—anemia	0.0044	0.0275	CbGeAlD
Ticlopidine—CYP2E1—urine—anemia	0.00417	0.0261	CbGeAlD
Ticlopidine—P2RY12—blood—anemia	0.00369	0.0231	CbGeAlD
Ticlopidine—Clopidogrel—CYP1A2—anemia	0.00358	1	CrCbGaD
Ticlopidine—CYP3A4—urine—anemia	0.00336	0.021	CbGeAlD
Ticlopidine—CYP2D6—urine—anemia	0.0033	0.0206	CbGeAlD
Ticlopidine—P2RY12—endocrine gland—anemia	0.0032	0.02	CbGeAlD
Ticlopidine—CYP2C19—blood plasma—anemia	0.00296	0.0185	CbGeAlD
Ticlopidine—CYP2C8—blood plasma—anemia	0.00259	0.0162	CbGeAlD
Ticlopidine—MPO—hematopoietic system—anemia	0.00244	0.0153	CbGeAlD
Ticlopidine—CYP1A2—blood plasma—anemia	0.00242	0.0151	CbGeAlD
Ticlopidine—CYP2B6—blood plasma—anemia	0.00232	0.0145	CbGeAlD
Ticlopidine—CYP2C9—blood plasma—anemia	0.0023	0.0143	CbGeAlD
Ticlopidine—CYP2E1—blood plasma—anemia	0.00218	0.0136	CbGeAlD
Ticlopidine—MPO—kidney—anemia	0.002	0.0125	CbGeAlD
Ticlopidine—CYP3A4—blood plasma—anemia	0.00175	0.0109	CbGeAlD
Ticlopidine—CYP2D6—blood plasma—anemia	0.00172	0.0108	CbGeAlD
Ticlopidine—MPO—lymphoid tissue—anemia	0.00172	0.0107	CbGeAlD
Ticlopidine—MPO—digestive system—anemia	0.0017	0.0106	CbGeAlD
Ticlopidine—CYP2C19—hematopoietic system—anemia	0.00164	0.0102	CbGeAlD
Ticlopidine—MPO—blood—anemia	0.00162	0.0101	CbGeAlD
Ticlopidine—MPO—bone marrow—anemia	0.00157	0.00979	CbGeAlD
Ticlopidine—CYP2C8—hematopoietic system—anemia	0.00143	0.00893	CbGeAlD
Ticlopidine—MPO—endocrine gland—anemia	0.0014	0.00877	CbGeAlD
Ticlopidine—CYP1A2—hematopoietic system—anemia	0.00134	0.00836	CbGeAlD
Ticlopidine—CYP1A1—hematopoietic system—anemia	0.00132	0.00824	CbGeAlD
Ticlopidine—CYP2B6—hematopoietic system—anemia	0.00128	0.00801	CbGeAlD
Ticlopidine—CYP2C9—hematopoietic system—anemia	0.00127	0.00793	CbGeAlD
Ticlopidine—MPO—liver—anemia	0.00127	0.00791	CbGeAlD
Ticlopidine—CYP2E1—hematopoietic system—anemia	0.0012	0.00752	CbGeAlD
Ticlopidine—CYP2B6—nephron tubule—anemia	0.0012	0.00747	CbGeAlD
Ticlopidine—CYP2C8—kidney—anemia	0.00117	0.00732	CbGeAlD
Ticlopidine—CYP2C19—digestive system—anemia	0.00114	0.00712	CbGeAlD
Ticlopidine—CYP2E1—nephron tubule—anemia	0.00112	0.00701	CbGeAlD
Ticlopidine—CYP2C19—blood—anemia	0.00109	0.00678	CbGeAlD
Ticlopidine—CYP1A1—kidney—anemia	0.00108	0.00676	CbGeAlD
Ticlopidine—CYP2B6—kidney—anemia	0.00105	0.00657	CbGeAlD
Ticlopidine—CYP2E1—kidney—anemia	0.000986	0.00616	CbGeAlD
Ticlopidine—CYP2B6—gonad—anemia	0.000975	0.00609	CbGeAlD
Ticlopidine—CYP3A4—hematopoietic system—anemia	0.000968	0.00605	CbGeAlD
Ticlopidine—CYP2E1—cortex of kidney—anemia	0.000961	0.006	CbGeAlD
Ticlopidine—CYP2D6—hematopoietic system—anemia	0.000953	0.00595	CbGeAlD
Ticlopidine—CYP2C8—blood—anemia	0.000947	0.00592	CbGeAlD
Ticlopidine—CYP2C19—endocrine gland—anemia	0.000941	0.00588	CbGeAlD
Ticlopidine—CYP1A2—digestive system—anemia	0.00093	0.00581	CbGeAlD
Ticlopidine—CYP1A1—digestive system—anemia	0.000918	0.00573	CbGeAlD
Ticlopidine—CYP2B6—lymphoid tissue—anemia	0.000903	0.00564	CbGeAlD
Ticlopidine—CYP2B6—digestive system—anemia	0.000892	0.00557	CbGeAlD
Ticlopidine—CYP1A2—blood—anemia	0.000886	0.00554	CbGeAlD
Ticlopidine—CYP2C9—digestive system—anemia	0.000883	0.00552	CbGeAlD
Ticlopidine—CYP1A1—blood—anemia	0.000874	0.00546	CbGeAlD
Ticlopidine—CYP2B6—blood—anemia	0.000849	0.00531	CbGeAlD
Ticlopidine—CYP2C19—liver—anemia	0.000848	0.0053	CbGeAlD
Ticlopidine—CYP2E1—lymphoid tissue—anemia	0.000847	0.00529	CbGeAlD
Ticlopidine—CYP2C9—blood—anemia	0.000841	0.00526	CbGeAlD
Ticlopidine—CYP2E1—digestive system—anemia	0.000837	0.00523	CbGeAlD
Ticlopidine—CYP2C8—endocrine gland—anemia	0.000821	0.00513	CbGeAlD
Ticlopidine—CYP2E1—blood—anemia	0.000797	0.00498	CbGeAlD
Ticlopidine—CYP3A4—kidney—anemia	0.000794	0.00496	CbGeAlD
Ticlopidine—CYP2D6—kidney—anemia	0.000781	0.00488	CbGeAlD
Ticlopidine—CYP1A2—endocrine gland—anemia	0.000769	0.0048	CbGeAlD
Ticlopidine—CYP1A1—endocrine gland—anemia	0.000758	0.00474	CbGeAlD
Ticlopidine—CYP2C8—liver—anemia	0.000741	0.00463	CbGeAlD
Ticlopidine—CYP2B6—endocrine gland—anemia	0.000737	0.0046	CbGeAlD
Ticlopidine—CYP2C9—endocrine gland—anemia	0.00073	0.00456	CbGeAlD
Ticlopidine—CYP1A2—liver—anemia	0.000693	0.00433	CbGeAlD
Ticlopidine—CYP2E1—endocrine gland—anemia	0.000691	0.00432	CbGeAlD
Ticlopidine—CYP1A1—liver—anemia	0.000684	0.00427	CbGeAlD
Ticlopidine—CYP3A4—digestive system—anemia	0.000673	0.00421	CbGeAlD
Ticlopidine—CYP2B6—liver—anemia	0.000664	0.00415	CbGeAlD
Ticlopidine—CYP2D6—digestive system—anemia	0.000663	0.00414	CbGeAlD
Ticlopidine—CYP2C9—liver—anemia	0.000658	0.00411	CbGeAlD
Ticlopidine—CYP3A4—blood—anemia	0.000641	0.00401	CbGeAlD
Ticlopidine—CYP2D6—blood—anemia	0.000631	0.00394	CbGeAlD
Ticlopidine—CYP2E1—liver—anemia	0.000623	0.0039	CbGeAlD
Ticlopidine—CYP3A4—endocrine gland—anemia	0.000556	0.00348	CbGeAlD
Ticlopidine—CYP2D6—endocrine gland—anemia	0.000547	0.00342	CbGeAlD
Ticlopidine—CYP3A4—liver—anemia	0.000502	0.00313	CbGeAlD
Ticlopidine—CYP2D6—liver—anemia	0.000494	0.00308	CbGeAlD
Ticlopidine—CYP2C19—Metabolism—GSR—anemia	2.92e-05	0.000139	CbGpPWpGaD
Ticlopidine—CYP2D6—Metabolism—ACSL4—anemia	2.91e-05	0.000138	CbGpPWpGaD
Ticlopidine—CYP2D6—Metabolism—HBB—anemia	2.91e-05	0.000138	CbGpPWpGaD
Ticlopidine—CYP1A2—Metabolism—NDUFA2—anemia	2.9e-05	0.000138	CbGpPWpGaD
Ticlopidine—CYP1A2—Metabolism—HBA2—anemia	2.9e-05	0.000138	CbGpPWpGaD
Ticlopidine—CYP1A2—Metabolism—SLC4A1—anemia	2.9e-05	0.000138	CbGpPWpGaD
Ticlopidine—CYP2C8—Metabolism—SEC23A—anemia	2.89e-05	0.000137	CbGpPWpGaD
Ticlopidine—CYP2C9—Metabolism—ACSL4—anemia	2.89e-05	0.000137	CbGpPWpGaD
Ticlopidine—CYP2C9—Metabolism—HBB—anemia	2.89e-05	0.000137	CbGpPWpGaD
Ticlopidine—CYP2B6—Metabolism—A2M—anemia	2.83e-05	0.000134	CbGpPWpGaD
Ticlopidine—CYP2C19—Metabolism—TCN2—anemia	2.82e-05	0.000134	CbGpPWpGaD
Ticlopidine—CYP2C19—Metabolism—PKLR—anemia	2.82e-05	0.000134	CbGpPWpGaD
Ticlopidine—CYP2C8—Metabolism—G6PD—anemia	2.82e-05	0.000134	CbGpPWpGaD
Ticlopidine—CYP1A1—Metabolism—MAOB—anemia	2.81e-05	0.000134	CbGpPWpGaD
Ticlopidine—CYP2D6—Metabolism—PGK1—anemia	2.79e-05	0.000133	CbGpPWpGaD
Ticlopidine—CYP2D6—Metabolism—UMPS—anemia	2.79e-05	0.000133	CbGpPWpGaD
Ticlopidine—CYP3A4—Metabolism—RHAG—anemia	2.78e-05	0.000132	CbGpPWpGaD
Ticlopidine—CYP3A4—Metabolism—SLC46A1—anemia	2.78e-05	0.000132	CbGpPWpGaD
Ticlopidine—CYP2E1—Metabolism—A2M—anemia	2.77e-05	0.000132	CbGpPWpGaD
Ticlopidine—CYP2C9—Metabolism—UMPS—anemia	2.77e-05	0.000132	CbGpPWpGaD
Ticlopidine—CYP2C9—Metabolism—PGK1—anemia	2.77e-05	0.000132	CbGpPWpGaD
Ticlopidine—CYP1A1—Metabolism—UGT1A1—anemia	2.76e-05	0.000131	CbGpPWpGaD
Ticlopidine—CYP2B6—Metabolism—ALDOA—anemia	2.74e-05	0.00013	CbGpPWpGaD
Ticlopidine—CYP2D6—Metabolism—BRIP1—anemia	2.74e-05	0.00013	CbGpPWpGaD
Ticlopidine—CYP2C19—Metabolism—ALAS1—anemia	2.73e-05	0.00013	CbGpPWpGaD
Ticlopidine—CYP1A1—Metabolism of lipids and lipoproteins—AGT—anemia	2.73e-05	0.00013	CbGpPWpGaD
Ticlopidine—CYP2C9—Metabolism—BRIP1—anemia	2.71e-05	0.000129	CbGpPWpGaD
Ticlopidine—CYP2C19—Metabolism—ADA—anemia	2.69e-05	0.000128	CbGpPWpGaD
Ticlopidine—CYP2C8—Metabolism—TPI1—anemia	2.69e-05	0.000128	CbGpPWpGaD
Ticlopidine—CYP2D6—Metabolism—CUBN—anemia	2.69e-05	0.000128	CbGpPWpGaD
Ticlopidine—CYP2D6—Metabolism—GSR—anemia	2.69e-05	0.000128	CbGpPWpGaD
Ticlopidine—CYP2E1—Metabolism—ALDOA—anemia	2.68e-05	0.000128	CbGpPWpGaD
Ticlopidine—CYP2C9—Metabolism—CUBN—anemia	2.66e-05	0.000127	CbGpPWpGaD
Ticlopidine—CYP2C9—Metabolism—GSR—anemia	2.66e-05	0.000127	CbGpPWpGaD
Ticlopidine—P2RY12—Signaling Pathways—JAK2—anemia	2.66e-05	0.000127	CbGpPWpGaD
Ticlopidine—CYP1A2—Metabolism—SEC24B—anemia	2.65e-05	0.000126	CbGpPWpGaD
Ticlopidine—CYP3A4—Metabolism—SUCLA2—anemia	2.63e-05	0.000125	CbGpPWpGaD
Ticlopidine—CYP3A4—Metabolism—AMN—anemia	2.63e-05	0.000125	CbGpPWpGaD
Ticlopidine—CYP3A4—Metabolism—DHODH—anemia	2.63e-05	0.000125	CbGpPWpGaD
Ticlopidine—CYP3A4—Metabolism—GSS—anemia	2.63e-05	0.000125	CbGpPWpGaD
Ticlopidine—CYP3A4—Metabolism—NT5C3A—anemia	2.63e-05	0.000125	CbGpPWpGaD
Ticlopidine—CYP1A1—Metabolism—A2M—anemia	2.61e-05	0.000124	CbGpPWpGaD
