nodes	percent_of_prediction	percent_of_DWPC	metapath
Tolazamide—type 2 diabetes mellitus—atherosclerosis	0.918	1	CtDrD
Tolazamide—KCNJ1—appendage—atherosclerosis	0.00776	0.465	CbGeAlD
Tolazamide—ABCC8—penis—atherosclerosis	0.00669	0.401	CbGeAlD
Tolazamide—Heartburn—Niacin—atherosclerosis	0.00198	0.0334	CcSEcCtD
Tolazamide—Heartburn—Pravastatin—atherosclerosis	0.00195	0.0329	CcSEcCtD
Tolazamide—Jaundice cholestatic—Lovastatin—atherosclerosis	0.0018	0.0305	CcSEcCtD
Tolazamide—Jaundice cholestatic—Simvastatin—atherosclerosis	0.00169	0.0285	CcSEcCtD
Tolazamide—Jaundice cholestatic—Niacin—atherosclerosis	0.00155	0.0262	CcSEcCtD
Tolazamide—Jaundice cholestatic—Pravastatin—atherosclerosis	0.00152	0.0258	CcSEcCtD
Tolazamide—Haemolytic anaemia—Lovastatin—atherosclerosis	0.00127	0.0215	CcSEcCtD
Tolazamide—Haemolytic anaemia—Simvastatin—atherosclerosis	0.00119	0.0201	CcSEcCtD
Tolazamide—KCNJ11—cardiovascular system—atherosclerosis	0.00117	0.07	CbGeAlD
Tolazamide—Haemolytic anaemia—Pravastatin—atherosclerosis	0.00108	0.0182	CcSEcCtD
Tolazamide—ABCC8—cardiovascular system—atherosclerosis	0.00108	0.0645	CbGeAlD
Tolazamide—Glyburide—ABCA1—atherosclerosis	0.00104	0.326	CrCbGaD
Tolazamide—Gliclazide—VEGFA—atherosclerosis	0.00099	0.31	CrCbGaD
Tolazamide—Photosensitivity reaction—Lovastatin—atherosclerosis	0.000907	0.0153	CcSEcCtD
Tolazamide—Photosensitivity reaction—Ezetimibe—atherosclerosis	0.00089	0.015	CcSEcCtD
Tolazamide—Abdominal distension—Niacin—atherosclerosis	0.000859	0.0145	CcSEcCtD
Tolazamide—Photosensitivity reaction—Simvastatin—atherosclerosis	0.000849	0.0143	CcSEcCtD
Tolazamide—Abdominal distension—Pravastatin—atherosclerosis	0.000846	0.0143	CcSEcCtD
Tolazamide—Photosensitivity reaction—Pravastatin—atherosclerosis	0.000767	0.013	CcSEcCtD
Tolazamide—Glipizide—PPARG—atherosclerosis	0.000761	0.238	CrCbGaD
Tolazamide—Erythema—Ezetimibe—atherosclerosis	0.000679	0.0115	CcSEcCtD
Tolazamide—Thrombocytopenia—Rosuvastatin—atherosclerosis	0.000653	0.011	CcSEcCtD
Tolazamide—Erythema—Simvastatin—atherosclerosis	0.000648	0.0109	CcSEcCtD
Tolazamide—Ill-defined disorder—Lovastatin—atherosclerosis	0.000643	0.0109	CcSEcCtD
Tolazamide—Ill-defined disorder—Ezetimibe—atherosclerosis	0.00063	0.0107	CcSEcCtD
Tolazamide—Malaise—Lovastatin—atherosclerosis	0.000625	0.0106	CcSEcCtD
Tolazamide—Vertigo—Lovastatin—atherosclerosis	0.000622	0.0105	CcSEcCtD
Tolazamide—Leukopenia—Lovastatin—atherosclerosis	0.00062	0.0105	CcSEcCtD
Tolazamide—Malaise—Ezetimibe—atherosclerosis	0.000613	0.0104	CcSEcCtD
Tolazamide—Ill-defined disorder—Simvastatin—atherosclerosis	0.000601	0.0102	CcSEcCtD
Tolazamide—Erythema—Niacin—atherosclerosis	0.000595	0.0101	CcSEcCtD
Tolazamide—Dyspepsia—Rosuvastatin—atherosclerosis	0.000587	0.00992	CcSEcCtD
Tolazamide—Malaise—Simvastatin—atherosclerosis	0.000584	0.00987	CcSEcCtD
Tolazamide—Discomfort—Lovastatin—atherosclerosis	0.000583	0.00984	CcSEcCtD
Tolazamide—Vertigo—Simvastatin—atherosclerosis	0.000582	0.00984	CcSEcCtD
Tolazamide—Leukopenia—Simvastatin—atherosclerosis	0.00058	0.0098	CcSEcCtD
Tolazamide—Discomfort—Ezetimibe—atherosclerosis	0.000571	0.00966	CcSEcCtD
Tolazamide—Thrombocytopenia—Lovastatin—atherosclerosis	0.000553	0.00935	CcSEcCtD
Tolazamide—Feeling abnormal—Rosuvastatin—atherosclerosis	0.00055	0.00929	CcSEcCtD
Tolazamide—Discomfort—Simvastatin—atherosclerosis	0.000545	0.00921	CcSEcCtD
Tolazamide—Ill-defined disorder—Pravastatin—atherosclerosis	0.000543	0.00918	CcSEcCtD
