nodes	percent_of_prediction	percent_of_DWPC	metapath
Clobazam—Benzodiazepines—Diazepam—epilepsy syndrome	0.0911	0.333	CiPCiCtD
Clobazam—Benzodiazepines—Clonazepam—epilepsy syndrome	0.0911	0.333	CiPCiCtD
Clobazam—Benzodiazepines—Midazolam—epilepsy syndrome	0.0911	0.333	CiPCiCtD
Clobazam—Oxcarbazepine—epilepsy syndrome	0.0699	0.346	CrCtD
Clobazam—Midazolam—epilepsy syndrome	0.0699	0.346	CrCtD
Clobazam—Diazepam—epilepsy syndrome	0.0623	0.308	CrCtD
Clobazam—SLC6A1—epilepsy syndrome	0.0585	0.418	CbGaD
Clobazam—GABRG2—epilepsy syndrome	0.0281	0.201	CbGaD
Clobazam—GABRB2—epilepsy syndrome	0.0198	0.142	CbGaD
Clobazam—GABRA1—epilepsy syndrome	0.0194	0.139	CbGaD
Clobazam—CYP2C19—epilepsy syndrome	0.00913	0.0653	CbGaD
Clobazam—Methsuximide—Primidone—epilepsy syndrome	0.00646	0.0439	CrCrCtD
Clobazam—GABRB2—Clonazepam—epilepsy syndrome	0.00616	0.0419	CbGbCtD
Clobazam—Phensuximide—Primidone—epilepsy syndrome	0.00606	0.0411	CrCrCtD
Clobazam—CYP2C18—Phenytoin—epilepsy syndrome	0.00584	0.0397	CbGbCtD
Clobazam—CYP2C18—Propofol—epilepsy syndrome	0.00545	0.037	CbGbCtD
Clobazam—CYP2C18—Phenobarbital—epilepsy syndrome	0.00521	0.0354	CbGbCtD
Clobazam—GABRG2—Clonazepam—epilepsy syndrome	0.00516	0.035	CbGbCtD
Clobazam—CYP2C18—Diazepam—epilepsy syndrome	0.00494	0.0336	CbGbCtD
Clobazam—ABCB1—epilepsy syndrome	0.00483	0.0346	CbGaD
Clobazam—Methsuximide—Phenobarbital—epilepsy syndrome	0.00476	0.0323	CrCrCtD
Clobazam—GABRB2—Primidone—epilepsy syndrome	0.00457	0.0311	CbGbCtD
Clobazam—Phenylbutazone—Fosphenytoin—epilepsy syndrome	0.00447	0.0304	CrCrCtD
Clobazam—Methsuximide—Phenytoin—epilepsy syndrome	0.00443	0.0301	CrCrCtD
Clobazam—GABRA1—Clonazepam—epilepsy syndrome	0.00429	0.0291	CbGbCtD
Clobazam—GABRB2—Propofol—epilepsy syndrome	0.0041	0.0278	CbGbCtD
Clobazam—CYP2C18—Valproic Acid—epilepsy syndrome	0.00389	0.0265	CbGbCtD
Clobazam—GABRB2—Midazolam—epilepsy syndrome	0.00386	0.0262	CbGbCtD
Clobazam—GABRG2—Primidone—epilepsy syndrome	0.00382	0.026	CbGbCtD
Clobazam—GABRA1—Amobarbital—epilepsy syndrome	0.00382	0.026	CbGbCtD
