nodes	percent_of_prediction	percent_of_DWPC	metapath
Verapamil—hypertension—chronic kidney failure	0.471	1	CtDrD
Verapamil—ABCC3—chronic kidney failure	0.105	0.259	CbGaD
Verapamil—CYP2C18—chronic kidney failure	0.0891	0.221	CbGaD
Verapamil—CYP2B6—chronic kidney failure	0.0661	0.164	CbGaD
Verapamil—ABCC2—chronic kidney failure	0.0575	0.142	CbGaD
Verapamil—CYP2C19—chronic kidney failure	0.0399	0.0989	CbGaD
Verapamil—CYP3A4—chronic kidney failure	0.0254	0.0629	CbGaD
Verapamil—ABCB1—chronic kidney failure	0.0211	0.0524	CbGaD
Verapamil—CYP2C9—cardial valve—chronic kidney failure	0.00241	0.0734	CbGeAlD
Verapamil—CACNA1A—nerve—chronic kidney failure	0.0017	0.0518	CbGeAlD
Verapamil—CYP2C19—urine—chronic kidney failure	0.00067	0.0204	CbGeAlD
Verapamil—CYP1A2—urine—chronic kidney failure	0.000548	0.0167	CbGeAlD
Verapamil—SLCO1B1—blood plasma—chronic kidney failure	0.000537	0.0163	CbGeAlD
Verapamil—CACNA1S—cardiovascular system—chronic kidney failure	0.000535	0.0163	CbGeAlD
Verapamil—CYP2C9—urine—chronic kidney failure	0.00052	0.0158	CbGeAlD
Verapamil—ABCC3—blood plasma—chronic kidney failure	0.00051	0.0155	CbGeAlD
Verapamil—CACNB1—cardiovascular system—chronic kidney failure	0.000499	0.0152	CbGeAlD
Verapamil—CACNB3—urethra—chronic kidney failure	0.000476	0.0145	CbGeAlD
Verapamil—CACNA1G—digestive system—chronic kidney failure	0.000432	0.0132	CbGeAlD
Verapamil—SLC6A4—blood plasma—chronic kidney failure	0.000422	0.0129	CbGeAlD
Verapamil—ABCC4—blood plasma—chronic kidney failure	0.000421	0.0128	CbGeAlD
Verapamil—CACNB3—digestive system—chronic kidney failure	0.000397	0.0121	CbGeAlD
Verapamil—CYP3A4—urine—chronic kidney failure	0.000396	0.0121	CbGeAlD
Verapamil—CYP2D6—urine—chronic kidney failure	0.00039	0.0119	CbGeAlD
Verapamil—CACNB3—blood—chronic kidney failure	0.000379	0.0115	CbGeAlD
Verapamil—CYP2C19—blood plasma—chronic kidney failure	0.00035	0.0107	CbGeAlD
Verapamil—CYP3A7-CYP3A51P—nephron tubule—chronic kidney failure	0.000343	0.0105	CbGeAlD
Verapamil—CACNA1H—cardiovascular system—chronic kidney failure	0.000341	0.0104	CbGeAlD
Verapamil—CACNB2—cardiovascular system—chronic kidney failure	0.000322	0.00979	CbGeAlD
Verapamil—CYP2C18—digestive system—chronic kidney failure	0.000317	0.00964	CbGeAlD
Verapamil—CACNA1H—gonad—chronic kidney failure	0.000309	0.00941	CbGeAlD
Verapamil—ABCB11—digestive system—chronic kidney failure	0.000308	0.00937	CbGeAlD
Verapamil—CACNB2—cortex of kidney—chronic kidney failure	0.000306	0.00933	CbGeAlD
Verapamil—CYP2C8—blood plasma—chronic kidney failure	0.000305	0.0093	CbGeAlD
Verapamil—KCNJ11—cardiovascular system—chronic kidney failure	0.000305	0.00929	CbGeAlD
Verapamil—CYP3A7-CYP3A51P—cortex of kidney—chronic kidney failure	0.000294	0.00895	CbGeAlD
Verapamil—CYP1A2—blood plasma—chronic kidney failure	0.000286	0.0087	CbGeAlD
Verapamil—CACNA1D—cardiovascular system—chronic kidney failure	0.000281	0.00856	CbGeAlD
Verapamil—CYP3A5—blood plasma—chronic kidney failure	0.000276	0.00839	CbGeAlD
