nodes	percent_of_prediction	percent_of_DWPC	metapath
Cabazitaxel—Docetaxel—MAP2—age related macular degeneration	0.0404	0.5	CrCbGaD
Cabazitaxel—Paclitaxel—MAP2—age related macular degeneration	0.0404	0.5	CrCbGaD
Cabazitaxel—TUBA4A—Chaperonin-mediated protein folding—SKIV2L—age related macular degeneration	0.0345	0.0438	CbGpPWpGaD
Cabazitaxel—TUBA4A—Protein folding—SKIV2L—age related macular degeneration	0.0315	0.0399	CbGpPWpGaD
Cabazitaxel—TUBB2B—Chaperonin-mediated protein folding—SKIV2L—age related macular degeneration	0.0296	0.0375	CbGpPWpGaD
Cabazitaxel—TUBB6—Chaperonin-mediated protein folding—SKIV2L—age related macular degeneration	0.0296	0.0375	CbGpPWpGaD
Cabazitaxel—TUBB3—Chaperonin-mediated protein folding—SKIV2L—age related macular degeneration	0.0286	0.0363	CbGpPWpGaD
Cabazitaxel—TUBB2A—Chaperonin-mediated protein folding—SKIV2L—age related macular degeneration	0.0277	0.0351	CbGpPWpGaD
Cabazitaxel—TUBB1—Chaperonin-mediated protein folding—SKIV2L—age related macular degeneration	0.0271	0.0343	CbGpPWpGaD
Cabazitaxel—TUBB6—Protein folding—SKIV2L—age related macular degeneration	0.027	0.0342	CbGpPWpGaD
Cabazitaxel—TUBB2B—Protein folding—SKIV2L—age related macular degeneration	0.027	0.0342	CbGpPWpGaD
Cabazitaxel—TUBB3—Protein folding—SKIV2L—age related macular degeneration	0.0261	0.0331	CbGpPWpGaD
Cabazitaxel—TUBB2A—Protein folding—SKIV2L—age related macular degeneration	0.0253	0.032	CbGpPWpGaD
Cabazitaxel—TUBB1—Protein folding—SKIV2L—age related macular degeneration	0.0247	0.0313	CbGpPWpGaD
Cabazitaxel—TUBB4A—Chaperonin-mediated protein folding—SKIV2L—age related macular degeneration	0.0243	0.0308	CbGpPWpGaD
Cabazitaxel—TUBB4B—Chaperonin-mediated protein folding—SKIV2L—age related macular degeneration	0.0222	0.0282	CbGpPWpGaD
Cabazitaxel—TUBB4A—Protein folding—SKIV2L—age related macular degeneration	0.0222	0.0281	CbGpPWpGaD
Cabazitaxel—TUBB4B—Protein folding—SKIV2L—age related macular degeneration	0.0203	0.0257	CbGpPWpGaD
Cabazitaxel—TUBA4A—Platelet degranulation—SERPING1—age related macular degeneration	0.0186	0.0236	CbGpPWpGaD
Cabazitaxel—TUBA4A—Response to elevated platelet cytosolic Ca2+—SERPING1—age related macular degeneration	0.0178	0.0225	CbGpPWpGaD
Cabazitaxel—TUBB3—connective tissue—age related macular degeneration	0.0134	0.103	CbGeAlD
