nodes	percent_of_prediction	percent_of_DWPC	metapath
Phendimetrazine—obesity—type 2 diabetes mellitus	0.745	1	CtDrD
Phendimetrazine—ADRA1B—Bromocriptine—type 2 diabetes mellitus	0.067	0.559	CbGbCtD
Phendimetrazine—ADRA1A—Bromocriptine—type 2 diabetes mellitus	0.0528	0.441	CbGbCtD
Phendimetrazine—Cardiac valve disease—Bromocriptine—type 2 diabetes mellitus	0.00583	0.0693	CcSEcCtD
Phendimetrazine—Psychotic episode—Bromocriptine—type 2 diabetes mellitus	0.00552	0.0656	CcSEcCtD
Phendimetrazine—Stomach ache—Glipizide—type 2 diabetes mellitus	0.00267	0.0318	CcSEcCtD
Phendimetrazine—SLC6A2—sympathetic nervous system—type 2 diabetes mellitus	0.0021	0.329	CbGeAlD
Phendimetrazine—SLC6A2—autonomic nervous system—type 2 diabetes mellitus	0.00141	0.221	CbGeAlD
Phendimetrazine—Stomach ache—Ramipril—type 2 diabetes mellitus	0.00118	0.014	CcSEcCtD
Phendimetrazine—SLC6A3—nerve—type 2 diabetes mellitus	0.000984	0.154	CbGeAlD
Phendimetrazine—Sweating—Nateglinide—type 2 diabetes mellitus	0.000851	0.0101	CcSEcCtD
Phendimetrazine—SLC6A2—nerve—type 2 diabetes mellitus	0.000794	0.124	CbGeAlD
Phendimetrazine—Blood pressure increased—Gliclazide—type 2 diabetes mellitus	0.000785	0.00934	CcSEcCtD
Phendimetrazine—Abdominal pain upper—Glipizide—type 2 diabetes mellitus	0.000754	0.00896	CcSEcCtD
Phendimetrazine—Abdominal pain upper—Pioglitazone—type 2 diabetes mellitus	0.000722	0.00858	CcSEcCtD
Phendimetrazine—Blood pressure increased—Valsartan—type 2 diabetes mellitus	0.000722	0.00858	CcSEcCtD
Phendimetrazine—Abdominal pain upper—Sitagliptin—type 2 diabetes mellitus	0.000701	0.00833	CcSEcCtD
Phendimetrazine—Psychotic disorder—Bromocriptine—type 2 diabetes mellitus	0.000678	0.00806	CcSEcCtD
Phendimetrazine—Dysuria—Glipizide—type 2 diabetes mellitus	0.000667	0.00793	CcSEcCtD
Phendimetrazine—Tremor—Nateglinide—type 2 diabetes mellitus	0.00065	0.00773	CcSEcCtD
Phendimetrazine—Constipation—Miglitol—type 2 diabetes mellitus	0.000639	0.0076	CcSEcCtD
Phendimetrazine—Abdominal pain upper—Bromocriptine—type 2 diabetes mellitus	0.000634	0.00754	CcSEcCtD
Phendimetrazine—Blood pressure increased—Irbesartan—type 2 diabetes mellitus	0.00062	0.00737	CcSEcCtD
Phendimetrazine—Pollakiuria—Glimepiride—type 2 diabetes mellitus	0.000615	0.00731	CcSEcCtD
Phendimetrazine—Palpitations—Nateglinide—type 2 diabetes mellitus	0.000613	0.00729	CcSEcCtD
Phendimetrazine—Sweating—Glipizide—type 2 diabetes mellitus	0.00061	0.00725	CcSEcCtD
Phendimetrazine—Abdominal pain—Miglitol—type 2 diabetes mellitus	0.000591	0.00702	CcSEcCtD
Phendimetrazine—Sweating—Pioglitazone—type 2 diabetes mellitus	0.000584	0.00694	CcSEcCtD
Phendimetrazine—Anorexia—Chlorpropamide—type 2 diabetes mellitus	0.000583	0.00693	CcSEcCtD
Phendimetrazine—Sweating—Glimepiride—type 2 diabetes mellitus	0.000569	0.00676	CcSEcCtD
Phendimetrazine—Pollakiuria—Bromocriptine—type 2 diabetes mellitus	0.000555	0.00659	CcSEcCtD
Phendimetrazine—Hyperhidrosis—Nateglinide—type 2 diabetes mellitus	0.000547	0.00651	CcSEcCtD
Phendimetrazine—Decreased appetite—Chlorpropamide—type 2 diabetes mellitus	0.000531	0.00632	CcSEcCtD
Phendimetrazine—Palpitations—Repaglinide—type 2 diabetes mellitus	0.000531	0.00631	CcSEcCtD
Phendimetrazine—Flushing—Glipizide—type 2 diabetes mellitus	0.00053	0.0063	CcSEcCtD
Phendimetrazine—Constipation—Linagliptin—type 2 diabetes mellitus	0.000517	0.00615	CcSEcCtD
Phendimetrazine—Diarrhoea—Miglitol—type 2 diabetes mellitus	0.000511	0.00608	CcSEcCtD
Phendimetrazine—Constipation—Acarbose—type 2 diabetes mellitus	0.000502	0.00597	CcSEcCtD
Phendimetrazine—Abdominal pain upper—Valsartan—type 2 diabetes mellitus	0.000478	0.00569	CcSEcCtD
Phendimetrazine—Abdominal pain upper—Orlistat—type 2 diabetes mellitus	0.000473	0.00562	CcSEcCtD
Phendimetrazine—Vision blurred—Glipizide—type 2 diabetes mellitus	0.000468	0.00557	CcSEcCtD
Phendimetrazine—Tremor—Glipizide—type 2 diabetes mellitus	0.000466	0.00553	CcSEcCtD
Phendimetrazine—Abdominal pain—Acarbose—type 2 diabetes mellitus	0.000464	0.00552	CcSEcCtD
Phendimetrazine—ADRA1B—kidney—type 2 diabetes mellitus	0.00045	0.0705	CbGeAlD
Phendimetrazine—Abdominal pain—Nateglinide—type 2 diabetes mellitus	0.000448	0.00532	CcSEcCtD
Phendimetrazine—Nausea—Miglitol—type 2 diabetes mellitus	0.000444	0.00528	CcSEcCtD
Phendimetrazine—Vision blurred—Glimepiride—type 2 diabetes mellitus	0.000437	0.00519	CcSEcCtD
Phendimetrazine—Abdominal pain upper—Metformin—type 2 diabetes mellitus	0.000436	0.00518	CcSEcCtD
Phendimetrazine—Vision blurred—Sitagliptin—type 2 diabetes mellitus	0.000436	0.00518	CcSEcCtD
Phendimetrazine—Tremor—Glimepiride—type 2 diabetes mellitus	0.000434	0.00516	CcSEcCtD
Phendimetrazine—Agitation—Glimepiride—type 2 diabetes mellitus	0.000426	0.00507	CcSEcCtD
Phendimetrazine—Sweating—Gliclazide—type 2 diabetes mellitus	0.000421	0.00501	CcSEcCtD
Phendimetrazine—Headache—Tolbutamide—type 2 diabetes mellitus	0.000421	0.005	CcSEcCtD
Phendimetrazine—Constipation—Repaglinide—type 2 diabetes mellitus	0.000419	0.00498	CcSEcCtD
Phendimetrazine—Diarrhoea—Chlorpropamide—type 2 diabetes mellitus	0.000418	0.00497	CcSEcCtD
Phendimetrazine—Diarrhoea—Linagliptin—type 2 diabetes mellitus	0.000414	0.00492	CcSEcCtD
Phendimetrazine—Abdominal pain upper—Irbesartan—type 2 diabetes mellitus	0.000411	0.00489	CcSEcCtD
Phendimetrazine—Palpitations—Glimepiride—type 2 diabetes mellitus	0.00041	0.00487	CcSEcCtD
Phendimetrazine—Dizziness—Tolazamide—type 2 diabetes mellitus	0.000404	0.00481	CcSEcCtD
Phendimetrazine—Dizziness—Chlorpropamide—type 2 diabetes mellitus	0.000404	0.00481	CcSEcCtD
Phendimetrazine—Diarrhoea—Acarbose—type 2 diabetes mellitus	0.000402	0.00478	CcSEcCtD
Phendimetrazine—Nausea—Tolbutamide—type 2 diabetes mellitus	0.000399	0.00474	CcSEcCtD
Phendimetrazine—Constipation—Rosiglitazone—type 2 diabetes mellitus	0.000396	0.00471	CcSEcCtD
Phendimetrazine—Vision blurred—Bromocriptine—type 2 diabetes mellitus	0.000394	0.00469	CcSEcCtD
Phendimetrazine—Hyperhidrosis—Glipizide—type 2 diabetes mellitus	0.000392	0.00466	CcSEcCtD
Phendimetrazine—Abdominal pain—Repaglinide—type 2 diabetes mellitus	0.000387	0.00461	CcSEcCtD
Phendimetrazine—Diarrhoea—Nateglinide—type 2 diabetes mellitus	0.000387	0.00461	CcSEcCtD
Phendimetrazine—Anorexia—Glipizide—type 2 diabetes mellitus	0.000387	0.0046	CcSEcCtD
Phendimetrazine—Agitation—Bromocriptine—type 2 diabetes mellitus	0.000384	0.00457	CcSEcCtD
Phendimetrazine—Headache—Tolazamide—type 2 diabetes mellitus	0.000383	0.00455	CcSEcCtD
Phendimetrazine—Headache—Chlorpropamide—type 2 diabetes mellitus	0.000383	0.00455	CcSEcCtD
Phendimetrazine—Headache—Linagliptin—type 2 diabetes mellitus	0.000379	0.00451	CcSEcCtD
Phendimetrazine—Hyperhidrosis—Pioglitazone—type 2 diabetes mellitus	0.000376	0.00446	CcSEcCtD
Phendimetrazine—Dizziness—Nateglinide—type 2 diabetes mellitus	0.000374	0.00445	CcSEcCtD
Phendimetrazine—Tachycardia—Glimepiride—type 2 diabetes mellitus	0.000369	0.00439	CcSEcCtD
Phendimetrazine—Insomnia—Glipizide—type 2 diabetes mellitus	0.000367	0.00436	CcSEcCtD
Phendimetrazine—Flushing—Gliclazide—type 2 diabetes mellitus	0.000366	0.00435	CcSEcCtD
Phendimetrazine—Hyperhidrosis—Glimepiride—type 2 diabetes mellitus	0.000366	0.00435	CcSEcCtD
Phendimetrazine—Nausea—Tolazamide—type 2 diabetes mellitus	0.000363	0.00432	CcSEcCtD
Phendimetrazine—Nausea—Chlorpropamide—type 2 diabetes mellitus	0.000363	0.00432	CcSEcCtD
Phendimetrazine—Anorexia—Glimepiride—type 2 diabetes mellitus	0.000361	0.00429	CcSEcCtD
Phendimetrazine—Vision blurred—Glyburide—type 2 diabetes mellitus	0.00036	0.00428	CcSEcCtD
Phendimetrazine—Tremor—Glyburide—type 2 diabetes mellitus	0.000358	0.00426	CcSEcCtD
Phendimetrazine—Decreased appetite—Glipizide—type 2 diabetes mellitus	0.000353	0.00419	CcSEcCtD
Phendimetrazine—Insomnia—Pioglitazone—type 2 diabetes mellitus	0.000351	0.00418	CcSEcCtD
Phendimetrazine—Nausea—Acarbose—type 2 diabetes mellitus	0.000349	0.00415	CcSEcCtD
Phendimetrazine—Constipation—Glipizide—type 2 diabetes mellitus	0.000347	0.00412	CcSEcCtD
Phendimetrazine—Insomnia—Glimepiride—type 2 diabetes mellitus	0.000342	0.00407	CcSEcCtD
Phendimetrazine—Insomnia—Sitagliptin—type 2 diabetes mellitus	0.000341	0.00406	CcSEcCtD
Phendimetrazine—Pollakiuria—Losartan—type 2 diabetes mellitus	0.000338	0.00402	CcSEcCtD
Phendimetrazine—Nausea—Nateglinide—type 2 diabetes mellitus	0.000336	0.004	CcSEcCtD
Phendimetrazine—Diarrhoea—Repaglinide—type 2 diabetes mellitus	0.000335	0.00399	CcSEcCtD
Phendimetrazine—Tachycardia—Bromocriptine—type 2 diabetes mellitus	0.000333	0.00396	CcSEcCtD
Phendimetrazine—Abdominal pain upper—Ramipril—type 2 diabetes mellitus	0.000332	0.00394	CcSEcCtD
Phendimetrazine—Decreased appetite—Glimepiride—type 2 diabetes mellitus	0.000329	0.00391	CcSEcCtD
Phendimetrazine—Decreased appetite—Sitagliptin—type 2 diabetes mellitus	0.000328	0.0039	CcSEcCtD
Phendimetrazine—Anorexia—Bromocriptine—type 2 diabetes mellitus	0.000325	0.00387	CcSEcCtD
Phendimetrazine—Constipation—Sitagliptin—type 2 diabetes mellitus	0.000323	0.00383	CcSEcCtD
Phendimetrazine—Tremor—Gliclazide—type 2 diabetes mellitus	0.000322	0.00382	CcSEcCtD
Phendimetrazine—Abdominal pain—Glipizide—type 2 diabetes mellitus	0.000321	0.00381	CcSEcCtD
Phendimetrazine—Diarrhoea—Rosiglitazone—type 2 diabetes mellitus	0.000317	0.00377	CcSEcCtD
Phendimetrazine—Agitation—Gliclazide—type 2 diabetes mellitus	0.000316	0.00375	CcSEcCtD
Phendimetrazine—Sweating—Losartan—type 2 diabetes mellitus	0.000313	0.00372	CcSEcCtD
Phendimetrazine—Insomnia—Bromocriptine—type 2 diabetes mellitus	0.000309	0.00367	CcSEcCtD
Phendimetrazine—Headache—Repaglinide—type 2 diabetes mellitus	0.000307	0.00365	CcSEcCtD
Phendimetrazine—Dizziness—Rosiglitazone—type 2 diabetes mellitus	0.000306	0.00364	CcSEcCtD
Phendimetrazine—Flushing—Metformin—type 2 diabetes mellitus	0.000306	0.00364	CcSEcCtD
