nodes	percent_of_prediction	percent_of_DWPC	metapath
Ezetimibe—ABCB1—kidney cancer	0.123	1	CbGaD
Ezetimibe—UGT1A1—Pazopanib—kidney cancer	0.0488	0.0843	CbGbCtD
Ezetimibe—ABCC3—Vincristine—kidney cancer	0.0368	0.0636	CbGbCtD
Ezetimibe—UGT1A1—Erlotinib—kidney cancer	0.0348	0.0602	CbGbCtD
Ezetimibe—SLCO1B1—Pazopanib—kidney cancer	0.0338	0.0584	CbGbCtD
Ezetimibe—UGT1A1—Sorafenib—kidney cancer	0.0283	0.0489	CbGbCtD
Ezetimibe—ABCG2—Pazopanib—kidney cancer	0.0268	0.0464	CbGbCtD
Ezetimibe—ABCG2—Dactinomycin—kidney cancer	0.0246	0.0424	CbGbCtD
Ezetimibe—ABCC3—Doxorubicin—kidney cancer	0.023	0.0397	CbGbCtD
Ezetimibe—ABCC2—Paclitaxel—kidney cancer	0.0194	0.0335	CbGbCtD
Ezetimibe—ABCG2—Erlotinib—kidney cancer	0.0192	0.0331	CbGbCtD
Ezetimibe—ABCB1—Temsirolimus—kidney cancer	0.0184	0.0318	CbGbCtD
Ezetimibe—ABCG2—Paclitaxel—kidney cancer	0.0175	0.0303	CbGbCtD
Ezetimibe—ABCC2—Sorafenib—kidney cancer	0.0172	0.0298	CbGbCtD
Ezetimibe—ABCC2—Vinblastine—kidney cancer	0.017	0.0294	CbGbCtD
Ezetimibe—ABCC2—Vincristine—kidney cancer	0.0167	0.0289	CbGbCtD
Ezetimibe—CYP3A4—Everolimus—kidney cancer	0.0163	0.0282	CbGbCtD
Ezetimibe—ABCG2—Sorafenib—kidney cancer	0.0156	0.0269	CbGbCtD
Ezetimibe—ABCG2—Vincristine—kidney cancer	0.0151	0.0261	CbGbCtD
Ezetimibe—ABCC2—Sunitinib—kidney cancer	0.014	0.0241	CbGbCtD
Ezetimibe—ABCG2—Sunitinib—kidney cancer	0.0126	0.0218	CbGbCtD
Ezetimibe—CYP3A4—Temsirolimus—kidney cancer	0.011	0.0191	CbGbCtD
Ezetimibe—ABCC2—Doxorubicin—kidney cancer	0.0105	0.0181	CbGbCtD
Ezetimibe—ABCB1—Pazopanib—kidney cancer	0.00968	0.0167	CbGbCtD
Ezetimibe—ABCG2—Doxorubicin—kidney cancer	0.00945	0.0163	CbGbCtD
Ezetimibe—ABCB1—Dactinomycin—kidney cancer	0.00885	0.0153	CbGbCtD
Ezetimibe—ABCB1—Gemcitabine—kidney cancer	0.007	0.0121	CbGbCtD
Ezetimibe—ABCB1—Erlotinib—kidney cancer	0.00691	0.0119	CbGbCtD
Ezetimibe—ABCB1—Paclitaxel—kidney cancer	0.00632	0.0109	CbGbCtD
Ezetimibe—CYP3A4—Pazopanib—kidney cancer	0.0058	0.01	CbGbCtD
Ezetimibe—ABCB1—Sorafenib—kidney cancer	0.00562	0.00971	CbGbCtD
Ezetimibe—ABCB1—Vinblastine—kidney cancer	0.00555	0.00958	CbGbCtD
Ezetimibe—ABCB1—Vincristine—kidney cancer	0.00545	0.00942	CbGbCtD
Ezetimibe—ABCB1—Sunitinib—kidney cancer	0.00455	0.00786	CbGbCtD
Ezetimibe—UGT1A1—urine—kidney cancer	0.00452	0.141	CbGeAlD
Ezetimibe—CYP3A4—Erlotinib—kidney cancer	0.00414	0.00715	CbGbCtD
Ezetimibe—CYP3A4—Paclitaxel—kidney cancer	0.00379	0.00655	CbGbCtD
Ezetimibe—ABCB1—Doxorubicin—kidney cancer	0.00341	0.00589	CbGbCtD
Ezetimibe—CYP3A4—Sorafenib—kidney cancer	0.00336	0.00581	CbGbCtD
Ezetimibe—CYP3A4—Vinblastine—kidney cancer	0.00332	0.00574	CbGbCtD
Ezetimibe—CYP3A4—Vincristine—kidney cancer	0.00327	0.00565	CbGbCtD
Ezetimibe—CYP3A4—Sunitinib—kidney cancer	0.00273	0.00471	CbGbCtD
Ezetimibe—CYP3A4—Doxorubicin—kidney cancer	0.00204	0.00353	CbGbCtD
Ezetimibe—SOAT1—nephron tubule—kidney cancer	0.00202	0.0629	CbGeAlD
Ezetimibe—ANPEP—nephron tubule—kidney cancer	0.00193	0.0602	CbGeAlD
Ezetimibe—SOAT1—renal system—kidney cancer	0.00183	0.0572	CbGeAlD
