nodes	percent_of_prediction	percent_of_DWPC	metapath
Dipyridamole—PDE6H—pineal body—brain cancer	0.0184	0.0543	CbGeAlD
Dipyridamole—PRUNE—Podofilox—Etoposide—brain cancer	0.0105	1	CbGdCrCtD
Dipyridamole—PDE10A—ganglion—brain cancer	0.00856	0.0253	CbGeAlD
Dipyridamole—PDE8B—ganglion—brain cancer	0.00817	0.0242	CbGeAlD
Dipyridamole—PDE6A—pituitary gland—brain cancer	0.0074	0.0219	CbGeAlD
Dipyridamole—PRUNE—telencephalon—brain cancer	0.00575	0.017	CbGeAlD
Dipyridamole—PDE6A—head—brain cancer	0.00566	0.0167	CbGeAlD
Dipyridamole—PDE6D—telencephalon—brain cancer	0.00555	0.0164	CbGeAlD
Dipyridamole—PDE6B—telencephalon—brain cancer	0.00546	0.0162	CbGeAlD
Dipyridamole—PDE1A—hindbrain—brain cancer	0.00539	0.0159	CbGeAlD
Dipyridamole—PDE6C—head—brain cancer	0.00537	0.0159	CbGeAlD
Dipyridamole—PRUNE—pituitary gland—brain cancer	0.00468	0.0138	CbGeAlD
Dipyridamole—PDE1C—midbrain—brain cancer	0.00458	0.0135	CbGeAlD
Dipyridamole—PDE5A—endothelium—brain cancer	0.00432	0.0128	CbGeAlD
Dipyridamole—PDE6B—medulla oblongata—brain cancer	0.00429	0.0127	CbGeAlD
Dipyridamole—PDE6D—midbrain—brain cancer	0.00399	0.0118	CbGeAlD
Dipyridamole—PDE5A—blood vessel—brain cancer	0.00398	0.0118	CbGeAlD
Dipyridamole—PDE1C—head—brain cancer	0.00397	0.0117	CbGeAlD
Dipyridamole—PDE6B—midbrain—brain cancer	0.00392	0.0116	CbGeAlD
Dipyridamole—PDE6B—spinal cord—brain cancer	0.00383	0.0113	CbGeAlD
Dipyridamole—PDE1C—central nervous system—brain cancer	0.00362	0.0107	CbGeAlD
Dipyridamole—PDE1C—cerebellum—brain cancer	0.00354	0.0105	CbGeAlD
Dipyridamole—PDE6B—head—brain cancer	0.0034	0.0101	CbGeAlD
Dipyridamole—PDE2A—telencephalon—brain cancer	0.0033	0.00977	CbGeAlD
Dipyridamole—PDE10A—telencephalon—brain cancer	0.0033	0.00977	CbGeAlD
Dipyridamole—PDE1B—telencephalon—brain cancer	0.00327	0.00968	CbGeAlD
Dipyridamole—PDE6H—endocrine gland—brain cancer	0.0032	0.00947	CbGeAlD
Dipyridamole—PDE11A—endocrine gland—brain cancer	0.0032	0.00947	CbGeAlD
Dipyridamole—PRUNE—cerebellum—brain cancer	0.0032	0.00945	CbGeAlD
Dipyridamole—PDE6H—head—brain cancer	0.00316	0.00935	CbGeAlD
Dipyridamole—PDE8B—telencephalon—brain cancer	0.00315	0.00932	CbGeAlD
Dipyridamole—PDE6B—central nervous system—brain cancer	0.00311	0.00918	CbGeAlD
Dipyridamole—PDE1A—brainstem—brain cancer	0.00309	0.00914	CbGeAlD
