nodes	percent_of_prediction	percent_of_DWPC	metapath
Adenosine triphosphate—ABCC2—Mycophenolate mofetil—systemic scleroderma	0.0765	0.324	CbGbCtD
Adenosine triphosphate—ABCB1—Lisinopril—systemic scleroderma	0.0423	0.179	CbGbCtD
Adenosine triphosphate—ACVRL1—pulmonary artery—systemic scleroderma	0.0328	0.0942	CbGeAlD
Adenosine triphosphate—ABCB1—Captopril—systemic scleroderma	0.0317	0.134	CbGbCtD
Adenosine triphosphate—ABCC2—Methotrexate—systemic scleroderma	0.0307	0.13	CbGbCtD
Adenosine triphosphate—ABCB1—Mycophenolate mofetil—systemic scleroderma	0.0249	0.106	CbGbCtD
Adenosine triphosphate—ABCB1—Prednisone—systemic scleroderma	0.0199	0.0845	CbGbCtD
Adenosine triphosphate—ACVRL1—artery—systemic scleroderma	0.0121	0.0349	CbGeAlD
Adenosine triphosphate—ACVRL1—endothelium—systemic scleroderma	0.0103	0.0295	CbGeAlD
Adenosine triphosphate—ABCB1—Methotrexate—systemic scleroderma	0.01	0.0424	CbGbCtD
Adenosine triphosphate—ACVRL1—blood vessel—systemic scleroderma	0.00946	0.0272	CbGeAlD
Adenosine triphosphate—ABCA1—artery—systemic scleroderma	0.00782	0.0225	CbGeAlD
Adenosine triphosphate—AKT1—artery—systemic scleroderma	0.00651	0.0187	CbGeAlD
Adenosine triphosphate—ABCA1—blood vessel—systemic scleroderma	0.00609	0.0175	CbGeAlD
Adenosine triphosphate—HSPA1A—Mycophenolate mofetil—Mycophenolic acid—systemic scleroderma	0.00555	0.382	CbGdCrCtD
Adenosine triphosphate—AKT1—endothelium—systemic scleroderma	0.0055	0.0158	CbGeAlD
Adenosine triphosphate—AKT1—blood vessel—systemic scleroderma	0.00507	0.0146	CbGeAlD
Adenosine triphosphate—ACVRL1—connective tissue—systemic scleroderma	0.00485	0.014	CbGeAlD
Adenosine triphosphate—APAF1—lung—systemic scleroderma	0.00459	0.0132	CbGeAlD
Adenosine triphosphate—ACVRL1—smooth muscle tissue—systemic scleroderma	0.00444	0.0128	CbGeAlD
Adenosine triphosphate—ARAF—connective tissue—systemic scleroderma	0.00423	0.0122	CbGeAlD
Adenosine triphosphate—ABCC9—smooth muscle tissue—systemic scleroderma	0.00422	0.0121	CbGeAlD
Adenosine triphosphate—HSPA1A—smooth muscle tissue—systemic scleroderma	0.00414	0.0119	CbGeAlD
Adenosine triphosphate—AFG3L2—connective tissue—systemic scleroderma	0.00392	0.0113	CbGeAlD
Adenosine triphosphate—AKT1—Mycophenolic acid—Mycophenolate mofetil—systemic scleroderma	0.00369	0.254	CbGdCrCtD
Adenosine triphosphate—ADRBK2—tendon—systemic scleroderma	0.00367	0.0106	CbGeAlD
Adenosine triphosphate—ALK—connective tissue—systemic scleroderma	0.00364	0.0105	CbGeAlD
Adenosine triphosphate—ASNA1—smooth muscle tissue—systemic scleroderma	0.00363	0.0105	CbGeAlD
Adenosine triphosphate—ASNA1—skin of body—systemic scleroderma	0.00359	0.0103	CbGeAlD
Adenosine triphosphate—AFG3L2—skin of body—systemic scleroderma	0.00354	0.0102	CbGeAlD
Adenosine triphosphate—NAE1—smooth muscle tissue—systemic scleroderma	0.0035	0.0101	CbGeAlD
Adenosine triphosphate—NAE1—skin of body—systemic scleroderma	0.00345	0.00994	CbGeAlD
Adenosine triphosphate—ACVRL1—tendon—systemic scleroderma	0.00333	0.00959	CbGeAlD
