nodes	percent_of_prediction	percent_of_DWPC	metapath
Hydromorphone—Dextromethorphan—PGRMC1—IgA glomerulonephritis	0.0361	0.613	CrCbGaD
Hydromorphone—Naloxone—TLR4—IgA glomerulonephritis	0.0203	0.344	CrCbGaD
Hydromorphone—CYP2C9—urine—IgA glomerulonephritis	0.00669	0.219	CbGeAlD
Hydromorphone—UGT1A9—kidney—IgA glomerulonephritis	0.00549	0.18	CbGeAlD
Hydromorphone—CYP3A4—urine—IgA glomerulonephritis	0.0051	0.167	CbGeAlD
Hydromorphone—CYP2D6—urine—IgA glomerulonephritis	0.00502	0.165	CbGeAlD
Hydromorphone—OPRD1—kidney—IgA glomerulonephritis	0.00434	0.142	CbGeAlD
Hydromorphone—Naloxone—ALB—IgA glomerulonephritis	0.00253	0.043	CrCbGaD
Hydromorphone—PTGS1—kidney—IgA glomerulonephritis	0.00144	0.0474	CbGeAlD
Hydromorphone—CYP3A4—kidney—IgA glomerulonephritis	0.00121	0.0396	CbGeAlD
Hydromorphone—CYP2D6—kidney—IgA glomerulonephritis	0.00119	0.0389	CbGeAlD
Hydromorphone—UGT1A9—Metabolism—PSME3—IgA glomerulonephritis	0.000265	0.000291	CbGpPWpGaD
Hydromorphone—CYP2C9—Metabolism—GGCT—IgA glomerulonephritis	0.000265	0.000291	CbGpPWpGaD
Hydromorphone—CYP2C9—Metabolism—MARCKS—IgA glomerulonephritis	0.000265	0.000291	CbGpPWpGaD
Hydromorphone—CYP2C9—Metabolism—GLIPR1—IgA glomerulonephritis	0.000265	0.000291	CbGpPWpGaD
Hydromorphone—CYP2C9—Metabolism—UGCG—IgA glomerulonephritis	0.000265	0.000291	CbGpPWpGaD
Hydromorphone—OPRK1—Signaling by GPCR—C3—IgA glomerulonephritis	0.000264	0.00029	CbGpPWpGaD
Hydromorphone—UGT1A9—Metabolism of lipids and lipoproteins—ALB—IgA glomerulonephritis	0.000264	0.00029	CbGpPWpGaD
Hydromorphone—OPRM1—Signaling Pathways—GNG12—IgA glomerulonephritis	0.000261	0.000287	CbGpPWpGaD
Hydromorphone—PTGS1—Metabolism—GNG12—IgA glomerulonephritis	0.00026	0.000286	CbGpPWpGaD
Hydromorphone—PTGS1—Metabolism—RRM2—IgA glomerulonephritis	0.00026	0.000286	CbGpPWpGaD
Hydromorphone—OPRK1—Signaling Pathways—PSME3—IgA glomerulonephritis	0.000256	0.000281	CbGpPWpGaD
Hydromorphone—OPRM1—GPCR downstream signaling—CCR5—IgA glomerulonephritis	0.000252	0.000277	CbGpPWpGaD
Hydromorphone—CYP3A4—Metabolism—MINPP1—IgA glomerulonephritis	0.000252	0.000276	CbGpPWpGaD
Hydromorphone—CYP3A4—Metabolism—BCAT1—IgA glomerulonephritis	0.000252	0.000276	CbGpPWpGaD
Hydromorphone—CYP3A4—Metabolism—AZIN1—IgA glomerulonephritis	0.000252	0.000276	CbGpPWpGaD
Hydromorphone—CYP3A4—Metabolism—RPE—IgA glomerulonephritis	0.000252	0.000276	CbGpPWpGaD
Hydromorphone—CYP3A4—Metabolism—NNT—IgA glomerulonephritis	0.000252	0.000276	CbGpPWpGaD
Hydromorphone—OPRK1—Signaling by GPCR—AGT—IgA glomerulonephritis	0.000251	0.000276	CbGpPWpGaD
Hydromorphone—CYP2D6—Metabolism—PDHX—IgA glomerulonephritis	0.000248	0.000273	CbGpPWpGaD
Hydromorphone—CYP2D6—Metabolism—AGPS—IgA glomerulonephritis	0.000248	0.000273	CbGpPWpGaD
Hydromorphone—CYP2D6—Metabolism—GBE1—IgA glomerulonephritis	0.000248	0.000273	CbGpPWpGaD
Hydromorphone—CYP2D6—Metabolism—MTRR—IgA glomerulonephritis	0.000248	0.000273	CbGpPWpGaD
Hydromorphone—OPRK1—Signaling Pathways—CCR2—IgA glomerulonephritis	0.000248	0.000272	CbGpPWpGaD
Hydromorphone—OPRM1—Signaling Pathways—NCF2—IgA glomerulonephritis	0.000247	0.000271	CbGpPWpGaD
Hydromorphone—OPRM1—GPCR downstream signaling—C3—IgA glomerulonephritis	0.000246	0.00027	CbGpPWpGaD
Hydromorphone—CYP2C9—Metabolism—AGPS—IgA glomerulonephritis	0.000246	0.00027	CbGpPWpGaD
Hydromorphone—CYP2C9—Metabolism—GBE1—IgA glomerulonephritis	0.000246	0.00027	CbGpPWpGaD
Hydromorphone—CYP2C9—Metabolism—MTRR—IgA glomerulonephritis	0.000246	0.00027	CbGpPWpGaD
Hydromorphone—CYP2C9—Metabolism—PDHX—IgA glomerulonephritis	0.000246	0.00027	CbGpPWpGaD
