nodes	percent_of_prediction	percent_of_DWPC	metapath
L-Isoleucine—IARS2—prostate gland—prostate cancer	0.0288	0.0696	CbGeAlD
L-Isoleucine—IARS2—seminal vesicle—prostate cancer	0.0244	0.0588	CbGeAlD
L-Isoleucine—BCAT2—prostate gland—prostate cancer	0.0218	0.0527	CbGeAlD
L-Isoleucine—ACADSB—prostate gland—prostate cancer	0.0213	0.0514	CbGeAlD
L-Isoleucine—IARS2—urethra—prostate cancer	0.0193	0.0466	CbGeAlD
L-Isoleucine—BCAT1—prostate gland—prostate cancer	0.0192	0.0464	CbGeAlD
L-Isoleucine—IARS—prostate gland—prostate cancer	0.0192	0.0464	CbGeAlD
L-Isoleucine—ACADSB—seminal vesicle—prostate cancer	0.018	0.0435	CbGeAlD
L-Isoleucine—BCAT2—renal system—prostate cancer	0.0149	0.0359	CbGeAlD
L-Isoleucine—IARS2—bone marrow—prostate cancer	0.0148	0.0358	CbGeAlD
L-Isoleucine—BCAT2—urethra—prostate cancer	0.0146	0.0353	CbGeAlD
L-Isoleucine—ACADSB—renal system—prostate cancer	0.0145	0.035	CbGeAlD
L-Isoleucine—ACADSB—urethra—prostate cancer	0.0142	0.0344	CbGeAlD
L-Isoleucine—IARS—epithelium—prostate cancer	0.0141	0.0341	CbGeAlD
L-Isoleucine—L-Cysteine—CSAD—prostate cancer	0.014	1	CrCbGaD
L-Isoleucine—IARS—renal system—prostate cancer	0.0131	0.0316	CbGeAlD
L-Isoleucine—IARS2—testis—prostate cancer	0.0127	0.0306	CbGeAlD
L-Isoleucine—IARS2—Teniposide—Etoposide—prostate cancer	0.0118	1	CbGdCrCtD
L-Isoleucine—BCAT2—bone marrow—prostate cancer	0.0113	0.0272	CbGeAlD
L-Isoleucine—ACADSB—bone marrow—prostate cancer	0.011	0.0265	CbGeAlD
L-Isoleucine—SLC16A10—prostate gland—prostate cancer	0.0104	0.0251	CbGeAlD
L-Isoleucine—IARS—bone marrow—prostate cancer	0.0099	0.0239	CbGeAlD
L-Isoleucine—BCAT2—testis—prostate cancer	0.00962	0.0232	CbGeAlD
L-Isoleucine—ACADSB—testis—prostate cancer	0.00937	0.0226	CbGeAlD
L-Isoleucine—IARS2—lymph node—prostate cancer	0.0092	0.0222	CbGeAlD
L-Isoleucine—IARS—testis—prostate cancer	0.00846	0.0204	CbGeAlD
L-Isoleucine—BCAT1—testis—prostate cancer	0.00846	0.0204	CbGeAlD
L-Isoleucine—SLC16A10—epithelium—prostate cancer	0.00764	0.0184	CbGeAlD
L-Isoleucine—BCAT2—lymph node—prostate cancer	0.00697	0.0168	CbGeAlD
L-Isoleucine—ACADSB—lymph node—prostate cancer	0.00679	0.0164	CbGeAlD
L-Isoleucine—IARS—lymph node—prostate cancer	0.00613	0.0148	CbGeAlD
L-Isoleucine—BCAT1—lymph node—prostate cancer	0.00613	0.0148	CbGeAlD
L-Isoleucine—SLC16A10—testis—prostate cancer	0.00458	0.0111	CbGeAlD
L-Isoleucine—SLC16A10—lymph node—prostate cancer	0.00332	0.00802	CbGeAlD
L-Isoleucine—BCAT2—Metabolism—HSD3B1—prostate cancer	0.000611	0.00109	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—SLC22A3—prostate cancer	0.000611	0.00109	CbGpPWpGaD
L-Isoleucine—SLC16A10—Transmembrane transport of small molecules—SLC39A1—prostate cancer	0.000601	0.00107	CbGpPWpGaD
L-Isoleucine—IARS2—Gene Expression—HSPA1A—prostate cancer	0.000591	0.00106	CbGpPWpGaD
L-Isoleucine—IARS2—Gene Expression—ESR2—prostate cancer	0.000591	0.00106	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—TBXAS1—prostate cancer	0.000585	0.00105	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—TBXAS1—prostate cancer	0.000585	0.00105	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—GSTA4—prostate cancer	0.000585	0.00105	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—GSTA4—prostate cancer	0.000585	0.00105	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—GSTA2—prostate cancer	0.000571	0.00102	CbGpPWpGaD
L-Isoleucine—BCAT1—Metabolism—B4GALT4—prostate cancer	0.000571	0.00102	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—GSTA2—prostate cancer	0.000571	0.00102	CbGpPWpGaD
L-Isoleucine—BCAT1—Metabolism—HPGD—prostate cancer	0.000571	0.00102	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—SULT1A1—prostate cancer	0.000564	0.00101	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—SULT1A1—prostate cancer	0.000564	0.00101	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—ABCG5—prostate cancer	0.000564	0.00101	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—ABCG5—prostate cancer	0.000564	0.00101	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—GSTA1—prostate cancer	0.00055	0.000983	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—GSTA1—prostate cancer	0.00055	0.000983	CbGpPWpGaD
L-Isoleucine—IARS2—Gene Expression—NCOA1—prostate cancer	0.000544	0.000972	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—HSD3B2—prostate cancer	0.000544	0.000972	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—GSTO1—prostate cancer	0.000544	0.000972	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—HSD3B2—prostate cancer	0.000544	0.000972	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—GSTO1—prostate cancer	0.000544	0.000972	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—NAT2—prostate cancer	0.000544	0.000972	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—NAT2—prostate cancer	0.000544	0.000972	CbGpPWpGaD
L-Isoleucine—BCAT1—Metabolism—TNFRSF21—prostate cancer	0.000536	0.000958	CbGpPWpGaD
L-Isoleucine—IARS2—Gene Expression—AR—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—IARS—Gene Expression—RPS19—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—BCAT1—Metabolism—MTAP—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—BCAT1—Metabolism—CYP7B1—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—PLCB2—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—CYP2C18—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—LRP2—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—CYP2C18—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—PLCB2—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—LRP2—prostate cancer	0.000522	0.000932	CbGpPWpGaD
L-Isoleucine—IARS2—Gene Expression—RXRA—prostate cancer	0.000518	0.000925	CbGpPWpGaD
L-Isoleucine—ACADSB—Metabolism—P4HB—prostate cancer	0.000512	0.000914	CbGpPWpGaD
L-Isoleucine—BCAT2—Metabolism—P4HB—prostate cancer	0.000512	0.000914	CbGpPWpGaD
L-Isoleucine—BCAT1—Metabolism—SRD5A1—prostate cancer	0.000509	0.000908	CbGpPWpGaD
