nodes	percent_of_prediction	percent_of_DWPC	metapath
Ethinyl Estradiol—SLC10A1—bile—anemia	0.0648	0.126	CbGeAlD
Ethinyl Estradiol—ABCB11—bile—anemia	0.064	0.125	CbGeAlD
Ethinyl Estradiol—ABCC2—bile—anemia	0.0326	0.0633	CbGeAlD
Ethinyl Estradiol—NR1I2—digestive system—anemia	0.0142	0.0275	CbGeAlD
Ethinyl Estradiol—SHBG—blood plasma—anemia	0.012	0.0232	CbGeAlD
Ethinyl Estradiol—NR1I2—endocrine gland—anemia	0.0117	0.0228	CbGeAlD
Ethinyl Estradiol—NR1I2—liver—anemia	0.0106	0.0205	CbGeAlD
Ethinyl Estradiol—CYP3A4—urine—anemia	0.00901	0.0175	CbGeAlD
Ethinyl Estradiol—SLC10A1—kidney—anemia	0.00834	0.0162	CbGeAlD
Ethinyl Estradiol—SLC10A1—gonad—anemia	0.00774	0.015	CbGeAlD
Ethinyl Estradiol—SLC10A1—digestive system—anemia	0.00708	0.0138	CbGeAlD
Ethinyl Estradiol—ABCB11—digestive system—anemia	0.007	0.0136	CbGeAlD
Ethinyl Estradiol—CYP2C8—blood plasma—anemia	0.00694	0.0135	CbGeAlD
Ethinyl Estradiol—ESR2—hematopoietic system—anemia	0.0068	0.0132	CbGeAlD
Ethinyl Estradiol—SHBG—hematopoietic system—anemia	0.00661	0.0129	CbGeAlD
Ethinyl Estradiol—CYP2B6—blood plasma—anemia	0.00622	0.0121	CbGeAlD
Ethinyl Estradiol—AOX1—nephron tubule—anemia	0.00611	0.0119	CbGeAlD
Ethinyl Estradiol—SLC10A1—endocrine gland—anemia	0.00585	0.0114	CbGeAlD
Ethinyl Estradiol—ABCB11—endocrine gland—anemia	0.00578	0.0112	CbGeAlD
Ethinyl Estradiol—ESR2—kidney—anemia	0.00557	0.0108	CbGeAlD
Ethinyl Estradiol—AOX1—kidney—anemia	0.00537	0.0104	CbGeAlD
Ethinyl Estradiol—SLC10A1—liver—anemia	0.00527	0.0103	CbGeAlD
Ethinyl Estradiol—AOX1—cortex of kidney—anemia	0.00523	0.0102	CbGeAlD
Ethinyl Estradiol—ESR1—embryo—anemia	0.00522	0.0101	CbGeAlD
Ethinyl Estradiol—ABCB11—liver—anemia	0.00521	0.0101	CbGeAlD
Ethinyl Estradiol—ESR2—gonad—anemia	0.00517	0.0101	CbGeAlD
Ethinyl Estradiol—SHBG—gonad—anemia	0.00503	0.00977	CbGeAlD
Ethinyl Estradiol—AOX1—gonad—anemia	0.00498	0.00968	CbGeAlD
Ethinyl Estradiol—ESR2—lymphoid tissue—anemia	0.00479	0.00931	CbGeAlD
Ethinyl Estradiol—ABCC2—nephron tubule—anemia	0.00477	0.00928	CbGeAlD
Ethinyl Estradiol—ESR2—digestive system—anemia	0.00473	0.00919	CbGeAlD
Ethinyl Estradiol—CYP3A4—blood plasma—anemia	0.0047	0.00914	CbGeAlD
Ethinyl Estradiol—ESR1—hematopoietic system—anemia	0.00466	0.00906	CbGeAlD
Ethinyl Estradiol—AOX1—digestive system—anemia	0.00455	0.00885	CbGeAlD
Ethinyl Estradiol—ESR2—blood—anemia	0.00451	0.00876	CbGeAlD
Ethinyl Estradiol—SHBG—blood—anemia	0.00438	0.00852	CbGeAlD
Ethinyl Estradiol—SHBG—bone marrow—anemia	0.00424	0.00824	CbGeAlD
Ethinyl Estradiol—ABCC2—kidney—anemia	0.00419	0.00815	CbGeAlD
Ethinyl Estradiol—ABCC2—cortex of kidney—anemia	0.00408	0.00794	CbGeAlD
Ethinyl Estradiol—ESR2—endocrine gland—anemia	0.00391	0.0076	CbGeAlD
Ethinyl Estradiol—CYP2C8—hematopoietic system—anemia	0.00384	0.00746	CbGeAlD
Ethinyl Estradiol—ESR1—kidney—anemia	0.00382	0.00742	CbGeAlD
Ethinyl Estradiol—SHBG—endocrine gland—anemia	0.0038	0.00739	CbGeAlD
Ethinyl Estradiol—AOX1—endocrine gland—anemia	0.00376	0.00731	CbGeAlD
Ethinyl Estradiol—ABCC2—digestive system—anemia	0.00356	0.00692	CbGeAlD
Ethinyl Estradiol—ESR1—gonad—anemia	0.00354	0.00689	CbGeAlD
Ethinyl Estradiol—ESR2—liver—anemia	0.00352	0.00685	CbGeAlD
Ethinyl Estradiol—CYP2B6—hematopoietic system—anemia	0.00344	0.00669	CbGeAlD
Ethinyl Estradiol—SHBG—liver—anemia	0.00343	0.00666	CbGeAlD
Ethinyl Estradiol—AOX1—liver—anemia	0.00339	0.00659	CbGeAlD
Ethinyl Estradiol—ABCC2—blood—anemia	0.00339	0.00659	CbGeAlD
Ethinyl Estradiol—ABCB1—blood plasma—anemia	0.00333	0.00647	CbGeAlD
Ethinyl Estradiol—ESR1—lymphoid tissue—anemia	0.00328	0.00638	CbGeAlD
Ethinyl Estradiol—ESR1—digestive system—anemia	0.00324	0.0063	CbGeAlD
Ethinyl Estradiol—CYP2B6—nephron tubule—anemia	0.00321	0.00624	CbGeAlD
Ethinyl Estradiol—CYP2C8—kidney—anemia	0.00315	0.00611	CbGeAlD
Ethinyl Estradiol—ESR1—blood—anemia	0.00309	0.006	CbGeAlD
Ethinyl Estradiol—ABCC2—endocrine gland—anemia	0.00294	0.00572	CbGeAlD
Ethinyl Estradiol—CYP2B6—kidney—anemia	0.00282	0.00548	CbGeAlD
Ethinyl Estradiol—ESR1—endocrine gland—anemia	0.00268	0.0052	CbGeAlD
Ethinyl Estradiol—ABCC2—liver—anemia	0.00265	0.00515	CbGeAlD
Ethinyl Estradiol—CYP2B6—gonad—anemia	0.00262	0.00509	CbGeAlD
Ethinyl Estradiol—CYP3A4—hematopoietic system—anemia	0.0026	0.00505	CbGeAlD
Ethinyl Estradiol—CYP2C8—blood—anemia	0.00254	0.00494	CbGeAlD
Ethinyl Estradiol—CYP2B6—lymphoid tissue—anemia	0.00242	0.00471	CbGeAlD
Ethinyl Estradiol—ESR1—liver—anemia	0.00241	0.00469	CbGeAlD
Ethinyl Estradiol—CYP2B6—digestive system—anemia	0.00239	0.00465	CbGeAlD
Ethinyl Estradiol—CYP2B6—blood—anemia	0.00228	0.00443	CbGeAlD
Ethinyl Estradiol—CYP2C8—endocrine gland—anemia	0.0022	0.00429	CbGeAlD
Ethinyl Estradiol—CYP3A4—kidney—anemia	0.00213	0.00414	CbGeAlD
Ethinyl Estradiol—ABCB1—embryo—anemia	0.00206	0.00401	CbGeAlD
Ethinyl Estradiol—Estradiol—UGT1A1—anemia	0.00205	0.191	CrCbGaD
Ethinyl Estradiol—CYP2C8—liver—anemia	0.00199	0.00386	CbGeAlD
Ethinyl Estradiol—CYP2B6—endocrine gland—anemia	0.00198	0.00385	CbGeAlD
Ethinyl Estradiol—Estropipate—CYP1A2—anemia	0.00185	0.172	CrCbGaD
Ethinyl Estradiol—ABCB1—hematopoietic system—anemia	0.00184	0.00358	CbGeAlD
Ethinyl Estradiol—CYP3A4—digestive system—anemia	0.00181	0.00351	CbGeAlD
Ethinyl Estradiol—CYP2B6—liver—anemia	0.00178	0.00347	CbGeAlD
Ethinyl Estradiol—CYP3A4—blood—anemia	0.00172	0.00335	CbGeAlD
Ethinyl Estradiol—ABCB1—nephron tubule—anemia	0.00172	0.00334	CbGeAlD
Ethinyl Estradiol—ABCB1—kidney—anemia	0.00151	0.00293	CbGeAlD
Ethinyl Estradiol—CYP3A4—endocrine gland—anemia	0.00149	0.0029	CbGeAlD
Ethinyl Estradiol—ABCB1—cortex of kidney—anemia	0.00147	0.00286	CbGeAlD
Ethinyl Estradiol—ABCB1—gonad—anemia	0.0014	0.00272	CbGeAlD
Ethinyl Estradiol—CYP3A4—liver—anemia	0.00135	0.00262	CbGeAlD
Ethinyl Estradiol—ABCB1—lymphoid tissue—anemia	0.0013	0.00252	CbGeAlD
Ethinyl Estradiol—ABCB1—digestive system—anemia	0.00128	0.00249	CbGeAlD
Ethinyl Estradiol—ABCB1—blood—anemia	0.00122	0.00237	CbGeAlD
Ethinyl Estradiol—ABCB1—bone marrow—anemia	0.00118	0.00229	CbGeAlD
Ethinyl Estradiol—Conjugated Estrogens—CYP1A2—anemia	0.00115	0.107	CrCbGaD
Ethinyl Estradiol—Estrone—CYP1A2—anemia	0.00115	0.107	CrCbGaD
Ethinyl Estradiol—Estropipate—ALB—anemia	0.00107	0.0994	CrCbGaD
Ethinyl Estradiol—ABCB1—endocrine gland—anemia	0.00106	0.00206	CbGeAlD
Ethinyl Estradiol—ABCB1—liver—anemia	0.000953	0.00185	CbGeAlD
Ethinyl Estradiol—Estradiol—CYP1A2—anemia	0.000871	0.0812	CrCbGaD
Ethinyl Estradiol—Norethindrone—ALB—anemia	0.000733	0.0683	CrCbGaD
Ethinyl Estradiol—Methyltestosterone—ALB—anemia	0.000696	0.0648	CrCbGaD
Ethinyl Estradiol—Estrone—ALB—anemia	0.000664	0.0619	CrCbGaD
Ethinyl Estradiol—Estradiol—ALB—anemia	0.000503	0.0469	CrCbGaD
Ethinyl Estradiol—CYP2B6—Metabolism—HBA2—anemia	0.000138	0.000291	CbGpPWpGaD
Ethinyl Estradiol—CYP2B6—Metabolism—NDUFA2—anemia	0.000138	0.000291	CbGpPWpGaD
Ethinyl Estradiol—CYP2B6—Metabolism—SLC4A1—anemia	0.000138	0.000291	CbGpPWpGaD
Ethinyl Estradiol—ABCB1—Integrated Pancreatic Cancer Pathway—ATM—anemia	0.000138	0.000291	CbGpPWpGaD
Ethinyl Estradiol—CYP2C8—Metabolism—NT5C3A—anemia	0.000138	0.00029	CbGpPWpGaD
Ethinyl Estradiol—CYP2C8—Metabolism—SUCLA2—anemia	0.000138	0.00029	CbGpPWpGaD
Ethinyl Estradiol—CYP2C8—Metabolism—GSS—anemia	0.000138	0.00029	CbGpPWpGaD
Ethinyl Estradiol—CYP2C8—Metabolism—DHODH—anemia	0.000138	0.00029	CbGpPWpGaD
Ethinyl Estradiol—CYP2C8—Metabolism—AMN—anemia	0.000138	0.00029	CbGpPWpGaD
Ethinyl Estradiol—ABCB11—Metabolism—DHFR—anemia	0.000136	0.000287	CbGpPWpGaD
Ethinyl Estradiol—SLC10A1—Metabolism—MTHFR—anemia	0.000136	0.000286	CbGpPWpGaD
Ethinyl Estradiol—ABCB1—Allograft Rejection—TNF—anemia	0.000134	0.000283	CbGpPWpGaD
