nodes	percent_of_prediction	percent_of_DWPC	metapath
L-Methionine—BHMT2—renal system—nephrolithiasis	0.0308	0.0582	CbGeAlD
L-Methionine—BHMT2—kidney—nephrolithiasis	0.0298	0.0563	CbGeAlD
L-Methionine—BHMT—nephron tubule—nephrolithiasis	0.0249	0.047	CbGeAlD
L-Methionine—BHMT—renal system—nephrolithiasis	0.0226	0.0427	CbGeAlD
L-Methionine—BHMT—kidney—nephrolithiasis	0.0218	0.0413	CbGeAlD
L-Methionine—SLC16A10—Amino acid transport across the plasma membrane—SLC3A1—nephrolithiasis	0.0217	0.0491	CbGpPWpGaD
L-Methionine—BHMT—cortex of kidney—nephrolithiasis	0.0213	0.0402	CbGeAlD
L-Methionine—MAT2B—Phase II conjugation—SLC26A1—nephrolithiasis	0.0199	0.0451	CbGpPWpGaD
L-Methionine—BHMT—Amino acid and derivative metabolism—GRHPR—nephrolithiasis	0.0172	0.0392	CbGpPWpGaD
L-Methionine—MAT2A—Phase II conjugation—SLC26A1—nephrolithiasis	0.0159	0.0361	CbGpPWpGaD
L-Methionine—L-Serine—AGXT—nephrolithiasis	0.0158	0.517	CrCbGaD
L-Methionine—MSRA—nephron tubule—nephrolithiasis	0.0157	0.0297	CbGeAlD
L-Methionine—BHMT—Amino acid and derivative metabolism—AGXT—nephrolithiasis	0.0154	0.0349	CbGpPWpGaD
L-Methionine—SLC16A10—Amino acid and oligopeptide SLC transporters—SLC3A1—nephrolithiasis	0.015	0.0341	CbGpPWpGaD
L-Methionine—MAT2B—nephron tubule—nephrolithiasis	0.0149	0.0281	CbGeAlD
L-Methionine—L-Alanine—AGXT—nephrolithiasis	0.0147	0.483	CrCbGaD
L-Methionine—MSRB2—nephron tubule—nephrolithiasis	0.0146	0.0276	CbGeAlD
L-Methionine—MSRB1—nephron tubule—nephrolithiasis	0.0144	0.0272	CbGeAlD
L-Methionine—MSRA—renal system—nephrolithiasis	0.0143	0.027	CbGeAlD
L-Methionine—MSRA—kidney—nephrolithiasis	0.0138	0.0261	CbGeAlD
L-Methionine—SLC16A10—Amino acid transport across the plasma membrane—SLC7A9—nephrolithiasis	0.0136	0.0309	CbGpPWpGaD
L-Methionine—MSRA—cortex of kidney—nephrolithiasis	0.0134	0.0254	CbGeAlD
L-Methionine—MSRB2—renal system—nephrolithiasis	0.0133	0.0251	CbGeAlD
L-Methionine—MAT1A—Phase II conjugation—SLC26A1—nephrolithiasis	0.0133	0.0301	CbGpPWpGaD
L-Methionine—MSRB1—renal system—nephrolithiasis	0.0131	0.0247	CbGeAlD
L-Methionine—MAT2B—cortex of kidney—nephrolithiasis	0.0127	0.024	CbGeAlD
L-Methionine—MARS—renal system—nephrolithiasis	0.0127	0.024	CbGeAlD
L-Methionine—MSRB1—kidney—nephrolithiasis	0.0126	0.0239	CbGeAlD
L-Methionine—MSRB2—cortex of kidney—nephrolithiasis	0.0125	0.0237	CbGeAlD
L-Methionine—MSRB1—cortex of kidney—nephrolithiasis	0.0123	0.0233	CbGeAlD
L-Methionine—MARS—kidney—nephrolithiasis	0.0123	0.0232	CbGeAlD
L-Methionine—MARS—cortex of kidney—nephrolithiasis	0.0119	0.0226	CbGeAlD
L-Methionine—MAT2B—Biological oxidations—SLC26A1—nephrolithiasis	0.0116	0.0264	CbGpPWpGaD
L-Methionine—MTRR—Phase II conjugation—SLC26A1—nephrolithiasis	0.0109	0.0247	CbGpPWpGaD
L-Methionine—METAP2—nephron tubule—nephrolithiasis	0.0104	0.0197	CbGeAlD
L-Methionine—MAT2A—nephron tubule—nephrolithiasis	0.00996	0.0188	CbGeAlD
