nodes	percent_of_prediction	percent_of_DWPC	metapath
L-Tyrosine—TH—locus ceruleus—alcohol dependence	0.0788	0.11	CbGeAlD
L-Tyrosine—TH—cerebellar cortex—alcohol dependence	0.0643	0.0894	CbGeAlD
L-Tyrosine—TH—pons—alcohol dependence	0.0454	0.0632	CbGeAlD
L-Tyrosine—TH—autonomic nervous system—alcohol dependence	0.0419	0.0583	CbGeAlD
L-Tyrosine—TH—Dopamine metabolism—MAOB—alcohol dependence	0.0306	0.118	CbGpPWpGaD
L-Tyrosine—TH—nerve—alcohol dependence	0.0236	0.0328	CbGeAlD
L-Tyrosine—TH—Dopamine metabolism—MAOA—alcohol dependence	0.0171	0.0661	CbGpPWpGaD
L-Tyrosine—YARS2—adrenal cortex—alcohol dependence	0.0157	0.0219	CbGeAlD
L-Tyrosine—TAT—blood—alcohol dependence	0.0155	0.0216	CbGeAlD
L-Tyrosine—TH—Alpha-synuclein signaling—MAOB—alcohol dependence	0.0153	0.059	CbGpPWpGaD
L-Tyrosine—TH—Biogenic Amine Synthesis—MAOA—alcohol dependence	0.0153	0.059	CbGpPWpGaD
L-Tyrosine—YARS—forebrain—alcohol dependence	0.015	0.0208	CbGeAlD
L-Tyrosine—TH—Nicotine Activity on Dopaminergic Neurons—DRD4—alcohol dependence	0.0146	0.0563	CbGpPWpGaD
L-Tyrosine—YARS2—pancreas—alcohol dependence	0.014	0.0194	CbGeAlD
L-Tyrosine—YARS—adrenal cortex—alcohol dependence	0.0139	0.0193	CbGeAlD
L-Tyrosine—TH—Nicotine Activity on Dopaminergic Neurons—DRD2—alcohol dependence	0.0136	0.0524	CbGpPWpGaD
L-Tyrosine—TAT—endocrine gland—alcohol dependence	0.0135	0.0187	CbGeAlD
L-Tyrosine—YARS—cardiovascular system—alcohol dependence	0.0127	0.0176	CbGeAlD
L-Tyrosine—TAT—nervous system—alcohol dependence	0.0126	0.0175	CbGeAlD
L-Tyrosine—YARS—pancreas—alcohol dependence	0.0123	0.0171	CbGeAlD
L-Tyrosine—TAT—liver—alcohol dependence	0.0121	0.0169	CbGeAlD
L-Tyrosine—TAT—central nervous system—alcohol dependence	0.0121	0.0169	CbGeAlD
L-Tyrosine—Acetaminophen—CNR1—alcohol dependence	0.012	0.535	CrCbGaD
L-Tyrosine—YARS—gonad—alcohol dependence	0.0115	0.016	CbGeAlD
L-Tyrosine—YARS2—blood—alcohol dependence	0.0114	0.0158	CbGeAlD
L-Tyrosine—YARS2—midbrain—alcohol dependence	0.0112	0.0156	CbGeAlD
L-Tyrosine—TH—Monoamine Transport—SLC6A4—alcohol dependence	0.0111	0.0427	CbGpPWpGaD
L-Tyrosine—YARS—digestive system—alcohol dependence	0.0105	0.0146	CbGeAlD
L-Tyrosine—TH—Dopaminergic Neurogenesis—SLC6A3—alcohol dependence	0.0104	0.0401	CbGpPWpGaD
L-Tyrosine—TH—Alpha-synuclein signaling—SLC6A3—alcohol dependence	0.0101	0.0391	CbGpPWpGaD
L-Tyrosine—TH—brainstem—alcohol dependence	0.0101	0.0141	CbGeAlD
L-Tyrosine—YARS—blood—alcohol dependence	0.01	0.0139	CbGeAlD
L-Tyrosine—YARS—midbrain—alcohol dependence	0.00988	0.0137	CbGeAlD
L-Tyrosine—TH—Monoamine Transport—SLC6A3—alcohol dependence	0.00986	0.0381	CbGpPWpGaD
L-Tyrosine—TH—forebrain—alcohol dependence	0.00976	0.0136	CbGeAlD
L-Tyrosine—SLC16A2—forebrain—alcohol dependence	0.00976	0.0136	CbGeAlD
L-Tyrosine—TAT—brain—alcohol dependence	0.00964	0.0134	CbGeAlD
L-Tyrosine—YARS2—testis—alcohol dependence	0.0094	0.0131	CbGeAlD
L-Tyrosine—TH—adrenal cortex—alcohol dependence	0.00904	0.0126	CbGeAlD
L-Tyrosine—SLC16A2—adrenal cortex—alcohol dependence	0.00904	0.0126	CbGeAlD
L-Tyrosine—YARS2—liver—alcohol dependence	0.00889	0.0124	CbGeAlD
L-Tyrosine—YARS2—cerebellum—alcohol dependence	0.00868	0.0121	CbGeAlD
L-Tyrosine—YARS—endocrine gland—alcohol dependence	0.00868	0.0121	CbGeAlD
L-Tyrosine—TH—Parkinsons Disease Pathway—SLC6A3—alcohol dependence	0.0086	0.0332	CbGpPWpGaD
L-Tyrosine—YARS—testis—alcohol dependence	0.00828	0.0115	CbGeAlD
L-Tyrosine—TH—cardiovascular system—alcohol dependence	0.00825	0.0115	CbGeAlD
L-Tyrosine—YARS—nervous system—alcohol dependence	0.00812	0.0113	CbGeAlD
L-Tyrosine—YARS—liver—alcohol dependence	0.00782	0.0109	CbGeAlD
L-Tyrosine—YARS—central nervous system—alcohol dependence	0.00782	0.0109	CbGeAlD
L-Tyrosine—YARS—cerebellum—alcohol dependence	0.00764	0.0106	CbGeAlD
L-Tyrosine—YARS2—brain—alcohol dependence	0.00705	0.00981	CbGeAlD
L-Tyrosine—TH—digestive system—alcohol dependence	0.00685	0.00953	CbGeAlD
L-Tyrosine—TH—midbrain—alcohol dependence	0.00645	0.00897	CbGeAlD
L-Tyrosine—YARS—brain—alcohol dependence	0.00621	0.00864	CbGeAlD
L-Tyrosine—YARS—Gene Expression—CCAR1—alcohol dependence	0.00619	0.0239	CbGpPWpGaD
L-Tyrosine—YARS2—Gene Expression—CCAR1—alcohol dependence	0.00619	0.0239	CbGpPWpGaD
L-Tyrosine—TAT—Amino acid and derivative metabolism—GOT2—alcohol dependence	0.006	0.0232	CbGpPWpGaD
L-Tyrosine—TH—endocrine gland—alcohol dependence	0.00566	0.00788	CbGeAlD
L-Tyrosine—SLC16A2—endocrine gland—alcohol dependence	0.00566	0.00788	CbGeAlD
L-Tyrosine—SLC16A2—testis—alcohol dependence	0.0054	0.00751	CbGeAlD
L-Tyrosine—TH—nervous system—alcohol dependence	0.0053	0.00737	CbGeAlD
L-Tyrosine—SLC16A2—nervous system—alcohol dependence	0.0053	0.00737	CbGeAlD
L-Tyrosine—TAT—Amino acid and derivative metabolism—GOT1—alcohol dependence	0.00518	0.02	CbGpPWpGaD
L-Tyrosine—SLC16A2—liver—alcohol dependence	0.0051	0.0071	CbGeAlD
L-Tyrosine—TH—central nervous system—alcohol dependence	0.0051	0.0071	CbGeAlD
L-Tyrosine—SLC16A2—central nervous system—alcohol dependence	0.0051	0.0071	CbGeAlD
L-Tyrosine—TH—cerebellum—alcohol dependence	0.00499	0.00694	CbGeAlD
L-Tyrosine—SLC16A2—cerebellum—alcohol dependence	0.00499	0.00694	CbGeAlD
L-Tyrosine—SLC16A10—gonad—alcohol dependence	0.00483	0.00672	CbGeAlD
L-Tyrosine—L-DOPA—DRD4—alcohol dependence	0.00425	0.19	CrCbGaD
L-Tyrosine—SLC16A10—blood—alcohol dependence	0.00421	0.00586	CbGeAlD
L-Tyrosine—TH—SIDS Susceptibility Pathways—CHRM2—alcohol dependence	0.00411	0.0159	CbGpPWpGaD
L-Tyrosine—SLC16A2—brain—alcohol dependence	0.00405	0.00564	CbGeAlD
L-Tyrosine—TH—brain—alcohol dependence	0.00405	0.00564	CbGeAlD
