nodes	percent_of_prediction	percent_of_DWPC	metapath
Ergocalciferol—CYP3A4—Temozolomide—brain cancer	0.189	0.487	CbGbCtD
Ergocalciferol—CYP3A4—Lomustine—brain cancer	0.161	0.414	CbGbCtD
Ergocalciferol—CYP3A4—Etoposide—brain cancer	0.0389	0.1	CbGbCtD
Ergocalciferol—CYP27B1—Nuclear Receptors in Lipid Metabolism and Toxicity—CYP2C9—brain cancer	0.0208	0.0455	CbGpPWpGaD
Ergocalciferol—CYP2R1—Cytochrome P450 - arranged by substrate type—CYP2C9—brain cancer	0.018	0.0395	CbGpPWpGaD
Ergocalciferol—CYP2R1—Oxidation by Cytochrome P450—CYP2C9—brain cancer	0.0178	0.039	CbGpPWpGaD
Ergocalciferol—CYP24A1—Nuclear Receptors in Lipid Metabolism and Toxicity—CYP2C9—brain cancer	0.0177	0.0387	CbGpPWpGaD
Ergocalciferol—VDR—Nuclear Receptors in Lipid Metabolism and Toxicity—CYP2C9—brain cancer	0.0148	0.0324	CbGpPWpGaD
Ergocalciferol—CYP2R1—Phase 1 - Functionalization of compounds—CYP2C9—brain cancer	0.0146	0.032	CbGpPWpGaD
Ergocalciferol—CYP27A1—Cytochrome P450 - arranged by substrate type—CYP2C9—brain cancer	0.0139	0.0305	CbGpPWpGaD
Ergocalciferol—CYP27A1—Oxidation by Cytochrome P450—CYP2C9—brain cancer	0.0137	0.0301	CbGpPWpGaD
Ergocalciferol—CYP2R1—endocrine gland—brain cancer	0.0132	0.168	CbGeAlD
Ergocalciferol—CYP27B1—Cytochrome P450 - arranged by substrate type—CYP2C9—brain cancer	0.0132	0.0289	CbGpPWpGaD
Ergocalciferol—CYP27B1—Oxidation by Cytochrome P450—CYP2C9—brain cancer	0.013	0.0285	CbGpPWpGaD
Ergocalciferol—Azotaemia—Lomustine—brain cancer	0.0124	0.174	CcSEcCtD
Ergocalciferol—CYP27A1—Phase 1 - Functionalization of compounds—CYP2C9—brain cancer	0.0113	0.0247	CbGpPWpGaD
Ergocalciferol—CYP24A1—Cytochrome P450 - arranged by substrate type—CYP2C9—brain cancer	0.0112	0.0246	CbGpPWpGaD
Ergocalciferol—AR—Coregulation of Androgen receptor activity—KDM4C—brain cancer	0.0112	0.0245	CbGpPWpGaD
Ergocalciferol—CYP24A1—Oxidation by Cytochrome P450—CYP2C9—brain cancer	0.0111	0.0242	CbGpPWpGaD
Ergocalciferol—CYP27B1—Phase 1 - Functionalization of compounds—CYP2C9—brain cancer	0.0107	0.0234	CbGpPWpGaD
Ergocalciferol—CYP24A1—Phase 1 - Functionalization of compounds—CYP2C9—brain cancer	0.00909	0.0199	CbGpPWpGaD
Ergocalciferol—VDR—Direct p53 effectors—HIC1—brain cancer	0.00831	0.0182	CbGpPWpGaD
Ergocalciferol—CYP2R1—Biological oxidations—CYP2C9—brain cancer	0.00776	0.017	CbGpPWpGaD
Ergocalciferol—CYP2R1—Metapathway biotransformation—CYP2C9—brain cancer	0.00766	0.0168	CbGpPWpGaD
Ergocalciferol—VDR—Ovarian Infertility Genes—ESR2—brain cancer	0.00719	0.0157	CbGpPWpGaD
Ergocalciferol—CYP27B1—endocrine gland—brain cancer	0.00646	0.0819	CbGeAlD
Ergocalciferol—VDR—Nuclear Receptors—ESR2—brain cancer	0.00627	0.0137	CbGpPWpGaD
Ergocalciferol—CYP27A1—Biological oxidations—CYP2C9—brain cancer	0.00599	0.0131	CbGpPWpGaD
Ergocalciferol—VDR—Validated transcriptional targets of TAp63 isoforms—SHH—brain cancer	0.00591	0.0129	CbGpPWpGaD
Ergocalciferol—CYP27A1—Metapathway biotransformation—CYP2C9—brain cancer	0.00591	0.0129	CbGpPWpGaD
Ergocalciferol—CYP27B1—Biological oxidations—CYP2C9—brain cancer	0.00568	0.0124	CbGpPWpGaD
Ergocalciferol—CYP27B1—Metapathway biotransformation—CYP2C9—brain cancer	0.0056	0.0123	CbGpPWpGaD
Ergocalciferol—VDR—Nuclear Receptor transcription pathway—ESR2—brain cancer	0.00495	0.0108	CbGpPWpGaD
Ergocalciferol—Azotaemia—Carmustine—brain cancer	0.00494	0.0691	CcSEcCtD
Ergocalciferol—AR—Notch-mediated HES/HEY network—HEY1—brain cancer	0.00489	0.0107	CbGpPWpGaD
Ergocalciferol—CYP24A1—Biological oxidations—CYP2C9—brain cancer	0.00483	0.0106	CbGpPWpGaD
Ergocalciferol—CYP24A1—Metapathway biotransformation—CYP2C9—brain cancer	0.00476	0.0104	CbGpPWpGaD
Ergocalciferol—Nocturia—Procarbazine—brain cancer	0.00453	0.0635	CcSEcCtD
Ergocalciferol—CYP24A1—endocrine gland—brain cancer	0.00448	0.0568	CbGeAlD
Ergocalciferol—CYP27A1—pituitary gland—brain cancer	0.00441	0.0559	CbGeAlD
Ergocalciferol—VDR—Ovarian Infertility Genes—CDK4—brain cancer	0.00438	0.00959	CbGpPWpGaD
Ergocalciferol—VDR—Direct p53 effectors—PMS2—brain cancer	0.00437	0.00956	CbGpPWpGaD
Ergocalciferol—VDR—Validated transcriptional targets of deltaNp63 isoforms—BRCA2—brain cancer	0.00434	0.00951	CbGpPWpGaD
Ergocalciferol—AR—FOXA1 transcription factor network—SHH—brain cancer	0.00429	0.00941	CbGpPWpGaD
Ergocalciferol—CYP27A1—medulla oblongata—brain cancer	0.00426	0.0539	CbGeAlD
Ergocalciferol—VDR—Validated transcriptional targets of deltaNp63 isoforms—HES1—brain cancer	0.0041	0.00899	CbGpPWpGaD
Ergocalciferol—Cholecalciferol—CYP2C9—brain cancer	0.00403	1	CrCbGaD
Ergocalciferol—CYP27A1—midbrain—brain cancer	0.00389	0.0493	CbGeAlD
Ergocalciferol—AR—Nuclear Receptors—ESR2—brain cancer	0.00386	0.00846	CbGpPWpGaD
Ergocalciferol—CYP27A1—spinal cord—brain cancer	0.0038	0.0481	CbGeAlD
Ergocalciferol—CYP3A4—Xenobiotics—CYP2C9—brain cancer	0.00351	0.00768	CbGpPWpGaD
Ergocalciferol—CYP27A1—endocrine gland—brain cancer	0.00342	0.0433	CbGeAlD
Ergocalciferol—CYP27A1—head—brain cancer	0.00337	0.0428	CbGeAlD
Ergocalciferol—CYP3A4—Tamoxifen metabolism—CYP2C9—brain cancer	0.00337	0.00738	CbGpPWpGaD
Ergocalciferol—VDR—pituitary gland—brain cancer	0.00318	0.0403	CbGeAlD
Ergocalciferol—CYP27A1—central nervous system—brain cancer	0.00308	0.039	CbGeAlD
Ergocalciferol—AR—Nuclear Receptor transcription pathway—ESR2—brain cancer	0.00305	0.00669	CbGpPWpGaD
Ergocalciferol—CYP27A1—cerebellum—brain cancer	0.00301	0.0381	CbGeAlD
Ergocalciferol—CYP2R1—Metabolism of lipids and lipoproteins—CYP2C9—brain cancer	0.00298	0.00653	CbGpPWpGaD
Ergocalciferol—AR—SIDS Susceptibility Pathways—HES5—brain cancer	0.00293	0.00642	CbGpPWpGaD
Ergocalciferol—AR—Coregulation of Androgen receptor activity—CDK6—brain cancer	0.00279	0.00612	CbGpPWpGaD
Ergocalciferol—AR—Notch-mediated HES/HEY network—HES1—brain cancer	0.00253	0.00554	CbGpPWpGaD
Ergocalciferol—VDR—endocrine gland—brain cancer	0.00247	0.0313	CbGeAlD
Ergocalciferol—VDR—Validated transcriptional targets of deltaNp63 isoforms—CDKN2A—brain cancer	0.00246	0.00539	CbGpPWpGaD
Ergocalciferol—CYP27A1—brain—brain cancer	0.00244	0.031	CbGeAlD
Ergocalciferol—VDR—head—brain cancer	0.00243	0.0309	CbGeAlD
Ergocalciferol—CYP3A4—Constitutive Androstane Receptor Pathway—CYP2C9—brain cancer	0.00241	0.00527	CbGpPWpGaD
Ergocalciferol—AR—telencephalon—brain cancer	0.00239	0.0302	CbGeAlD
Ergocalciferol—AR—Regulation of Androgen receptor activity—SIRT1—brain cancer	0.00238	0.00522	CbGpPWpGaD
Ergocalciferol—Pain—Carboplatin—brain cancer	0.00231	0.0323	CcSEcCtD
Ergocalciferol—CYP27A1—Metabolism of lipids and lipoproteins—CYP2C9—brain cancer	0.0023	0.00504	CbGpPWpGaD
Ergocalciferol—CYP3A4—Nuclear Receptors in Lipid Metabolism and Toxicity—CYP2C9—brain cancer	0.00229	0.00502	CbGpPWpGaD
Ergocalciferol—Mental disability—Carmustine—brain cancer	0.00228	0.032	CcSEcCtD
Ergocalciferol—Anorexia—Lomustine—brain cancer	0.00225	0.0315	CcSEcCtD
Ergocalciferol—Mental disability—Temozolomide—brain cancer	0.00221	0.0309	CcSEcCtD
Ergocalciferol—VDR—Validated transcriptional targets of TAp63 isoforms—CDKN2A—brain cancer	0.0022	0.00482	CbGpPWpGaD
Ergocalciferol—CYP27B1—Metabolism of lipids and lipoproteins—CYP2C9—brain cancer	0.00218	0.00478	CbGpPWpGaD
Ergocalciferol—CYP2R1—Metabolism of lipids and lipoproteins—IDH1—brain cancer	0.00218	0.00477	CbGpPWpGaD
Ergocalciferol—VDR—Regulation of nuclear SMAD2/3 signaling—CDK4—brain cancer	0.00208	0.00456	CbGpPWpGaD
Ergocalciferol—Decreased appetite—Lomustine—brain cancer	0.00205	0.0288	CcSEcCtD
Ergocalciferol—AR—gonad—brain cancer	0.00199	0.0252	CbGeAlD
Ergocalciferol—AR—pituitary gland—brain cancer	0.00194	0.0246	CbGeAlD
Ergocalciferol—CYP24A1—Metabolism of lipids and lipoproteins—CYP2C9—brain cancer	0.00186	0.00406	CbGpPWpGaD
Ergocalciferol—Anaemia—Procarbazine—brain cancer	0.0017	0.0238	CcSEcCtD
Ergocalciferol—CYP27A1—Metabolism of lipids and lipoproteins—IDH1—brain cancer	0.00168	0.00369	CbGpPWpGaD
Ergocalciferol—AR—spinal cord—brain cancer	0.00167	0.0212	CbGeAlD
Ergocalciferol—CYP27B1—Metabolism of lipids and lipoproteins—IDH1—brain cancer	0.0016	0.00349	CbGpPWpGaD
Ergocalciferol—Hypertension—Procarbazine—brain cancer	0.00159	0.0222	CcSEcCtD
Ergocalciferol—VDR—Direct p53 effectors—SPP1—brain cancer	0.00158	0.00347	CbGpPWpGaD
Ergocalciferol—AR—Androgen receptor signaling pathway—SIRT1—brain cancer	0.00158	0.00345	CbGpPWpGaD
Ergocalciferol—AR—Androgen receptor signaling pathway—CCNE1—brain cancer	0.00156	0.00341	CbGpPWpGaD
Ergocalciferol—VDR—Direct p53 effectors—PCNA—brain cancer	0.00156	0.00341	CbGpPWpGaD
Ergocalciferol—AR—endocrine gland—brain cancer	0.0015	0.0191	CbGeAlD
Ergocalciferol—AR—head—brain cancer	0.00149	0.0188	CbGeAlD
Ergocalciferol—CYP3A4—Cytochrome P450 - arranged by substrate type—CYP2C9—brain cancer	0.00146	0.00319	CbGpPWpGaD
Ergocalciferol—Weight decreased—Temozolomide—brain cancer	0.00144	0.0202	CcSEcCtD
Ergocalciferol—CYP3A4—Oxidation by Cytochrome P450—CYP2C9—brain cancer	0.00144	0.00315	CbGpPWpGaD
