nodes	percent_of_prediction	percent_of_DWPC	metapath
Amlodipine—ABCB1—ovarian cancer	0.218	1	CbGaD
Amlodipine—CYP3A7—Paclitaxel—ovarian cancer	0.036	0.0845	CbGbCtD
Amlodipine—CYP3A7-CYP3A51P—Paclitaxel—ovarian cancer	0.036	0.0845	CbGbCtD
Amlodipine—ABCB1—Topotecan—ovarian cancer	0.0355	0.0833	CbGbCtD
Amlodipine—CYP3A5—Paclitaxel—ovarian cancer	0.027	0.0634	CbGbCtD
Amlodipine—CYP3A7-CYP3A51P—Docetaxel—ovarian cancer	0.026	0.0611	CbGbCtD
Amlodipine—CYP3A7—Docetaxel—ovarian cancer	0.026	0.0611	CbGbCtD
Amlodipine—CYP2C8—Paclitaxel—ovarian cancer	0.026	0.061	CbGbCtD
Amlodipine—ABCB1—Vinorelbine—ovarian cancer	0.025	0.0587	CbGbCtD
Amlodipine—CYP2D6—Vinorelbine—ovarian cancer	0.0236	0.0553	CbGbCtD
Amlodipine—CYP3A4—Topotecan—ovarian cancer	0.0213	0.0499	CbGbCtD
Amlodipine—CYP3A5—Docetaxel—ovarian cancer	0.0195	0.0458	CbGbCtD
Amlodipine—CYP2B6—Doxorubicin—ovarian cancer	0.0185	0.0434	CbGbCtD
Amlodipine—CYP2C9—Paclitaxel—ovarian cancer	0.0181	0.0425	CbGbCtD
Amlodipine—ABCB1—Paclitaxel—ovarian cancer	0.0176	0.0413	CbGbCtD
Amlodipine—CYP3A4—Vinorelbine—ovarian cancer	0.015	0.0352	CbGbCtD
Amlodipine—ABCB1—Docetaxel—ovarian cancer	0.0127	0.0298	CbGbCtD
Amlodipine—CYP3A4—Paclitaxel—ovarian cancer	0.0105	0.0247	CbGbCtD
Amlodipine—ABCB1—Doxorubicin—ovarian cancer	0.00947	0.0222	CbGbCtD
Amlodipine—CYP2D6—Doxorubicin—ovarian cancer	0.00893	0.021	CbGbCtD
Amlodipine—CYP3A4—Docetaxel—ovarian cancer	0.00761	0.0179	CbGbCtD
Amlodipine—CYP3A4—Doxorubicin—ovarian cancer	0.00568	0.0133	CbGbCtD
Amlodipine—CACNA2D3—decidua—ovarian cancer	0.0031	0.0481	CbGeAlD
Amlodipine—SMPD1—decidua—ovarian cancer	0.00234	0.0363	CbGeAlD
Amlodipine—CACNA2D3—bone marrow—ovarian cancer	0.0023	0.0357	CbGeAlD
Amlodipine—CACNA2D3—female gonad—ovarian cancer	0.00222	0.0344	CbGeAlD
Amlodipine—CACNA2D3—vagina—ovarian cancer	0.00221	0.0342	CbGeAlD
Amlodipine—SMPD1—gonad—ovarian cancer	0.00206	0.032	CbGeAlD
Amlodipine—CACNA2D3—testis—ovarian cancer	0.00197	0.0305	CbGeAlD
Amlodipine—CACNA1B—testis—ovarian cancer	0.00185	0.0287	CbGeAlD
Amlodipine—SMPD1—female reproductive system—ovarian cancer	0.00184	0.0286	CbGeAlD
Amlodipine—CACNA1C—myometrium—ovarian cancer	0.00175	0.0271	CbGeAlD
Amlodipine—SMPD1—female gonad—ovarian cancer	0.00168	0.026	CbGeAlD
Amlodipine—SMPD1—vagina—ovarian cancer	0.00167	0.0258	CbGeAlD
Amlodipine—SMPD1—testis—ovarian cancer	0.00149	0.0231	CbGeAlD
Amlodipine—CACNA1D—uterine cervix—ovarian cancer	0.00148	0.0229	CbGeAlD
Amlodipine—CACNA2D3—lymph node—ovarian cancer	0.00143	0.0221	CbGeAlD
