nodes	percent_of_prediction	percent_of_DWPC	metapath
Gefitinib—ORM1—Bupropion—obesity	0.116	0.253	CbGbCtD
Gefitinib—ALB—obesity	0.0884	1	CbGaD
Gefitinib—CYP2C9—Phentermine—obesity	0.0309	0.0674	CbGbCtD
Gefitinib—CYP3A5—Cimetidine—obesity	0.0288	0.0627	CbGbCtD
Gefitinib—CYP2D6—Phentermine—obesity	0.0283	0.0616	CbGbCtD
Gefitinib—CYP2C9—Bupropion—obesity	0.0263	0.0573	CbGbCtD
Gefitinib—CYP2D6—Bupropion—obesity	0.024	0.0524	CbGbCtD
Gefitinib—CYP3A4—Sibutramine—obesity	0.0237	0.0517	CbGbCtD
Gefitinib—CYP2C19—Cimetidine—obesity	0.0232	0.0506	CbGbCtD
Gefitinib—CYP2D6—Methamphetamine—obesity	0.0226	0.0493	CbGbCtD
Gefitinib—CYP2C9—Cimetidine—obesity	0.0193	0.042	CbGbCtD
Gefitinib—ABCB1—Cimetidine—obesity	0.0187	0.0408	CbGbCtD
Gefitinib—CYP3A4—Benzphetamine—obesity	0.018	0.0392	CbGbCtD
Gefitinib—CYP2D6—Cimetidine—obesity	0.0176	0.0385	CbGbCtD
Gefitinib—CYP3A4—Bupropion—obesity	0.0153	0.0333	CbGbCtD
Gefitinib—CYP2C19—Topiramate—obesity	0.0152	0.0331	CbGbCtD
Gefitinib—CYP3A4—Orlistat—obesity	0.0125	0.0272	CbGbCtD
Gefitinib—CYP3A4—Cimetidine—obesity	0.0112	0.0245	CbGbCtD
Gefitinib—CYP3A4—Topiramate—obesity	0.00734	0.016	CbGbCtD
Gefitinib—ORM1—bile—obesity	0.00509	0.0548	CbGeAlD
Gefitinib—MAP3K19—respiratory system—obesity	0.00208	0.0224	CbGeAlD
Gefitinib—SBK1—pituitary gland—obesity	0.00199	0.0214	CbGeAlD
Gefitinib—MAP2K5—hindbrain—obesity	0.00176	0.019	CbGeAlD
Gefitinib—CHEK2—pituitary gland—obesity	0.00173	0.0186	CbGeAlD
Gefitinib—CHEK2—adipose tissue—obesity	0.00172	0.0185	CbGeAlD
Gefitinib—CSNK1E—islet of Langerhans—obesity	0.00171	0.0184	CbGeAlD
Gefitinib—IRAK4—islet of Langerhans—obesity	0.00169	0.0181	CbGeAlD
Gefitinib—CSNK1E—respiratory system—obesity	0.00162	0.0174	CbGeAlD
Gefitinib—MKNK2—islet of Langerhans—obesity	0.00157	0.0169	CbGeAlD
Gefitinib—IRAK1—islet of Langerhans—obesity	0.00157	0.0169	CbGeAlD
Gefitinib—ERBB3—respiratory system—obesity	0.00156	0.0168	CbGeAlD
Gefitinib—CHEK2—adrenal gland—obesity	0.00155	0.0166	CbGeAlD
Gefitinib—HIPK4—endocrine gland—obesity	0.00152	0.0164	CbGeAlD
Gefitinib—MKNK2—respiratory system—obesity	0.00148	0.016	CbGeAlD
Gefitinib—ORM1—gall bladder—obesity	0.00141	0.0152	CbGeAlD
Gefitinib—CSNK1E—adrenal cortex—obesity	0.00136	0.0146	CbGeAlD
Gefitinib—IRAK4—adrenal cortex—obesity	0.00134	0.0144	CbGeAlD
Gefitinib—MKNK2—adrenal cortex—obesity	0.00125	0.0134	CbGeAlD
Gefitinib—ALB—gall bladder—obesity	0.00124	0.0133	CbGeAlD
Gefitinib—MKNK1—adrenal cortex—obesity	0.00123	0.0132	CbGeAlD
Gefitinib—STK10—respiratory system—obesity	0.00121	0.013	CbGeAlD
Gefitinib—EPHA6—endocrine gland—obesity	0.0012	0.0129	CbGeAlD
Gefitinib—MKNK2—cardiovascular system—obesity	0.00114	0.0122	CbGeAlD
Gefitinib—EGFR—adipose tissue—obesity	0.00114	0.0122	CbGeAlD
Gefitinib—MKNK1—cardiovascular system—obesity	0.00112	0.0121	CbGeAlD
Gefitinib—CSNK1E—pituitary gland—obesity	0.0011	0.0118	CbGeAlD
Gefitinib—CSNK1E—adipose tissue—obesity	0.00109	0.0118	CbGeAlD
Gefitinib—IRAK4—pituitary gland—obesity	0.00108	0.0116	CbGeAlD
Gefitinib—IRAK4—adipose tissue—obesity	0.00108	0.0116	CbGeAlD
Gefitinib—ERBB3—adipose tissue—obesity	0.00105	0.0113	CbGeAlD
Gefitinib—CSNK1E—digestive system—obesity	0.00103	0.0111	CbGeAlD
Gefitinib—EGFR—adrenal gland—obesity	0.00102	0.011	CbGeAlD
Gefitinib—MKNK2—pituitary gland—obesity	0.00101	0.0108	CbGeAlD
Gefitinib—MKNK2—adipose tissue—obesity	0.001	0.0108	CbGeAlD
Gefitinib—IRAK1—adipose tissue—obesity	0.001	0.0108	CbGeAlD
Gefitinib—MKNK1—pituitary gland—obesity	0.000994	0.0107	CbGeAlD
Gefitinib—ERBB3—digestive system—obesity	0.000992	0.0107	CbGeAlD
Gefitinib—MKNK1—adipose tissue—obesity	0.00099	0.0106	CbGeAlD
Gefitinib—CSNK1E—adrenal gland—obesity	0.00098	0.0105	CbGeAlD
Gefitinib—IRAK4—adrenal gland—obesity	0.000965	0.0104	CbGeAlD
Gefitinib—MKNK2—digestive system—obesity	0.000943	0.0102	CbGeAlD
Gefitinib—MKNK1—digestive system—obesity	0.000932	0.01	CbGeAlD
Gefitinib—STK10—cardiovascular system—obesity	0.000924	0.00994	CbGeAlD
Gefitinib—MAP2K5—adrenal cortex—obesity	0.000904	0.00973	CbGeAlD
Gefitinib—MKNK2—adrenal gland—obesity	0.000899	0.00967	CbGeAlD
Gefitinib—IRAK1—adrenal gland—obesity	0.000899	0.00967	CbGeAlD
Gefitinib—Erlotinib—NR1I2—obesity	0.000895	0.138	CrCbGaD
Gefitinib—MKNK1—adrenal gland—obesity	0.000888	0.00955	CbGeAlD
Gefitinib—Bosutinib—RPS6KB1—obesity	0.000856	0.132	CrCbGaD
Gefitinib—CSNK1E—endocrine gland—obesity	0.00085	0.00914	CbGeAlD
Gefitinib—MAP2K5—cardiovascular system—obesity	0.000825	0.00888	CbGeAlD
Gefitinib—ERBB3—endocrine gland—obesity	0.00082	0.00882	CbGeAlD
Gefitinib—STK10—adipose tissue—obesity	0.000815	0.00877	CbGeAlD
Gefitinib—EGFR—liver—obesity	0.000797	0.00857	CbGeAlD
Gefitinib—MKNK2—endocrine gland—obesity	0.00078	0.00839	CbGeAlD
Gefitinib—MKNK1—endocrine gland—obesity	0.00077	0.00828	CbGeAlD
Gefitinib—STK10—digestive system—obesity	0.000767	0.00825	CbGeAlD
Gefitinib—CSNK1E—liver—obesity	0.000766	0.00824	CbGeAlD
Gefitinib—IRAK4—liver—obesity	0.000754	0.00811	CbGeAlD
Gefitinib—ERBB3—liver—obesity	0.000739	0.00795	CbGeAlD
Gefitinib—STK10—adrenal gland—obesity	0.000731	0.00787	CbGeAlD
Gefitinib—MAP2K5—pituitary gland—obesity	0.000731	0.00786	CbGeAlD
Gefitinib—MAP2K5—adipose tissue—obesity	0.000728	0.00783	CbGeAlD
Gefitinib—MKNK2—liver—obesity	0.000703	0.00756	CbGeAlD
Gefitinib—IRAK1—liver—obesity	0.000703	0.00756	CbGeAlD
Gefitinib—MKNK1—liver—obesity	0.000694	0.00747	CbGeAlD
Gefitinib—MAP2K5—adrenal gland—obesity	0.000653	0.00702	CbGeAlD
Gefitinib—STK10—endocrine gland—obesity	0.000634	0.00682	CbGeAlD
Gefitinib—CYP2D6—hindbrain—obesity	0.000588	0.00633	CbGeAlD
Gefitinib—Eye pain—Bupropion—obesity	0.000586	0.00361	CcSEcCtD
Gefitinib—Gastrointestinal disorder—Phentermine—obesity	0.000582	0.00359	CcSEcCtD
Gefitinib—Fatigue—Phentermine—obesity	0.000581	0.00358	CcSEcCtD
Gefitinib—Constipation—Phentermine—obesity	0.000577	0.00355	CcSEcCtD
Gefitinib—Dry skin—Orlistat—obesity	0.000575	0.00354	CcSEcCtD
Gefitinib—STK10—liver—obesity	0.000572	0.00615	CbGeAlD
Gefitinib—Hypokalaemia—Orlistat—obesity	0.000571	0.00352	CcSEcCtD
Gefitinib—MAP2K5—endocrine gland—obesity	0.000566	0.00609	CbGeAlD
Gefitinib—Diarrhoea—Phendimetrazine—obesity	0.000564	0.00348	CcSEcCtD
Gefitinib—Dehydration—Sibutramine—obesity	0.000564	0.00348	CcSEcCtD
Gefitinib—Dermatitis exfoliative—Bupropion—obesity	0.000561	0.00346	CcSEcCtD
Gefitinib—Dry skin—Sibutramine—obesity	0.000556	0.00343	CcSEcCtD
Gefitinib—Hypokalaemia—Sibutramine—obesity	0.000552	0.0034	CcSEcCtD
Gefitinib—Acne—Topiramate—obesity	0.000552	0.0034	CcSEcCtD
Gefitinib—Thrombocytopenia—Cimetidine—obesity	0.000546	0.00337	CcSEcCtD
Gefitinib—Aspartate aminotransferase increased—Sibutramine—obesity	0.000546	0.00337	CcSEcCtD
Gefitinib—Nausea—Benzphetamine—obesity	0.000538	0.00331	CcSEcCtD
Gefitinib—Urticaria—Phentermine—obesity	0.000536	0.0033	CcSEcCtD
Gefitinib—Alanine aminotransferase increased—Sibutramine—obesity	0.000535	0.0033	CcSEcCtD
Gefitinib—Abdominal pain—Phentermine—obesity	0.000533	0.00329	CcSEcCtD
Gefitinib—Pancreatitis—Orlistat—obesity	0.000531	0.00327	CcSEcCtD
Gefitinib—Dyspnoea—Diethylpropion—obesity	0.000523	0.00322	CcSEcCtD
Gefitinib—Hypersensitivity—Phenylpropanolamine—obesity	0.000519	0.0032	CcSEcCtD
Gefitinib—CYP3A5—islet of Langerhans—obesity	0.000515	0.00554	CbGeAlD
Gefitinib—MAP2K5—liver—obesity	0.00051	0.00549	CbGeAlD
Gefitinib—Gastrointestinal disorder—Diethylpropion—obesity	0.000506	0.00312	CcSEcCtD
Gefitinib—Constipation—Diethylpropion—obesity	0.000502	0.00309	CcSEcCtD
Gefitinib—Drug interaction—Topiramate—obesity	0.0005	0.00308	CcSEcCtD
Gefitinib—CYP1A1—respiratory system—obesity	0.000498	0.00535	CbGeAlD
Gefitinib—Minaprine—DRD1—obesity	0.000494	0.076	CrCbGaD
Gefitinib—Dehydration—Bupropion—obesity	0.000492	0.00303	CcSEcCtD
Gefitinib—Nausea—Phendimetrazine—obesity	0.00049	0.00302	CcSEcCtD
Gefitinib—CYP3A5—respiratory system—obesity	0.000487	0.00524	CbGeAlD
Gefitinib—Dry skin—Bupropion—obesity	0.000485	0.00299	CcSEcCtD
Gefitinib—Asthenia—Phentermine—obesity	0.000484	0.00298	CcSEcCtD
