nodes	percent_of_prediction	percent_of_DWPC	metapath
Chlorphenamine—Mepyramine—Rosiglitazone—type 2 diabetes mellitus	0.164	0.418	CrCrCtD
Chlorphenamine—Chloropyramine—Rosiglitazone—type 2 diabetes mellitus	0.147	0.376	CrCrCtD
Chlorphenamine—CYP3A4—type 2 diabetes mellitus	0.123	1	CbGaD
Chlorphenamine—Tripelennamine—Rosiglitazone—type 2 diabetes mellitus	0.0806	0.206	CrCrCtD
Chlorphenamine—CYP3A7—Nateglinide—type 2 diabetes mellitus	0.0282	0.0942	CbGbCtD
Chlorphenamine—CYP3A7-CYP3A51P—Nateglinide—type 2 diabetes mellitus	0.0282	0.0942	CbGbCtD
Chlorphenamine—SLC22A2—Metformin—type 2 diabetes mellitus	0.0211	0.0707	CbGbCtD
Chlorphenamine—CYP3A5—Nateglinide—type 2 diabetes mellitus	0.0211	0.0707	CbGbCtD
Chlorphenamine—SLC22A1—Metformin—type 2 diabetes mellitus	0.0184	0.0614	CbGbCtD
Chlorphenamine—CYP2D6—Pioglitazone—type 2 diabetes mellitus	0.0171	0.0572	CbGbCtD
Chlorphenamine—CYP3A4—Linagliptin—type 2 diabetes mellitus	0.0169	0.0564	CbGbCtD
Chlorphenamine—CYP2D6—Rosiglitazone—type 2 diabetes mellitus	0.0158	0.0528	CbGbCtD
Chlorphenamine—CYP3A4—Sitagliptin—type 2 diabetes mellitus	0.015	0.0503	CbGbCtD
Chlorphenamine—CYP3A4—Glipizide—type 2 diabetes mellitus	0.0138	0.046	CbGbCtD
Chlorphenamine—CYP3A5—Losartan—type 2 diabetes mellitus	0.0131	0.0437	CbGbCtD
Chlorphenamine—CYP2D6—Nateglinide—type 2 diabetes mellitus	0.013	0.0433	CbGbCtD
Chlorphenamine—CYP2D6—Irbesartan—type 2 diabetes mellitus	0.0124	0.0415	CbGbCtD
Chlorphenamine—CYP3A4—Repaglinide—type 2 diabetes mellitus	0.012	0.0402	CbGbCtD
