nodes	percent_of_prediction	percent_of_DWPC	metapath
Cladribine—ABCG2—Vemurafenib—melanoma	0.159	0.498	CbGbCtD
Cladribine—ABCG2—Dactinomycin—melanoma	0.106	0.331	CbGbCtD
Cladribine—ABCG2—Docetaxel—melanoma	0.0547	0.171	CbGbCtD
Cladribine—POLE3—hair follicle—melanoma	0.00821	0.0828	CbGeAlD
Cladribine—POLE4—skin of body—melanoma	0.00735	0.0741	CbGeAlD
Cladribine—POLE2—mammalian vulva—melanoma	0.00586	0.0591	CbGeAlD
Cladribine—PNP—Paclitaxel—Docetaxel—melanoma	0.00543	1	CbGdCrCtD
Cladribine—POLE4—head—melanoma	0.0048	0.0484	CbGeAlD
Cladribine—RRM2B—eye—melanoma	0.00434	0.0437	CbGeAlD
Cladribine—RRM1—hair follicle—melanoma	0.00429	0.0432	CbGeAlD
Cladribine—POLE3—eye—melanoma	0.0041	0.0413	CbGeAlD
Cladribine—RRM2B—mammalian vulva—melanoma	0.00344	0.0347	CbGeAlD
Cladribine—POLE3—mammalian vulva—melanoma	0.00325	0.0328	CbGeAlD
Cladribine—SLC28A3—mammalian vulva—melanoma	0.00304	0.0307	CbGeAlD
Cladribine—POLE2—lymph node—melanoma	0.00294	0.0296	CbGeAlD
Cladribine—POLA1—retina—melanoma	0.00267	0.0269	CbGeAlD
Cladribine—PNP—head—melanoma	0.00265	0.0267	CbGeAlD
Cladribine—POLE—mammalian vulva—melanoma	0.00248	0.025	CbGeAlD
Cladribine—RRM2B—head—melanoma	0.00246	0.0248	CbGeAlD
Cladribine—POLE3—head—melanoma	0.00233	0.0235	CbGeAlD
Cladribine—NR5A1—head—melanoma	0.00225	0.0227	CbGeAlD
Cladribine—RRM2—skin of body—melanoma	0.00224	0.0226	CbGeAlD
Cladribine—RRM1—eye—melanoma	0.00214	0.0216	CbGeAlD
Cladribine—POLA1—mammalian vulva—melanoma	0.00214	0.0216	CbGeAlD
Cladribine—RRM1—retina—melanoma	0.00212	0.0214	CbGeAlD
Cladribine—RRM2—mammalian vulva—melanoma	0.00204	0.0206	CbGeAlD
Cladribine—RRM1—skin of body—melanoma	0.00186	0.0188	CbGeAlD
Cladribine—POLE—head—melanoma	0.00178	0.0179	CbGeAlD
Cladribine—RRM2B—lymph node—melanoma	0.00172	0.0174	CbGeAlD
Cladribine—RRM1—mammalian vulva—melanoma	0.0017	0.0171	CbGeAlD
Cladribine—DCK—retina—melanoma	0.00165	0.0166	CbGeAlD
Cladribine—POLE3—lymph node—melanoma	0.00163	0.0164	CbGeAlD
Cladribine—RRM2—head—melanoma	0.00146	0.0147	CbGeAlD
Cladribine—DCK—mammalian vulva—melanoma	0.00132	0.0133	CbGeAlD
Cladribine—POLE—lymph node—melanoma	0.00124	0.0125	CbGeAlD
Cladribine—RRM1—head—melanoma	0.00121	0.0122	CbGeAlD
Cladribine—POLA1—lymph node—melanoma	0.00107	0.0108	CbGeAlD
Cladribine—RRM2—lymph node—melanoma	0.00102	0.0103	CbGeAlD
Cladribine—DCK—head—melanoma	0.000943	0.00951	CbGeAlD
Cladribine—RRM1—lymph node—melanoma	0.00085	0.00857	CbGeAlD
Cladribine—SLC22A1—head—melanoma	0.000804	0.00811	CbGeAlD
Cladribine—ABCG2—mammalian vulva—melanoma	0.000735	0.00742	CbGeAlD
Cladribine—DCK—lymph node—melanoma	0.00066	0.00666	CbGeAlD
Cladribine—Chills—Bleomycin—melanoma	0.000528	0.00187	CcSEcCtD
Cladribine—Hepatobiliary disease—Temozolomide—melanoma	0.000523	0.00185	CcSEcCtD
Cladribine—Alopecia—Bleomycin—melanoma	0.00052	0.00184	CcSEcCtD
Cladribine—Erythema multiforme—Dactinomycin—melanoma	0.000519	0.00184	CcSEcCtD
Cladribine—Haemoglobin—Carmustine—melanoma	0.000517	0.00183	CcSEcCtD
Cladribine—Haemorrhage—Carmustine—melanoma	0.000514	0.00182	CcSEcCtD
Cladribine—Erythema—Bleomycin—melanoma	0.000513	0.00181	CcSEcCtD
Cladribine—Hypersensitivity—Vemurafenib—melanoma	0.000509	0.0018	CcSEcCtD
Cladribine—Oedema peripheral—Carmustine—melanoma	0.000506	0.00179	CcSEcCtD
Cladribine—Connective tissue disorder—Carmustine—melanoma	0.000505	0.00179	CcSEcCtD
Cladribine—Atrial fibrillation—Docetaxel—melanoma	0.000504	0.00178	CcSEcCtD
Cladribine—Renal impairment—Docetaxel—melanoma	0.000502	0.00177	CcSEcCtD
Cladribine—Haemoglobin—Temozolomide—melanoma	0.000499	0.00177	CcSEcCtD
Cladribine—Haemorrhage—Temozolomide—melanoma	0.000497	0.00176	CcSEcCtD
Cladribine—Asthenia—Vemurafenib—melanoma	0.000495	0.00175	CcSEcCtD
Cladribine—Pharyngitis—Temozolomide—melanoma	0.000493	0.00174	CcSEcCtD
Cladribine—Chills—Dactinomycin—melanoma	0.000493	0.00174	CcSEcCtD
Cladribine—Urinary tract disorder—Temozolomide—melanoma	0.00049	0.00173	CcSEcCtD
Cladribine—Oedema peripheral—Temozolomide—melanoma	0.000489	0.00173	CcSEcCtD
Cladribine—Cardiac failure—Docetaxel—melanoma	0.000489	0.00173	CcSEcCtD
Cladribine—Pruritus—Vemurafenib—melanoma	0.000488	0.00173	CcSEcCtD
Cladribine—Connective tissue disorder—Temozolomide—melanoma	0.000488	0.00173	CcSEcCtD
Cladribine—Lethargy—Docetaxel—melanoma	0.000487	0.00172	CcSEcCtD
Cladribine—Urethral disorder—Temozolomide—melanoma	0.000487	0.00172	CcSEcCtD
Cladribine—Alopecia—Dactinomycin—melanoma	0.000485	0.00172	CcSEcCtD
Cladribine—Eye disorder—Carmustine—melanoma	0.00048	0.0017	CcSEcCtD
Cladribine—Erythema—Dactinomycin—melanoma	0.000478	0.00169	CcSEcCtD
Cladribine—Pain in extremity—Docetaxel—melanoma	0.000477	0.00169	CcSEcCtD
Cladribine—Ill-defined disorder—Bleomycin—melanoma	0.000476	0.00168	CcSEcCtD
Cladribine—Anaemia—Bleomycin—melanoma	0.000474	0.00167	CcSEcCtD
Cladribine—Diarrhoea—Vemurafenib—melanoma	0.000472	0.00167	CcSEcCtD
Cladribine—Erythema multiforme—Temozolomide—melanoma	0.00047	0.00166	CcSEcCtD
Cladribine—Eye disorder—Temozolomide—melanoma	0.000464	0.00164	CcSEcCtD
Cladribine—Malaise—Bleomycin—melanoma	0.000462	0.00163	CcSEcCtD
Cladribine—Cardiac disorder—Temozolomide—melanoma	0.000461	0.00163	CcSEcCtD
Cladribine—Arrhythmia—Carmustine—melanoma	0.000459	0.00162	CcSEcCtD
Cladribine—Dizziness—Vemurafenib—melanoma	0.000457	0.00161	CcSEcCtD
Cladribine—Alopecia—Carmustine—melanoma	0.000454	0.00161	CcSEcCtD
Cladribine—Angiopathy—Temozolomide—melanoma	0.000451	0.00159	CcSEcCtD
Cladribine—Mental disorder—Carmustine—melanoma	0.00045	0.00159	CcSEcCtD
Cladribine—Ataxia—Docetaxel—melanoma	0.000449	0.00159	CcSEcCtD
Cladribine—Immune system disorder—Temozolomide—melanoma	0.000449	0.00159	CcSEcCtD
Cladribine—Mediastinal disorder—Temozolomide—melanoma	0.000448	0.00158	CcSEcCtD
Cladribine—Malnutrition—Carmustine—melanoma	0.000447	0.00158	CcSEcCtD
Cladribine—Erythema—Carmustine—melanoma	0.000447	0.00158	CcSEcCtD
Cladribine—Cough—Bleomycin—melanoma	0.000447	0.00158	CcSEcCtD
Cladribine—Chills—Temozolomide—melanoma	0.000446	0.00158	CcSEcCtD
Cladribine—Ill-defined disorder—Dactinomycin—melanoma	0.000444	0.00157	CcSEcCtD
Cladribine—Anaemia—Dactinomycin—melanoma	0.000442	0.00156	CcSEcCtD
Cladribine—Vomiting—Vemurafenib—melanoma	0.000439	0.00155	CcSEcCtD
Cladribine—Alopecia—Temozolomide—melanoma	0.000439	0.00155	CcSEcCtD
Cladribine—Chest pain—Bleomycin—melanoma	0.000436	0.00154	CcSEcCtD
Cladribine—Myalgia—Bleomycin—melanoma	0.000436	0.00154	CcSEcCtD
Cladribine—Rash—Vemurafenib—melanoma	0.000435	0.00154	CcSEcCtD
