nodes	percent_of_prediction	percent_of_DWPC	metapath
Equilin—SHBG—Nongenotropic Androgen signaling—PTK2—malignant glioma	0.0717	0.0774	CbGpPWpGaD
Equilin—SHBG—Nongenotropic Androgen signaling—RAF1—malignant glioma	0.0408	0.044	CbGpPWpGaD
Equilin—Ethinyl Estradiol—CYP2B6—malignant glioma	0.0386	0.534	CrCbGaD
Equilin—Estrone—CYP2B6—malignant glioma	0.0336	0.465	CrCbGaD
Equilin—HSD17B1—Metabolism—RTEL1—malignant glioma	0.0269	0.0291	CbGpPWpGaD
Equilin—SHBG—Nongenotropic Androgen signaling—PIK3CA—malignant glioma	0.0243	0.0262	CbGpPWpGaD
Equilin—SHBG—Nongenotropic Androgen signaling—AKT1—malignant glioma	0.0198	0.0214	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—IDH1—malignant glioma	0.0192	0.0208	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—LATS2—malignant glioma	0.0191	0.0207	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—SPHK1—malignant glioma	0.0186	0.0201	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—COX8A—malignant glioma	0.0155	0.0167	CbGpPWpGaD
Equilin—HSD17B1—Disease—BCAN—malignant glioma	0.0148	0.0159	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—LATS1—malignant glioma	0.0145	0.0157	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—PTGS1—malignant glioma	0.0138	0.0149	CbGpPWpGaD
Equilin—HSD17B1—Disease—DTX1—malignant glioma	0.0133	0.0144	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—ASMT—malignant glioma	0.0131	0.0142	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—BCHE—malignant glioma	0.0129	0.0139	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—BCAN—malignant glioma	0.0124	0.0133	CbGpPWpGaD
Equilin—HSD17B1—Disease—HEY2—malignant glioma	0.0105	0.0113	CbGpPWpGaD
Equilin—HSD17B1—Disease—IDH1—malignant glioma	0.0102	0.011	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—IDH2—malignant glioma	0.00996	0.0108	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—MDK—malignant glioma	0.0098	0.0106	CbGpPWpGaD
Equilin—HSD17B1—Disease—HEY1—malignant glioma	0.0097	0.0105	CbGpPWpGaD
Equilin—HSD17B1—Disease—HIST1H3B—malignant glioma	0.00942	0.0102	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—NCOR1—malignant glioma	0.0094	0.0101	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—CYP2B6—malignant glioma	0.00937	0.0101	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—DTX1—malignant glioma	0.00935	0.0101	CbGpPWpGaD
Equilin—HSD17B1—Disease—JAG2—malignant glioma	0.0086	0.00928	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—IDH1—malignant glioma	0.00857	0.00925	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—SPHK1—malignant glioma	0.00829	0.00895	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—CYP2C18—malignant glioma	0.00812	0.00877	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—CAV1—malignant glioma	0.00766	0.00827	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—SUFU—malignant glioma	0.00743	0.00802	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—HEY2—malignant glioma	0.00734	0.00792	CbGpPWpGaD
Equilin—HSD17B1—Disease—H3F3A—malignant glioma	0.00728	0.00786	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—GFAP—malignant glioma	0.00716	0.00773	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—PIK3CG—malignant glioma	0.00698	0.00753	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—SPHK1—malignant glioma	0.00693	0.00748	CbGpPWpGaD
Equilin—HSD17B1—Disease—JAG1—malignant glioma	0.00686	0.00741	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—CCR4—malignant glioma	0.00679	0.00733	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—HEY1—malignant glioma	0.00679	0.00733	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—PPARG—malignant glioma	0.00673	0.00727	CbGpPWpGaD
Equilin—HSD17B1—Disease—FBXW7—malignant glioma	0.00672	0.00726	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—HIST1H3B—malignant glioma	0.0066	0.00712	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—GSTT1—malignant glioma	0.00657	0.00709	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—PTGS1—malignant glioma	0.00616	0.00664	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—PIK3CD—malignant glioma	0.00613	0.00662	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—JAG2—malignant glioma	0.00602	0.0065	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—BCHE—malignant glioma	0.00572	0.00618	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—SLC5A5—malignant glioma	0.00565	0.0061	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—PIK3CB—malignant glioma	0.00535	0.00577	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—PTGS2—malignant glioma	0.0053	0.00572	CbGpPWpGaD
Equilin—HSD17B1—Disease—CDKN2B—malignant glioma	0.00527	0.00569	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—H3F3A—malignant glioma	0.0051	0.0055	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—CXCR3—malignant glioma	0.00505	0.00545	CbGpPWpGaD
Equilin—HSD17B1—Disease—HES1—malignant glioma	0.00503	0.00542	CbGpPWpGaD
Equilin—HSD17B1—Disease—NCOR1—malignant glioma	0.005	0.00539	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—NTRK2—malignant glioma	0.00491	0.0053	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—YWHAE—malignant glioma	0.00491	0.0053	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—FLT1—malignant glioma	0.00489	0.00528	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—DUSP6—malignant glioma	0.00487	0.00525	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—JAG1—malignant glioma	0.00481	0.00519	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—NOTCH3—malignant glioma	0.00479	0.00516	CbGpPWpGaD
Equilin—HSD17B1—Disease—PDGFRA—malignant glioma	0.00479	0.00516	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—FBXW7—malignant glioma	0.00471	0.00508	CbGpPWpGaD
Equilin—HSD17B1—Metabolism of lipids and lipoproteins—PTEN—malignant glioma	0.00462	0.00499	CbGpPWpGaD
Equilin—HSD17B1—Signaling Pathways—BDKRB2—malignant glioma	0.00462	0.00498	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—GSTP1—malignant glioma	0.00455	0.00491	CbGpPWpGaD
Equilin—HSD17B1—Metabolism—CAT—malignant glioma	0.00443	0.00478	CbGpPWpGaD
Equilin—HSD17B1—Disease—HLA-A—malignant glioma	0.0044	0.00475	CbGpPWpGaD
Equilin—HSD17B1—Disease—TERT—malignant glioma	0.0044	0.00475	CbGpPWpGaD
Equilin—HSD17B1—Disease—PDGFB—malignant glioma	0.0043	0.00464	CbGpPWpGaD
