nodes	percent_of_prediction	percent_of_DWPC	metapath
Desmopressin—PTGS2—urinary bladder cancer	0.533	1	CbGaD
Desmopressin—PTGS2—Cisplatin—urinary bladder cancer	0.0664	0.356	CbGbCtD
Desmopressin—PTGS2—Etoposide—urinary bladder cancer	0.0652	0.349	CbGbCtD
Desmopressin—PTGS1—Etoposide—urinary bladder cancer	0.0551	0.295	CbGbCtD
Desmopressin—AVPR2—urine—urinary bladder cancer	0.0245	0.508	CbGeAlD
Desmopressin—AVPR2—renal system—urinary bladder cancer	0.00599	0.124	CbGeAlD
Desmopressin—PTGS1—prostate gland—urinary bladder cancer	0.0016	0.0332	CbGeAlD
Desmopressin—PTGS2—prostate gland—urinary bladder cancer	0.00153	0.0318	CbGeAlD
Desmopressin—Octreotide—MPO—urinary bladder cancer	0.00137	1	CrCbGaD
Desmopressin—PTGS1—seminal vesicle—urinary bladder cancer	0.00135	0.0281	CbGeAlD
Desmopressin—PTGS2—seminal vesicle—urinary bladder cancer	0.0013	0.0269	CbGeAlD
Desmopressin—PTGS1—epithelium—urinary bladder cancer	0.00118	0.0244	CbGeAlD
Desmopressin—PTGS1—smooth muscle tissue—urinary bladder cancer	0.00113	0.0235	CbGeAlD
Desmopressin—PTGS2—epithelium—urinary bladder cancer	0.00113	0.0233	CbGeAlD
Desmopressin—PTGS1—renal system—urinary bladder cancer	0.00109	0.0227	CbGeAlD
Desmopressin—PTGS2—smooth muscle tissue—urinary bladder cancer	0.00108	0.0225	CbGeAlD
Desmopressin—PTGS2—renal system—urinary bladder cancer	0.00104	0.0217	CbGeAlD
Desmopressin—PTGS2—urethra—urinary bladder cancer	0.00103	0.0213	CbGeAlD
Desmopressin—PTGS1—female reproductive system—urinary bladder cancer	0.000874	0.0181	CbGeAlD
Desmopressin—PTGS2—female reproductive system—urinary bladder cancer	0.000836	0.0173	CbGeAlD
Desmopressin—PTGS1—vagina—urinary bladder cancer	0.000791	0.0164	CbGeAlD
Desmopressin—PTGS2—vagina—urinary bladder cancer	0.000756	0.0157	CbGeAlD
Desmopressin—PTGS1—lymph node—urinary bladder cancer	0.000512	0.0106	CbGeAlD
Desmopressin—PTGS2—lymph node—urinary bladder cancer	0.000489	0.0101	CbGeAlD
Desmopressin—Headache—Thiotepa—urinary bladder cancer	0.00022	0.00116	CcSEcCtD
Desmopressin—Decreased appetite—Etoposide—urinary bladder cancer	0.00022	0.00115	CcSEcCtD
Desmopressin—Gastrointestinal disorder—Etoposide—urinary bladder cancer	0.000218	0.00114	CcSEcCtD
Desmopressin—Body temperature increased—Cisplatin—urinary bladder cancer	0.000218	0.00114	CcSEcCtD
Desmopressin—Fatigue—Etoposide—urinary bladder cancer	0.000218	0.00114	CcSEcCtD
Desmopressin—Pain—Etoposide—urinary bladder cancer	0.000216	0.00113	CcSEcCtD
Desmopressin—Constipation—Etoposide—urinary bladder cancer	0.000216	0.00113	CcSEcCtD
Desmopressin—Conjunctivitis—Epirubicin—urinary bladder cancer	0.000216	0.00113	CcSEcCtD
Desmopressin—Hypersensitivity—Fluorouracil—urinary bladder cancer	0.000214	0.00113	CcSEcCtD
Desmopressin—Upper respiratory tract infection—Doxorubicin—urinary bladder cancer	0.000214	0.00112	CcSEcCtD
Desmopressin—Sweating—Epirubicin—urinary bladder cancer	0.000213	0.00112	CcSEcCtD
Desmopressin—Asthenia—Gemcitabine—urinary bladder cancer	0.000212	0.00111	CcSEcCtD
Desmopressin—Urinary tract disorder—Methotrexate—urinary bladder cancer	0.00021	0.0011	CcSEcCtD
Desmopressin—Weight increased—Doxorubicin—urinary bladder cancer	0.00021	0.0011	CcSEcCtD
Desmopressin—Epistaxis—Epirubicin—urinary bladder cancer	0.00021	0.0011	CcSEcCtD
Desmopressin—Pruritus—Gemcitabine—urinary bladder cancer	0.000209	0.0011	CcSEcCtD
Desmopressin—Nausea—Thiotepa—urinary bladder cancer	0.000209	0.0011	CcSEcCtD
Desmopressin—Urethral disorder—Methotrexate—urinary bladder cancer	0.000209	0.0011	CcSEcCtD
Desmopressin—Feeling abnormal—Etoposide—urinary bladder cancer	0.000208	0.00109	CcSEcCtD
Desmopressin—Gastrointestinal pain—Etoposide—urinary bladder cancer	0.000207	0.00108	CcSEcCtD
Desmopressin—Pruritus—Fluorouracil—urinary bladder cancer	0.000206	0.00108	CcSEcCtD
Desmopressin—Visual impairment—Methotrexate—urinary bladder cancer	0.000205	0.00108	CcSEcCtD
Desmopressin—Hypersensitivity—Cisplatin—urinary bladder cancer	0.000203	0.00107	CcSEcCtD
Desmopressin—Diarrhoea—Gemcitabine—urinary bladder cancer	0.000203	0.00106	CcSEcCtD
Desmopressin—Urticaria—Etoposide—urinary bladder cancer	0.000201	0.00105	CcSEcCtD
Desmopressin—Rhinitis—Epirubicin—urinary bladder cancer	0.0002	0.00105	CcSEcCtD
Desmopressin—Body temperature increased—Etoposide—urinary bladder cancer	0.0002	0.00105	CcSEcCtD
Desmopressin—Abdominal pain—Etoposide—urinary bladder cancer	0.0002	0.00105	CcSEcCtD
Desmopressin—Conjunctivitis—Doxorubicin—urinary bladder cancer	0.0002	0.00105	CcSEcCtD
Desmopressin—Eye disorder—Methotrexate—urinary bladder cancer	0.000199	0.00104	CcSEcCtD
Desmopressin—Diarrhoea—Fluorouracil—urinary bladder cancer	0.000199	0.00104	CcSEcCtD
Desmopressin—Asthenia—Cisplatin—urinary bladder cancer	0.000198	0.00104	CcSEcCtD
Desmopressin—Cardiac disorder—Methotrexate—urinary bladder cancer	0.000198	0.00104	CcSEcCtD
Desmopressin—Sweating—Doxorubicin—urinary bladder cancer	0.000197	0.00103	CcSEcCtD
Desmopressin—Urinary tract disorder—Epirubicin—urinary bladder cancer	0.000197	0.00103	CcSEcCtD
Desmopressin—Oedema peripheral—Epirubicin—urinary bladder cancer	0.000196	0.00103	CcSEcCtD
Desmopressin—Connective tissue disorder—Epirubicin—urinary bladder cancer	0.000196	0.00103	CcSEcCtD
Desmopressin—Urethral disorder—Epirubicin—urinary bladder cancer	0.000195	0.00103	CcSEcCtD
Desmopressin—Epistaxis—Doxorubicin—urinary bladder cancer	0.000194	0.00102	CcSEcCtD
Desmopressin—Angiopathy—Methotrexate—urinary bladder cancer	0.000193	0.00101	CcSEcCtD
Desmopressin—Immune system disorder—Methotrexate—urinary bladder cancer	0.000192	0.00101	CcSEcCtD
Desmopressin—Dizziness—Fluorouracil—urinary bladder cancer	0.000192	0.00101	CcSEcCtD
Desmopressin—Visual impairment—Epirubicin—urinary bladder cancer	0.000192	0.00101	CcSEcCtD
Desmopressin—Mediastinal disorder—Methotrexate—urinary bladder cancer	0.000192	0.00101	CcSEcCtD
Desmopressin—Chills—Methotrexate—urinary bladder cancer	0.000191	0.001	CcSEcCtD
Desmopressin—Diarrhoea—Cisplatin—urinary bladder cancer	0.000189	0.00099	CcSEcCtD
Desmopressin—Vomiting—Gemcitabine—urinary bladder cancer	0.000188	0.000987	CcSEcCtD
