nodes	percent_of_prediction	percent_of_DWPC	metapath
Pentostatin—ADA—brown adipose tissue—obesity	0.0833	0.543	CbGeAlD
Pentostatin—ADA—respiratory system—obesity	0.0166	0.109	CbGeAlD
Pentostatin—ADA—cardiovascular system—obesity	0.0128	0.0831	CbGeAlD
Pentostatin—ADA—adipose tissue—obesity	0.0112	0.0733	CbGeAlD
Pentostatin—ADA—Nucleotide metabolism—GLRX—obesity	0.0112	0.0626	CbGpPWpGaD
Pentostatin—ADA—digestive system—obesity	0.0106	0.069	CbGeAlD
Pentostatin—ADA—adrenal gland—obesity	0.0101	0.0658	CbGeAlD
Pentostatin—ADA—endocrine gland—obesity	0.00875	0.057	CbGeAlD
Pentostatin—ADA—C-MYB transcription factor network—MAF—obesity	0.00712	0.0398	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—RAI1—obesity	0.00525	0.0293	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—CARTPT—obesity	0.00525	0.0293	CbGpPWpGaD
Pentostatin—ADA—Validated transcriptional targets of deltaNp63 isoforms—IGFBP3—obesity	0.00493	0.0276	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—PROX1—obesity	0.00468	0.0261	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—AGRP—obesity	0.00468	0.0261	CbGpPWpGaD
Pentostatin—Vidarabine—DPP4—obesity	0.00467	0.478	CrCbGaD
Pentostatin—ADA—Validated transcriptional targets of TAp63 isoforms—IGFBP3—obesity	0.00442	0.0247	CbGpPWpGaD
Pentostatin—ADA—Validated transcriptional targets of deltaNp63 isoforms—FASN—obesity	0.00421	0.0236	CbGpPWpGaD
Pentostatin—ADA—Purine metabolism—GPX1—obesity	0.0039	0.0218	CbGpPWpGaD
Pentostatin—ADA—C-MYB transcription factor network—MYOD1—obesity	0.00374	0.0209	CbGpPWpGaD
Pentostatin—Adenosine—DPP4—obesity	0.00373	0.382	CrCbGaD
Pentostatin—ADA—Nucleotide metabolism—DPYD—obesity	0.00363	0.0203	CbGpPWpGaD
Pentostatin—ADA—Validated transcriptional targets of TAp63 isoforms—NQO1—obesity	0.00358	0.02	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—GHRH—obesity	0.00354	0.0198	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—GFPT1—obesity	0.00324	0.0181	CbGpPWpGaD
Pentostatin—ADA—p73 transcription factor network—FASN—obesity	0.00278	0.0155	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—SLC9A3—obesity	0.00269	0.015	CbGpPWpGaD
Pentostatin—ADA—Validated transcriptional targets of TAp63 isoforms—PRKCD—obesity	0.00248	0.0139	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—NPY2R—obesity	0.00246	0.0137	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—MC3R—obesity	0.00246	0.0137	CbGpPWpGaD
Pentostatin—ADA—p73 transcription factor network—FOXO3—obesity	0.0023	0.0128	CbGpPWpGaD
Pentostatin—ADA—p73 transcription factor network—SIRT1—obesity	0.00211	0.0118	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—KCNMA1—obesity	0.00204	0.0114	CbGpPWpGaD
Pentostatin—ADA—Nucleotide metabolism—GPX1—obesity	0.00196	0.011	CbGpPWpGaD
Pentostatin—ADA—Validated transcriptional targets of deltaNp63 isoforms—CDKN2A—obesity	0.00185	0.0103	CbGpPWpGaD
Pentostatin—ADA—Circadian rythm related genes—CLOCK—obesity	0.00178	0.00993	CbGpPWpGaD
