nodes	percent_of_prediction	percent_of_DWPC	metapath
Danazol—CCL2—blood plasma—bipolar disorder	0.0445	0.132	CbGeAlD
Danazol—SHBG—blood plasma—bipolar disorder	0.026	0.0768	CbGeAlD
Danazol—CCL2—adrenal cortex—bipolar disorder	0.0226	0.0668	CbGeAlD
Danazol—CYP3A4—urine—bipolar disorder	0.0196	0.0578	CbGeAlD
Danazol—GNRHR—nervous system—bipolar disorder	0.017	0.0501	CbGeAlD
Danazol—GNRHR—cerebellum—bipolar disorder	0.016	0.0472	CbGeAlD
Danazol—CCL2—thyroid gland—bipolar disorder	0.0158	0.0465	CbGeAlD
Danazol—CCL2—nervous system—bipolar disorder	0.0132	0.0391	CbGeAlD
Danazol—GNRHR—brain—bipolar disorder	0.013	0.0383	CbGeAlD
Danazol—CCL2—cerebellum—bipolar disorder	0.0125	0.0368	CbGeAlD
Danazol—CYP3A4—blood plasma—bipolar disorder	0.0102	0.0302	CbGeAlD
Danazol—CCL2—brain—bipolar disorder	0.0101	0.0299	CbGeAlD
Danazol—AR—adrenal cortex—bipolar disorder	0.00947	0.028	CbGeAlD
Danazol—SHBG—thyroid gland—bipolar disorder	0.00919	0.0271	CbGeAlD
Danazol—PGR—thyroid gland—bipolar disorder	0.00828	0.0245	CbGeAlD
Danazol—CYP19A1—thyroid gland—bipolar disorder	0.00745	0.022	CbGeAlD
Danazol—SHBG—cerebellum—bipolar disorder	0.00727	0.0215	CbGeAlD
Danazol—PGR—nervous system—bipolar disorder	0.00696	0.0206	CbGeAlD
Danazol—Testosterone Propionate—COMT—bipolar disorder	0.00676	0.291	CrCbGaD
Danazol—AR—thyroid gland—bipolar disorder	0.0066	0.0195	CbGeAlD
Danazol—PGR—cerebellum—bipolar disorder	0.00655	0.0194	CbGeAlD
Danazol—ESR1—thyroid gland—bipolar disorder	0.00648	0.0191	CbGeAlD
Danazol—CYP19A1—nervous system—bipolar disorder	0.00627	0.0185	CbGeAlD
Danazol—SHBG—brain—bipolar disorder	0.00591	0.0175	CbGeAlD
Danazol—AR—nervous system—bipolar disorder	0.00555	0.0164	CbGeAlD
Danazol—ESR1—nervous system—bipolar disorder	0.00545	0.0161	CbGeAlD
Danazol—PGR—brain—bipolar disorder	0.00532	0.0157	CbGeAlD
Danazol—ESR1—cerebellum—bipolar disorder	0.00512	0.0151	CbGeAlD
Danazol—Cortisone acetate—NR3C1—bipolar disorder	0.00484	0.209	CrCbGaD
Danazol—CYP19A1—brain—bipolar disorder	0.00479	0.0141	CbGeAlD
Danazol—AR—brain—bipolar disorder	0.00424	0.0125	CbGeAlD
Danazol—ESR1—brain—bipolar disorder	0.00416	0.0123	CbGeAlD
Danazol—Fluoxymesterone—NR3C1—bipolar disorder	0.00317	0.136	CrCbGaD
Danazol—CYP3A4—nervous system—bipolar disorder	0.00304	0.00898	CbGeAlD
Danazol—Prednisone—NR3C1—bipolar disorder	0.00273	0.118	CrCbGaD
Danazol—Testosterone—MAOA—bipolar disorder	0.00221	0.0953	CrCbGaD
Danazol—Hydrocortisone—NR3C1—bipolar disorder	0.00193	0.083	CrCbGaD
Danazol—Progesterone—NR3C1—bipolar disorder	0.00157	0.0676	CrCbGaD
Danazol—AR—SIDS Susceptibility Pathways—MAOA—bipolar disorder	0.00127	0.00198	CbGpPWpGaD
Danazol—CYP19A1—Phase 1 - Functionalization of compounds—POMC—bipolar disorder	0.00123	0.00193	CbGpPWpGaD
Danazol—GNRHR—Class A/1 (Rhodopsin-like receptors)—HTR2A—bipolar disorder	0.00123	0.00193	CbGpPWpGaD
Danazol—AR—SIDS Susceptibility Pathways—BDNF—bipolar disorder	0.00122	0.00191	CbGpPWpGaD
Danazol—GNRHR—GPCR downstream signaling—TRPC3—bipolar disorder	0.00116	0.00182	CbGpPWpGaD
Danazol—CCL2—Signaling by GPCR—TRPC3—bipolar disorder	0.00115	0.00181	CbGpPWpGaD
Danazol—ESR1—Leptin signaling pathway—GSK3B—bipolar disorder	0.00115	0.0018	CbGpPWpGaD
Danazol—AR—Integrated Pancreatic Cancer Pathway—NTRK1—bipolar disorder	0.00113	0.00178	CbGpPWpGaD
Danazol—CCL2—Metabolism of proteins—GSK3A—bipolar disorder	0.00113	0.00177	CbGpPWpGaD
Danazol—PGR—Signaling by ERBB4—GSK3B—bipolar disorder	0.00111	0.00174	CbGpPWpGaD
Danazol—GNRHR—GPCR downstream signaling—ADM—bipolar disorder	0.00111	0.00174	CbGpPWpGaD
Danazol—CCL2—Signaling by GPCR—ADM—bipolar disorder	0.0011	0.00172	CbGpPWpGaD
Danazol—CYP19A1—Metabolism of lipids and lipoproteins—AKR1C4—bipolar disorder	0.00108	0.0017	CbGpPWpGaD
Danazol—GNRHR—GPCR downstream signaling—PDE4B—bipolar disorder	0.00108	0.00169	CbGpPWpGaD
Danazol—GNRHR—GPCR downstream signaling—TSHB—bipolar disorder	0.00108	0.00169	CbGpPWpGaD
Danazol—GNRHR—GPCR downstream signaling—TACR1—bipolar disorder	0.00108	0.00169	CbGpPWpGaD
Danazol—AR—SIDS Susceptibility Pathways—NR3C1—bipolar disorder	0.00108	0.00169	CbGpPWpGaD
Danazol—CCL2—Class A/1 (Rhodopsin-like receptors)—POMC—bipolar disorder	0.00107	0.00168	CbGpPWpGaD
Danazol—CCL2—Signaling by GPCR—TSHB—bipolar disorder	0.00107	0.00168	CbGpPWpGaD
Danazol—CCL2—Signaling by GPCR—PDE4B—bipolar disorder	0.00107	0.00168	CbGpPWpGaD
Danazol—CCL2—Signaling by GPCR—TACR1—bipolar disorder	0.00107	0.00168	CbGpPWpGaD
Danazol—CCL2—Signaling Pathways—AKR1C4—bipolar disorder	0.00107	0.00167	CbGpPWpGaD
Danazol—ESR1—Integrated Pancreatic Cancer Pathway—GSK3A—bipolar disorder	0.00106	0.00166	CbGpPWpGaD
Danazol—GNRHR—Signaling by GPCR—TRPC3—bipolar disorder	0.00105	0.00165	CbGpPWpGaD
Danazol—AR—Integrated Pancreatic Cancer Pathway—BDNF—bipolar disorder	0.00104	0.00163	CbGpPWpGaD
Danazol—ESR1—Generic Transcription Pathway—NR1D1—bipolar disorder	0.00104	0.00162	CbGpPWpGaD
Danazol—CCL2—Metabolism of proteins—TCF7L2—bipolar disorder	0.00104	0.00162	CbGpPWpGaD
Danazol—AR—SIDS Susceptibility Pathways—HTR2A—bipolar disorder	0.00103	0.00162	CbGpPWpGaD
Danazol—CCL2—GPCR ligand binding—HTR2A—bipolar disorder	0.00102	0.0016	CbGpPWpGaD
Danazol—ESR1—Signaling by ERBB4—S100B—bipolar disorder	0.00102	0.0016	CbGpPWpGaD
Danazol—CYP19A1—Biological oxidations—COMT—bipolar disorder	0.00101	0.00159	CbGpPWpGaD
Danazol—CYP19A1—Biological oxidations—MAOA—bipolar disorder	0.00101	0.00158	CbGpPWpGaD
Danazol—GNRHR—Signaling by GPCR—ADM—bipolar disorder	0.00101	0.00158	CbGpPWpGaD
Danazol—CYP19A1—Metapathway biotransformation—COMT—bipolar disorder	0.001	0.00157	CbGpPWpGaD
Danazol—CCL2—Signaling Pathways—DGKH—bipolar disorder	0.000983	0.00154	CbGpPWpGaD
Danazol—GNRHR—Class A/1 (Rhodopsin-like receptors)—POMC—bipolar disorder	0.000982	0.00154	CbGpPWpGaD
Danazol—GNRHR—Signaling by GPCR—PDE4B—bipolar disorder	0.00098	0.00154	CbGpPWpGaD
Danazol—GNRHR—Signaling by GPCR—TSHB—bipolar disorder	0.00098	0.00154	CbGpPWpGaD
Danazol—GNRHR—Signaling by GPCR—TACR1—bipolar disorder	0.00098	0.00154	CbGpPWpGaD
Danazol—GNRHR—Signaling Pathways—AKR1C4—bipolar disorder	0.000977	0.00153	CbGpPWpGaD
Danazol—CYP19A1—Metabolism of lipids and lipoproteins—NR1D1—bipolar disorder	0.000974	0.00153	CbGpPWpGaD
Danazol—GNRHR—GPCR ligand binding—HTR2A—bipolar disorder	0.000937	0.00147	CbGpPWpGaD
Danazol—ESR1—Signaling by ERBB4—NRG1—bipolar disorder	0.0009	0.00141	CbGpPWpGaD
Danazol—CCL2—Signaling Pathways—DRD5—bipolar disorder	0.000899	0.00141	CbGpPWpGaD
Danazol—GNRHR—Signaling Pathways—DGKH—bipolar disorder	0.000899	0.00141	CbGpPWpGaD
Danazol—GNRHR—GPCR downstream signaling—HTR1A—bipolar disorder	0.000894	0.0014	CbGpPWpGaD
Danazol—CCL2—Signaling by GPCR—HTR1A—bipolar disorder	0.000887	0.00139	CbGpPWpGaD
Danazol—CCL2—Signaling Pathways—RGS4—bipolar disorder	0.000881	0.00138	CbGpPWpGaD
Danazol—GNRHR—GPCR downstream signaling—TAC1—bipolar disorder	0.00088	0.00138	CbGpPWpGaD
Danazol—ESR1—Integrated Pancreatic Cancer Pathway—NTRK1—bipolar disorder	0.000874	0.00137	CbGpPWpGaD
Danazol—CCL2—Signaling by GPCR—TAC1—bipolar disorder	0.000874	0.00137	CbGpPWpGaD
Danazol—CYP19A1—Metabolism—IMPA2—bipolar disorder	0.000868	0.00136	CbGpPWpGaD
Danazol—GNRHR—GPCR downstream signaling—HTR2C—bipolar disorder	0.000863	0.00135	CbGpPWpGaD
