nodes	percent_of_prediction	percent_of_DWPC	metapath
Hydroflumethiazide—hypertension—obesity	0.413	1	CtDrD
Hydroflumethiazide—KCNMA1—obesity	0.228	1	CbGaD
Hydroflumethiazide—CA7—Topiramate—obesity	0.0397	0.168	CbGbCtD
Hydroflumethiazide—CA5B—Topiramate—obesity	0.0397	0.168	CbGbCtD
Hydroflumethiazide—CA9—Topiramate—obesity	0.0341	0.144	CbGbCtD
Hydroflumethiazide—CA12—Topiramate—obesity	0.0341	0.144	CbGbCtD
Hydroflumethiazide—CA1—Topiramate—obesity	0.0319	0.134	CbGbCtD
Hydroflumethiazide—CA4—Topiramate—obesity	0.03	0.126	CbGbCtD
Hydroflumethiazide—CA2—Topiramate—obesity	0.0276	0.116	CbGbCtD
Hydroflumethiazide—CA9—gall bladder—obesity	0.00129	0.0525	CbGeAlD
Hydroflumethiazide—Gastric irritation—Bupropion—obesity	0.00118	0.0263	CcSEcCtD
Hydroflumethiazide—KCNMA1—hindbrain—obesity	0.00101	0.0411	CbGeAlD
Hydroflumethiazide—KCNMA1—gall bladder—obesity	0.000992	0.0405	CbGeAlD
Hydroflumethiazide—Aplastic anaemia—Cimetidine—obesity	0.000919	0.0206	CcSEcCtD
Hydroflumethiazide—SLC12A3—respiratory system—obesity	0.000888	0.0363	CbGeAlD
Hydroflumethiazide—Epigastric discomfort—Bupropion—obesity	0.000867	0.0194	CcSEcCtD
Hydroflumethiazide—CA9—islet of Langerhans—obesity	0.000843	0.0344	CbGeAlD
Hydroflumethiazide—Bendroflumethiazide—KCNMA1—obesity	0.000766	0.591	CrCbGaD
Hydroflumethiazide—Agitation—Methamphetamine—obesity	0.000661	0.0148	CcSEcCtD
Hydroflumethiazide—KCNMA1—islet of Langerhans—obesity	0.00065	0.0266	CbGeAlD
Hydroflumethiazide—ATP1A1—hindbrain—obesity	0.000646	0.0264	CbGeAlD
Hydroflumethiazide—Agitation—Benzphetamine—obesity	0.000638	0.0143	CcSEcCtD
Hydroflumethiazide—ATP1A1—gall bladder—obesity	0.000637	0.026	CbGeAlD
Hydroflumethiazide—Pancreatitis—Cimetidine—obesity	0.000602	0.0135	CcSEcCtD
Hydroflumethiazide—CA4—hindbrain—obesity	0.000597	0.0244	CbGeAlD
Hydroflumethiazide—CA12—respiratory system—obesity	0.000589	0.0241	CbGeAlD
Hydroflumethiazide—Agitation—Phendimetrazine—obesity	0.000581	0.013	CcSEcCtD
Hydroflumethiazide—CA7—digestive system—obesity	0.000576	0.0235	CbGeAlD
Hydroflumethiazide—Hyperuricaemia—Sibutramine—obesity	0.000564	0.0126	CcSEcCtD
Hydroflumethiazide—Glycosuria—Bupropion—obesity	0.000563	0.0126	CcSEcCtD
Hydroflumethiazide—Epigastric discomfort—Topiramate—obesity	0.000553	0.0124	CcSEcCtD
Hydroflumethiazide—Anorexia—Benzphetamine—obesity	0.00054	0.0121	CcSEcCtD
Hydroflumethiazide—Agranulocytosis—Diethylpropion—obesity	0.000537	0.012	CcSEcCtD
Hydroflumethiazide—Blood uric acid increased—Sibutramine—obesity	0.000533	0.0119	CcSEcCtD
Hydroflumethiazide—Hydrochlorothiazide—KCNMA1—obesity	0.000531	0.409	CrCbGaD
Hydroflumethiazide—Agranulocytosis—Cimetidine—obesity	0.000511	0.0114	CcSEcCtD
Hydroflumethiazide—CA9—digestive system—obesity	0.000506	0.0207	CbGeAlD
Hydroflumethiazide—Constipation—Methamphetamine—obesity	0.000502	0.0112	CcSEcCtD
Hydroflumethiazide—Agitation—Phenylpropanolamine—obesity	0.000496	0.0111	CcSEcCtD
