nodes	percent_of_prediction	percent_of_DWPC	metapath
Flavin adenine dinucleotide—DPYD—endogenous depression	0.522	0.698	CbGaD
Flavin adenine dinucleotide—MAOA—endogenous depression	0.226	0.302	CbGaD
Flavin adenine dinucleotide—Riboflavin—MAOA—endogenous depression	0.00433	1	CrCbGaD
Flavin adenine dinucleotide—MAOA—locus ceruleus—endogenous depression	0.00221	0.0157	CbGeAlD
Flavin adenine dinucleotide—DAO—brainstem—endogenous depression	0.00177	0.0126	CbGeAlD
Flavin adenine dinucleotide—DAO—Amino acid and derivative metabolism—TPH1—endogenous depression	0.00149	0.0138	CbGpPWpGaD
Flavin adenine dinucleotide—IVD—Amino acid and derivative metabolism—TPH1—endogenous depression	0.00149	0.0138	CbGpPWpGaD
Flavin adenine dinucleotide—NQO1—Dopamine metabolism—COMT—endogenous depression	0.00145	0.0134	CbGpPWpGaD
Flavin adenine dinucleotide—MAOA—Biogenic Amine Synthesis—TPH1—endogenous depression	0.00144	0.0133	CbGpPWpGaD
Flavin adenine dinucleotide—NQO1—Dopamine metabolism—MAOA—endogenous depression	0.00144	0.0133	CbGpPWpGaD
Flavin adenine dinucleotide—POR—Oxidation by Cytochrome P450—CYP2D6—endogenous depression	0.00143	0.0132	CbGpPWpGaD
Flavin adenine dinucleotide—MAOA—Serotonin Transporter Activity—TPH2—endogenous depression	0.0014	0.0129	CbGpPWpGaD
Flavin adenine dinucleotide—IL4I1—cardiovascular system—endogenous depression	0.00138	0.00987	CbGeAlD
Flavin adenine dinucleotide—FDXR—Endogenous sterols—POMC—endogenous depression	0.00136	0.0126	CbGpPWpGaD
Flavin adenine dinucleotide—ERO1LB—brainstem—endogenous depression	0.00132	0.00946	CbGeAlD
Flavin adenine dinucleotide—NOS1—Monoamine Transport—SLC6A4—endogenous depression	0.00129	0.012	CbGpPWpGaD
Flavin adenine dinucleotide—FDXR—Cytochrome P450 - arranged by substrate type—CYP2D6—endogenous depression	0.00129	0.0119	CbGpPWpGaD
Flavin adenine dinucleotide—TXNRD1—Oxidative Stress—MAOA—endogenous depression	0.00124	0.0115	CbGpPWpGaD
Flavin adenine dinucleotide—FDXR—forebrain—endogenous depression	0.00124	0.00885	CbGeAlD
Flavin adenine dinucleotide—GCDH—Amino acid and derivative metabolism—TPH1—endogenous depression	0.00121	0.0112	CbGpPWpGaD
Flavin adenine dinucleotide—MAOB—Dopamine metabolism—COMT—endogenous depression	0.00118	0.0109	CbGpPWpGaD
Flavin adenine dinucleotide—MAOB—Dopamine metabolism—MAOA—endogenous depression	0.00117	0.0108	CbGpPWpGaD
Flavin adenine dinucleotide—FDXR—adrenal cortex—endogenous depression	0.00115	0.0082	CbGeAlD
Flavin adenine dinucleotide—GSR—Oxidative Stress—MAOA—endogenous depression	0.00113	0.0104	CbGpPWpGaD
Flavin adenine dinucleotide—IVD—Amino acid and derivative metabolism—TPH2—endogenous depression	0.00113	0.0104	CbGpPWpGaD
Flavin adenine dinucleotide—ACAD8—Amino acid and derivative metabolism—TPH2—endogenous depression	0.00113	0.0104	CbGpPWpGaD
Flavin adenine dinucleotide—DAO—Amino acid and derivative metabolism—TPH2—endogenous depression	0.00113	0.0104	CbGpPWpGaD
Flavin adenine dinucleotide—DAO—midbrain—endogenous depression	0.00113	0.00804	CbGeAlD
Flavin adenine dinucleotide—MAOA—Serotonin Transporter Activity—SLC6A4—endogenous depression	0.00112	0.0103	CbGpPWpGaD
Flavin adenine dinucleotide—NQO1—Estrogen metabolism—COMT—endogenous depression	0.00112	0.0103	CbGpPWpGaD
Flavin adenine dinucleotide—AIFM1—adrenal cortex—endogenous depression	0.00111	0.00789	CbGeAlD
Flavin adenine dinucleotide—ACOX1—adrenal cortex—endogenous depression	0.0011	0.00782	CbGeAlD
Flavin adenine dinucleotide—IL4I1—adrenal gland—endogenous depression	0.00109	0.00781	CbGeAlD
Flavin adenine dinucleotide—MAOA—Neurotransmitter Clearance In The Synaptic Cleft—COMT—endogenous depression	0.00109	0.0101	CbGpPWpGaD
Flavin adenine dinucleotide—CYB5R3—adrenal cortex—endogenous depression	0.00109	0.00775	CbGeAlD
Flavin adenine dinucleotide—ACADS—adrenal cortex—endogenous depression	0.00107	0.00762	CbGeAlD
Flavin adenine dinucleotide—DLD—brainstem—endogenous depression	0.00106	0.0076	CbGeAlD
Flavin adenine dinucleotide—FDXR—Phase 1 - Functionalization of compounds—CYP2D6—endogenous depression	0.00105	0.00968	CbGpPWpGaD
Flavin adenine dinucleotide—ACADM—forebrain—endogenous depression	0.00105	0.00747	CbGeAlD
Flavin adenine dinucleotide—DLD—forebrain—endogenous depression	0.00103	0.00733	CbGeAlD
Flavin adenine dinucleotide—GCDH—forebrain—endogenous depression	0.00103	0.00733	CbGeAlD
Flavin adenine dinucleotide—FDXR—Metabolism of steroid hormones and vitamin D—POMC—endogenous depression	0.00102	0.00944	CbGpPWpGaD
Flavin adenine dinucleotide—ACAD8—adrenal cortex—endogenous depression	0.00102	0.00727	CbGeAlD
Flavin adenine dinucleotide—CYB5R1—cardiovascular system—endogenous depression	0.00102	0.00727	CbGeAlD
Flavin adenine dinucleotide—ACADM—FOXA2 and FOXA3 transcription factor networks—NR3C1—endogenous depression	0.000999	0.00923	CbGpPWpGaD
Flavin adenine dinucleotide—IVD—adrenal cortex—endogenous depression	0.000997	0.00711	CbGeAlD
Flavin adenine dinucleotide—DAO—endocrine gland—endogenous depression	0.000989	0.00706	CbGeAlD
Flavin adenine dinucleotide—ACADS—cardiovascular system—endogenous depression	0.000974	0.00695	CbGeAlD
Flavin adenine dinucleotide—ACADM—adrenal cortex—endogenous depression	0.00097	0.00692	CbGeAlD
Flavin adenine dinucleotide—ERO1LB—pituitary gland—endogenous depression	0.000957	0.00683	CbGeAlD
Flavin adenine dinucleotide—GCDH—adrenal cortex—endogenous depression	0.000951	0.00679	CbGeAlD
Flavin adenine dinucleotide—DLD—adrenal cortex—endogenous depression	0.000951	0.00679	CbGeAlD
Flavin adenine dinucleotide—IL4I1—endocrine gland—endogenous depression	0.000948	0.00677	CbGeAlD
Flavin adenine dinucleotide—GFER—pituitary gland—endogenous depression	0.000947	0.00676	CbGeAlD
Flavin adenine dinucleotide—TXNRD1—Nucleotide metabolism—DPYD—endogenous depression	0.000946	0.00874	CbGpPWpGaD
