nodes	percent_of_prediction	percent_of_DWPC	metapath
Budesonide—CYP3A4—breast cancer	0.147	1	CbGaD
Budesonide—NR3C1—Fluoxymesterone—breast cancer	0.119	0.398	CbGbCtD
Budesonide—Testolactone—Exemestane—breast cancer	0.0287	0.0745	CrCrCtD
Budesonide—Prednisone—Exemestane—breast cancer	0.0257	0.0667	CrCrCtD
Budesonide—CYP3A4—Exemestane—breast cancer	0.024	0.0801	CbGbCtD
Budesonide—Fluprednidene Acetate—Exemestane—breast cancer	0.0239	0.062	CrCrCtD
Budesonide—Loteprednol—Exemestane—breast cancer	0.0239	0.062	CrCrCtD
Budesonide—Methylprednisolone—Exemestane—breast cancer	0.0223	0.0579	CrCrCtD
Budesonide—Prednisolone—Exemestane—breast cancer	0.0218	0.0567	CrCrCtD
Budesonide—Hydrocortamate—Fluoxymesterone—breast cancer	0.0212	0.0549	CrCrCtD
Budesonide—CYP3A4—Letrozole—breast cancer	0.0204	0.0681	CbGbCtD
Budesonide—Testolactone—Fluoxymesterone—breast cancer	0.0199	0.0517	CrCrCtD
Budesonide—Amcinonide—Fluoxymesterone—breast cancer	0.0183	0.0475	CrCrCtD
Budesonide—CYP3A4—Anastrozole—breast cancer	0.0182	0.0607	CbGbCtD
Budesonide—Clobetasol propionate—Fluoxymesterone—breast cancer	0.0178	0.0463	CrCrCtD
Budesonide—Desoximetasone—Fluoxymesterone—breast cancer	0.017	0.044	CrCrCtD
Budesonide—CYP3A4—Toremifene—breast cancer	0.0167	0.0555	CbGbCtD
Budesonide—Mometasone—Fluoxymesterone—breast cancer	0.0166	0.043	CrCrCtD
Budesonide—Loteprednol—Fluoxymesterone—breast cancer	0.0166	0.043	CrCrCtD
Budesonide—Fluprednidene Acetate—Fluoxymesterone—breast cancer	0.0166	0.043	CrCrCtD
Budesonide—Fluorometholone—Fluoxymesterone—breast cancer	0.0166	0.043	CrCrCtD
Budesonide—Triamcinolone—Fluoxymesterone—breast cancer	0.0166	0.043	CrCrCtD
Budesonide—Betamethasone—Fluoxymesterone—breast cancer	0.0162	0.042	CrCrCtD
Budesonide—Dexamethasone—Fluoxymesterone—breast cancer	0.0162	0.042	CrCrCtD
Budesonide—CYP3A4—Fulvestrant—breast cancer	0.0155	0.0516	CbGbCtD
Budesonide—Prednisolone—Fluoxymesterone—breast cancer	0.0151	0.0393	CrCrCtD
Budesonide—Hydrocortisone—Fluoxymesterone—breast cancer	0.0145	0.0377	CrCrCtD
Budesonide—CYP3A4—Thiotepa—breast cancer	0.0138	0.046	CbGbCtD
Budesonide—CYP3A4—Ixabepilone—breast cancer	0.0126	0.0421	CbGbCtD
Budesonide—CYP3A4—Lapatinib—breast cancer	0.0122	0.0405	CbGbCtD
Budesonide—CYP3A4—Raloxifene—breast cancer	0.00921	0.0307	CbGbCtD
Budesonide—CYP3A4—Vinorelbine—breast cancer	0.00674	0.0225	CbGbCtD
Budesonide—CYP3A4—Tamoxifen—breast cancer	0.00609	0.0203	CbGbCtD
Budesonide—CYP3A4—Mitoxantrone—breast cancer	0.00594	0.0198	CbGbCtD
Budesonide—CYP3A4—Paclitaxel—breast cancer	0.00474	0.0158	CbGbCtD
Budesonide—CYP3A4—Irinotecan—breast cancer	0.00467	0.0156	CbGbCtD
Budesonide—CYP3A4—Vinblastine—breast cancer	0.00416	0.0138	CbGbCtD
Budesonide—CYP3A4—Docetaxel—breast cancer	0.00343	0.0114	CbGbCtD
Budesonide—CYP3A4—Doxorubicin—breast cancer	0.00255	0.0085	CbGbCtD
Budesonide—Fluocinolone Acetonide—PLA2G4A—breast cancer	0.000254	0.113	CrCbGaD
Budesonide—Testolactone—CYP19A1—breast cancer	0.000184	0.082	CrCbGaD
Budesonide—Betamethasone—PGR—breast cancer	0.000105	0.0469	CrCbGaD
Budesonide—Triamcinolone—BCHE—breast cancer	8.79e-05	0.0392	CrCbGaD
Budesonide—Dexamethasone—CYP17A1—breast cancer	8.25e-05	0.0368	CrCbGaD
Budesonide—Clobetasol propionate—CYP1A1—breast cancer	8.25e-05	0.0368	CrCbGaD
Budesonide—Hydrocortisone—SHBG—breast cancer	7.68e-05	0.0342	CrCbGaD
Budesonide—Betamethasone—CYP19A1—breast cancer	7.22e-05	0.0322	CrCbGaD
Budesonide—Hydrocortamate—CYP3A4—breast cancer	6.75e-05	0.0301	CrCbGaD
Budesonide—Dexamethasone—NOS2—breast cancer	6.73e-05	0.03	CrCbGaD
Budesonide—Dexamethasone—PGR—breast cancer	6.12e-05	0.0273	CrCbGaD
Budesonide—Ciclesonide—CYP2D6—breast cancer	5.97e-05	0.0266	CrCbGaD
Budesonide—Dexamethasone—CYP1B1—breast cancer	5.72e-05	0.0255	CrCbGaD
Budesonide—Alclometasone—CYP3A4—breast cancer	5.41e-05	0.0241	CrCbGaD
Budesonide—Hydrocortisone—ABCG2—breast cancer	5.29e-05	0.0236	CrCbGaD
Budesonide—Flunisolide—CYP3A4—breast cancer	5.27e-05	0.0235	CrCbGaD
Budesonide—Paramethasone—CYP3A4—breast cancer	5.2e-05	0.0232	CrCbGaD
Budesonide—Ciclesonide—CYP3A4—breast cancer	5.12e-05	0.0228	CrCbGaD
Budesonide—Fluorometholone—CYP3A4—breast cancer	5.08e-05	0.0226	CrCbGaD
Budesonide—Methylprednisolone—CYP3A4—breast cancer	4.91e-05	0.0219	CrCbGaD
Budesonide—NR3C1—AP-1 transcription factor network—CCND1—breast cancer	4.7e-05	0.00122	CbGpPWpGaD
Budesonide—NR3C1—AP-1 transcription factor network—JUN—breast cancer	4.69e-05	0.00122	CbGpPWpGaD
Budesonide—NR3C1—AP-1 transcription factor network—CTNNB1—breast cancer	4.65e-05	0.00121	CbGpPWpGaD
Budesonide—NR3C1—Adipogenesis—LEP—breast cancer	4.63e-05	0.0012	CbGpPWpGaD
Budesonide—NR3C1—AP-1 transcription factor network—MMP9—breast cancer	4.56e-05	0.00119	CbGpPWpGaD
Budesonide—NR3C1—AP-1 transcription factor network—PTEN—breast cancer	4.54e-05	0.00118	CbGpPWpGaD
Budesonide—NR3C1—Glucocorticoid receptor regulatory network—CXCL8—breast cancer	4.45e-05	0.00116	CbGpPWpGaD
Budesonide—NR3C1—Gene Expression—EEF1B2—breast cancer	4.41e-05	0.00115	CbGpPWpGaD
Budesonide—NR3C1—Gene Expression—NR2F1—breast cancer	4.41e-05	0.00115	CbGpPWpGaD
Budesonide—CYP3A4—Cytochrome P450 - arranged by substrate type—CYP1B1—breast cancer	4.32e-05	0.00112	CbGpPWpGaD
Budesonide—CYP3A4—Oxidation by Cytochrome P450—CYP1B1—breast cancer	4.26e-05	0.00111	CbGpPWpGaD
Budesonide—NR3C1—Glucocorticoid receptor regulatory network—IL2—breast cancer	4.25e-05	0.0011	CbGpPWpGaD
Budesonide—Dexamethasone—CYP19A1—breast cancer	4.2e-05	0.0187	CrCbGaD
Budesonide—NR3C1—Regulation of nuclear SMAD2/3 signaling—JUN—breast cancer	4.17e-05	0.00108	CbGpPWpGaD
Budesonide—CYP3A4—Phase 1 - Functionalization of compounds—CYP17A1—breast cancer	4.16e-05	0.00108	CbGpPWpGaD
