nodes	percent_of_prediction	percent_of_DWPC	metapath
Ceftriaxone—GLUL—hindbrain—autistic disorder	0.0314	0.106	CbGeAlD
Ceftriaxone—GLUL—mouth—autistic disorder	0.0275	0.093	CbGeAlD
Ceftriaxone—GLUL—brainstem—autistic disorder	0.018	0.0608	CbGeAlD
Ceftriaxone—GLUL—eye—autistic disorder	0.0175	0.0592	CbGeAlD
Ceftriaxone—GLUL—forebrain—autistic disorder	0.0174	0.0586	CbGeAlD
Ceftriaxone—GLUL—telencephalon—autistic disorder	0.016	0.0539	CbGeAlD
Ceftriaxone—SLC15A2—mouth—autistic disorder	0.0142	0.0481	CbGeAlD
Ceftriaxone—SLC22A11—digestive system—autistic disorder	0.0128	0.0434	CbGeAlD
Ceftriaxone—GLUL—digestive system—autistic disorder	0.0122	0.0412	CbGeAlD
Ceftriaxone—SLC22A8—eye—autistic disorder	0.0104	0.0352	CbGeAlD
Ceftriaxone—SLC15A1—digestive system—autistic disorder	0.0101	0.034	CbGeAlD
Ceftriaxone—GLUL—head—autistic disorder	0.00994	0.0336	CbGeAlD
Ceftriaxone—GLUL—nervous system—autistic disorder	0.00942	0.0318	CbGeAlD
Ceftriaxone—GLUL—central nervous system—autistic disorder	0.00907	0.0307	CbGeAlD
Ceftriaxone—GLUL—cerebellum—autistic disorder	0.00887	0.03	CbGeAlD
Ceftriaxone—SLC15A2—telencephalon—autistic disorder	0.00825	0.0279	CbGeAlD
Ceftriaxone—Cefazolin—PON1—autistic disorder	0.00752	1	CrCbGaD
Ceftriaxone—GLUL—brain—autistic disorder	0.0072	0.0243	CbGeAlD
Ceftriaxone—SLC22A6—brain—autistic disorder	0.00715	0.0242	CbGeAlD
Ceftriaxone—SLC22A8—head—autistic disorder	0.00591	0.02	CbGeAlD
Ceftriaxone—SLC22A8—nervous system—autistic disorder	0.0056	0.0189	CbGeAlD
Ceftriaxone—SLC22A8—central nervous system—autistic disorder	0.0054	0.0182	CbGeAlD
Ceftriaxone—SLC15A2—head—autistic disorder	0.00514	0.0174	CbGeAlD
Ceftriaxone—SLC15A2—nervous system—autistic disorder	0.00487	0.0165	CbGeAlD
Ceftriaxone—SLC15A2—central nervous system—autistic disorder	0.00469	0.0158	CbGeAlD
Ceftriaxone—SLC15A2—cerebellum—autistic disorder	0.00458	0.0155	CbGeAlD
Ceftriaxone—ALB—brain—autistic disorder	0.00446	0.0151	CbGeAlD
Ceftriaxone—SLC22A8—brain—autistic disorder	0.00428	0.0145	CbGeAlD
Ceftriaxone—SLC15A2—brain—autistic disorder	0.00372	0.0126	CbGeAlD
Ceftriaxone—SLC22A11—Transmembrane transport of small molecules—GABRA4—autistic disorder	0.00114	0.00164	CbGpPWpGaD
Ceftriaxone—ALB—Platelet degranulation—TF—autistic disorder	0.0011	0.00158	CbGpPWpGaD
Ceftriaxone—SLC22A11—Transmembrane transport of small molecules—GABRA1—autistic disorder	0.0011	0.00157	CbGpPWpGaD
Ceftriaxone—SLC22A11—Transmembrane transport of small molecules—GABRB3—autistic disorder	0.0011	0.00157	CbGpPWpGaD
Ceftriaxone—SLC22A6—SLC-mediated transmembrane transport—SLC1A3—autistic disorder	0.00109	0.00156	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—SLC40A1—autistic disorder	0.00106	0.00152	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—GABRB1—autistic disorder	0.00106	0.00152	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—GABRA4—autistic disorder	0.00106	0.00152	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—GABRA3—autistic disorder	0.00106	0.00152	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—GABRA5—autistic disorder	0.00106	0.00152	CbGpPWpGaD
Ceftriaxone—ALB—Response to elevated platelet cytosolic Ca2+—TF—autistic disorder	0.00105	0.0015	CbGpPWpGaD
Ceftriaxone—ALB—Platelet activation, signaling and aggregation—PECAM1—autistic disorder	0.00103	0.00148	CbGpPWpGaD
Ceftriaxone—GLUL—Metabolism—ADSL—autistic disorder	0.00103	0.00148	CbGpPWpGaD
Ceftriaxone—ALB—SLC-mediated transmembrane transport—SLC9A9—autistic disorder	0.00103	0.00148	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—HTR3A—autistic disorder	0.00103	0.00147	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—GABRA1—autistic disorder	0.00101	0.00145	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—GABRB3—autistic disorder	0.00101	0.00145	CbGpPWpGaD
Ceftriaxone—GLUL—Metabolism—XDH—autistic disorder	0.00101	0.00145	CbGpPWpGaD
Ceftriaxone—SLC22A6—Transmembrane transport of small molecules—SLC9A9—autistic disorder	0.00101	0.00145	CbGpPWpGaD
Ceftriaxone—ALB—Binding and Uptake of Ligands by Scavenger Receptors—APOE—autistic disorder	0.001	0.00144	CbGpPWpGaD
Ceftriaxone—GLUL—Metabolism—STX1A—autistic disorder	0.000992	0.00142	CbGpPWpGaD
Ceftriaxone—GLUL—Metabolism—NPAS2—autistic disorder	0.000992	0.00142	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—GABRA4—autistic disorder	0.00098	0.00141	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—GABRA3—autistic disorder	0.00098	0.00141	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—SLC40A1—autistic disorder	0.00098	0.00141	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—GABRA5—autistic disorder	0.00098	0.00141	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—GABRB1—autistic disorder	0.00098	0.00141	CbGpPWpGaD
Ceftriaxone—SLC22A11—Transmembrane transport of small molecules—GABRB2—autistic disorder	0.000972	0.0014	CbGpPWpGaD
Ceftriaxone—SLC22A11—Transmembrane transport of small molecules—GABRA2—autistic disorder	0.000972	0.0014	CbGpPWpGaD
Ceftriaxone—SLC22A6—SLC-mediated transmembrane transport—CP—autistic disorder	0.000967	0.00139	CbGpPWpGaD
Ceftriaxone—SLC22A6—Transmembrane transport of small molecules—GABRG3—autistic disorder	0.00096	0.00138	CbGpPWpGaD
Ceftriaxone—GLUL—Metabolism—TCN2—autistic disorder	0.000958	0.00138	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—GABRB3—autistic disorder	0.00094	0.00135	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—GABRA1—autistic disorder	0.00094	0.00135	CbGpPWpGaD
Ceftriaxone—GLUL—Metabolism—ADA—autistic disorder	0.000914	0.00131	CbGpPWpGaD
Ceftriaxone—ALB—Vitamin B12 Metabolism—MTHFR—autistic disorder	0.000906	0.0013	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—GABRB2—autistic disorder	0.000898	0.00129	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—GABRA2—autistic disorder	0.000898	0.00129	CbGpPWpGaD
Ceftriaxone—SLC22A11—SLC-mediated transmembrane transport—AVP—autistic disorder	0.000896	0.00129	CbGpPWpGaD
Ceftriaxone—ALB—Hemostasis—DOCK4—autistic disorder	0.000895	0.00128	CbGpPWpGaD
Ceftriaxone—ALB—Folate Metabolism—CAT—autistic disorder	0.000883	0.00127	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—GABRA5—autistic disorder	0.000872	0.00125	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—GABRA4—autistic disorder	0.000872	0.00125	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—GABRA3—autistic disorder	0.000872	0.00125	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—GABRB1—autistic disorder	0.000872	0.00125	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—SLC40A1—autistic disorder	0.000872	0.00125	CbGpPWpGaD
Ceftriaxone—SLC22A11—Transmembrane transport of small molecules—AQP4—autistic disorder	0.000866	0.00124	CbGpPWpGaD
Ceftriaxone—SLC22A11—Transmembrane transport of small molecules—SLC1A3—autistic disorder	0.000866	0.00124	CbGpPWpGaD
Ceftriaxone—ALB—Lipid and lipoprotein metabolism—APOE—autistic disorder	0.000857	0.00123	CbGpPWpGaD
Ceftriaxone—SLC22A6—Transmembrane transport of small molecules—HTR3A—autistic disorder	0.000856	0.00123	CbGpPWpGaD
Ceftriaxone—ALB—Vitamin B12 Metabolism—APOE—autistic disorder	0.000844	0.00121	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—GABRA1—autistic disorder	0.000836	0.0012	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—GABRB3—autistic disorder	0.000836	0.0012	CbGpPWpGaD
Ceftriaxone—GLUL—Transmission across Chemical Synapses—MAPK1—autistic disorder	0.000834	0.0012	CbGpPWpGaD
Ceftriaxone—GLUL—Metabolism—RORA—autistic disorder	0.000834	0.0012	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—GABRB2—autistic disorder	0.000833	0.0012	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—GABRA2—autistic disorder	0.000833	0.0012	CbGpPWpGaD
Ceftriaxone—SLC15A2—SLC-mediated transmembrane transport—AVP—autistic disorder	0.000827	0.00119	CbGpPWpGaD
Ceftriaxone—ALB—Folate Metabolism—IL4—autistic disorder	0.000812	0.00117	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—SLC1A3—autistic disorder	0.0008	0.00115	CbGpPWpGaD
Ceftriaxone—SLC15A2—Transmembrane transport of small molecules—AQP4—autistic disorder	0.0008	0.00115	CbGpPWpGaD
Ceftriaxone—ALB—Folate Metabolism—GPX1—autistic disorder	0.000799	0.00115	CbGpPWpGaD
Ceftriaxone—ALB—Hemostasis—JMJD1C—autistic disorder	0.000797	0.00115	CbGpPWpGaD
Ceftriaxone—GLUL—Metabolism—MAOB—autistic disorder	0.000781	0.00112	CbGpPWpGaD
Ceftriaxone—ALB—Transmembrane transport of small molecules—HTR3C—autistic disorder	0.000775	0.00111	CbGpPWpGaD
Ceftriaxone—ALB—Transmembrane transport of small molecules—ASIC2—autistic disorder	0.000775	0.00111	CbGpPWpGaD
Ceftriaxone—ALB—Transmembrane transport of small molecules—ATP10A—autistic disorder	0.000775	0.00111	CbGpPWpGaD
Ceftriaxone—SLC22A11—Transmembrane transport of small molecules—CP—autistic disorder	0.000772	0.00111	CbGpPWpGaD
Ceftriaxone—SLC15A1—SLC-mediated transmembrane transport—AVP—autistic disorder	0.000768	0.0011	CbGpPWpGaD
Ceftriaxone—ALB—Platelet degranulation—IGF2—autistic disorder	0.000757	0.00109	CbGpPWpGaD
Ceftriaxone—ALB—SLC-mediated transmembrane transport—SLC40A1—autistic disorder	0.000744	0.00107	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—SLC1A3—autistic disorder	0.000743	0.00107	CbGpPWpGaD
Ceftriaxone—SLC15A1—Transmembrane transport of small molecules—AQP4—autistic disorder	0.000743	0.00107	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—GABRB2—autistic disorder	0.000741	0.00106	CbGpPWpGaD
Ceftriaxone—SLC22A8—Transmembrane transport of small molecules—GABRA2—autistic disorder	0.000741	0.00106	CbGpPWpGaD
Ceftriaxone—ALB—Folate Metabolism—MTHFR—autistic disorder	0.000737	0.00106	CbGpPWpGaD
Ceftriaxone—SLC22A6—Transmembrane transport of small molecules—GABRA4—autistic disorder	0.000728	0.00104	CbGpPWpGaD
Ceftriaxone—SLC22A6—Transmembrane transport of small molecules—GABRA3—autistic disorder	0.000728	0.00104	CbGpPWpGaD
Ceftriaxone—SLC22A6—Transmembrane transport of small molecules—SLC40A1—autistic disorder	0.000728	0.00104	CbGpPWpGaD
Ceftriaxone—SLC22A6—Transmembrane transport of small molecules—GABRA5—autistic disorder	0.000728	0.00104	CbGpPWpGaD
Ceftriaxone—SLC22A6—Transmembrane transport of small molecules—GABRB1—autistic disorder	0.000728	0.00104	CbGpPWpGaD
