nodes	percent_of_prediction	percent_of_DWPC	metapath
Halazepam—GABRR3—peripheral nervous system—amyotrophic lateral sclerosis	0.0352	0.0648	CbGeAlD
Halazepam—GABRR2—peripheral nervous system—amyotrophic lateral sclerosis	0.0305	0.0562	CbGeAlD
Halazepam—GABRR1—peripheral nervous system—amyotrophic lateral sclerosis	0.0294	0.0541	CbGeAlD
Halazepam—GABRR3—nerve—amyotrophic lateral sclerosis	0.0275	0.0505	CbGeAlD
Halazepam—GABRQ—nerve—amyotrophic lateral sclerosis	0.0275	0.0505	CbGeAlD
Halazepam—GABRR2—nerve—amyotrophic lateral sclerosis	0.0238	0.0438	CbGeAlD
Halazepam—GABRR1—nerve—amyotrophic lateral sclerosis	0.0229	0.0421	CbGeAlD
Halazepam—GABRA6—hindbrain—amyotrophic lateral sclerosis	0.0143	0.0263	CbGeAlD
Halazepam—GABRB2—hindbrain—amyotrophic lateral sclerosis	0.0105	0.0193	CbGeAlD
Halazepam—GABRA2—hindbrain—amyotrophic lateral sclerosis	0.0096	0.0177	CbGeAlD
Halazepam—GABRA1—hindbrain—amyotrophic lateral sclerosis	0.00928	0.0171	CbGeAlD
Halazepam—Clobazam—SLC6A1—amyotrophic lateral sclerosis	0.00905	1	CrCbGaD
Halazepam—GABRA6—brainstem—amyotrophic lateral sclerosis	0.00818	0.015	CbGeAlD
Halazepam—GABRR3—nervous system—amyotrophic lateral sclerosis	0.00617	0.0114	CbGeAlD
Halazepam—GABRQ—nervous system—amyotrophic lateral sclerosis	0.00617	0.0114	CbGeAlD
Halazepam—GABRB2—brainstem—amyotrophic lateral sclerosis	0.00602	0.0111	CbGeAlD
Halazepam—GABRD—medulla oblongata—amyotrophic lateral sclerosis	0.00596	0.011	CbGeAlD
Halazepam—GABRQ—central nervous system—amyotrophic lateral sclerosis	0.00594	0.0109	CbGeAlD
Halazepam—GABRG1—medulla oblongata—amyotrophic lateral sclerosis	0.00574	0.0106	CbGeAlD
Halazepam—GABRB1—medulla oblongata—amyotrophic lateral sclerosis	0.00556	0.0102	CbGeAlD
Halazepam—GABRA2—brainstem—amyotrophic lateral sclerosis	0.0055	0.0101	CbGeAlD
Halazepam—GABRG3—nervous system—amyotrophic lateral sclerosis	0.00541	0.00995	CbGeAlD
Halazepam—GABRR2—nervous system—amyotrophic lateral sclerosis	0.00535	0.00985	CbGeAlD
Halazepam—GABRA1—brainstem—amyotrophic lateral sclerosis	0.00532	0.00978	CbGeAlD
Halazepam—GABRG3—central nervous system—amyotrophic lateral sclerosis	0.00521	0.00958	CbGeAlD
Halazepam—GABRR1—nervous system—amyotrophic lateral sclerosis	0.00515	0.00948	CbGeAlD
Halazepam—GABRG1—spinal cord—amyotrophic lateral sclerosis	0.00512	0.00941	CbGeAlD
Halazepam—GABRR2—cerebellum—amyotrophic lateral sclerosis	0.00504	0.00927	CbGeAlD
Halazepam—GABRR1—central nervous system—amyotrophic lateral sclerosis	0.00496	0.00913	CbGeAlD
Halazepam—GABRB1—spinal cord—amyotrophic lateral sclerosis	0.00496	0.00913	CbGeAlD
Halazepam—GABRQ—brain—amyotrophic lateral sclerosis	0.00472	0.00868	CbGeAlD
Halazepam—GABRD—nervous system—amyotrophic lateral sclerosis	0.00448	0.00824	CbGeAlD
Halazepam—GABRD—central nervous system—amyotrophic lateral sclerosis	0.00431	0.00793	CbGeAlD
Halazepam—GABRG1—nervous system—amyotrophic lateral sclerosis	0.00431	0.00793	CbGeAlD
