nodes	percent_of_prediction	percent_of_DWPC	metapath
Bosutinib—TBK1—glaucoma	0.599	1	CbGaD
Bosutinib—PTK2—endothelium—glaucoma	0.00132	0.0202	CbGeAlD
Bosutinib—SIK2—connective tissue—glaucoma	0.00127	0.0195	CbGeAlD
Bosutinib—Vandetanib—VEGFA—glaucoma	0.00126	1	CrCbGaD
Bosutinib—EPHB2—retina—glaucoma	0.00122	0.0186	CbGeAlD
Bosutinib—EIF2AK1—eye—glaucoma	0.00122	0.0186	CbGeAlD
Bosutinib—EPHB4—endothelium—glaucoma	0.00121	0.0184	CbGeAlD
Bosutinib—EIF2AK1—retina—glaucoma	0.0012	0.0184	CbGeAlD
Bosutinib—EPHA8—eye—glaucoma	0.00118	0.018	CbGeAlD
Bosutinib—SRMS—connective tissue—glaucoma	0.00116	0.0177	CbGeAlD
Bosutinib—SYK—eye—glaucoma	0.00116	0.0177	CbGeAlD
Bosutinib—SYK—connective tissue—glaucoma	0.00111	0.017	CbGeAlD
Bosutinib—CDK2—connective tissue—glaucoma	0.0011	0.0169	CbGeAlD
Bosutinib—DMPK—eye—glaucoma	0.00109	0.0166	CbGeAlD
Bosutinib—DMPK—retina—glaucoma	0.00108	0.0165	CbGeAlD
Bosutinib—STK25—eye—glaucoma	0.00104	0.0159	CbGeAlD
Bosutinib—EPHA3—eye—glaucoma	0.00103	0.0157	CbGeAlD
Bosutinib—SRC—endothelium—glaucoma	0.00102	0.0157	CbGeAlD
Bosutinib—EPHA3—retina—glaucoma	0.00102	0.0156	CbGeAlD
Bosutinib—PLK2—connective tissue—glaucoma	0.000972	0.0149	CbGeAlD
Bosutinib—BTK—Treprostinil—Latanoprost—glaucoma	0.000963	0.259	CbGdCrCtD
Bosutinib—CAMK1D—eye—glaucoma	0.000953	0.0146	CbGeAlD
Bosutinib—CAMK1D—retina—glaucoma	0.000944	0.0144	CbGeAlD
Bosutinib—STK24—eye—glaucoma	0.000942	0.0144	CbGeAlD
Bosutinib—STK24—retina—glaucoma	0.000934	0.0143	CbGeAlD
Bosutinib—STK4—connective tissue—glaucoma	0.000929	0.0142	CbGeAlD
Bosutinib—EPHA5—eye—glaucoma	0.000911	0.0139	CbGeAlD
Bosutinib—EPHA5—retina—glaucoma	0.000903	0.0138	CbGeAlD
Bosutinib—MAP4K1—retina—glaucoma	0.000885	0.0135	CbGeAlD
Bosutinib—ALK—connective tissue—glaucoma	0.000878	0.0134	CbGeAlD
Bosutinib—TYRO3—connective tissue—glaucoma	0.000878	0.0134	CbGeAlD
Bosutinib—LYN—connective tissue—glaucoma	0.000874	0.0134	CbGeAlD
Bosutinib—BTK—connective tissue—glaucoma	0.000856	0.0131	CbGeAlD
Bosutinib—STK3—eye—glaucoma	0.000852	0.013	CbGeAlD
Bosutinib—ROCK1—eye—glaucoma	0.000841	0.0128	CbGeAlD
