nodes	percent_of_prediction	percent_of_DWPC	metapath
Felodipine—hypertension—metabolic syndrome X	0.835	1	CtDrD
Felodipine—CALM1—sympathetic nervous system—metabolic syndrome X	0.00396	0.0729	CbGeAlD
Felodipine—TNNC2—cardiovascular system—metabolic syndrome X	0.00306	0.0563	CbGeAlD
Felodipine—TNNC2—adipose tissue—metabolic syndrome X	0.0027	0.0497	CbGeAlD
Felodipine—CALM1—autonomic nervous system—metabolic syndrome X	0.00266	0.049	CbGeAlD
Felodipine—TNNC2—liver—metabolic syndrome X	0.00189	0.0348	CbGeAlD
Felodipine—CACNA1S—cardiovascular system—metabolic syndrome X	0.00165	0.0304	CbGeAlD
Felodipine—Upset stomach—Metformin—metabolic syndrome X	0.00161	0.0793	CcSEcCtD
Felodipine—TNNC1—cardiovascular system—metabolic syndrome X	0.00154	0.0284	CbGeAlD
Felodipine—CALM2—artery—metabolic syndrome X	0.00151	0.0279	CbGeAlD
Felodipine—CALM1—artery—metabolic syndrome X	0.00151	0.0278	CbGeAlD
Felodipine—PDE1B—adipose tissue—metabolic syndrome X	0.00142	0.0261	CbGeAlD
Felodipine—TNNC1—adipose tissue—metabolic syndrome X	0.00136	0.025	CbGeAlD
Felodipine—PDE1A—cardiovascular system—metabolic syndrome X	0.00135	0.0248	CbGeAlD
Felodipine—PDE1A—kidney—metabolic syndrome X	0.00132	0.0243	CbGeAlD
Felodipine—Rhinorrhoea—Metformin—metabolic syndrome X	0.0013	0.0641	CcSEcCtD
Felodipine—CALM2—endothelium—metabolic syndrome X	0.00128	0.0236	CbGeAlD
Felodipine—CALM1—endothelium—metabolic syndrome X	0.00127	0.0235	CbGeAlD
Felodipine—Contusion—Metformin—metabolic syndrome X	0.00121	0.0596	CcSEcCtD
Felodipine—PDE1A—adipose tissue—metabolic syndrome X	0.00119	0.0219	CbGeAlD
Felodipine—CALM2—blood vessel—metabolic syndrome X	0.00118	0.0217	CbGeAlD
Felodipine—CALM1—blood vessel—metabolic syndrome X	0.00117	0.0216	CbGeAlD
Felodipine—CACNA1H—cardiovascular system—metabolic syndrome X	0.00105	0.0194	CbGeAlD
Felodipine—CACNB2—cardiovascular system—metabolic syndrome X	0.000992	0.0183	CbGeAlD
Felodipine—CACNA2D1—cardiovascular system—metabolic syndrome X	0.000932	0.0172	CbGeAlD
Felodipine—CACNA1D—cardiovascular system—metabolic syndrome X	0.000867	0.016	CbGeAlD
Felodipine—PDE1A—liver—metabolic syndrome X	0.000832	0.0153	CbGeAlD
Felodipine—CACNA2D1—adipose tissue—metabolic syndrome X	0.000822	0.0151	CbGeAlD
Felodipine—CACNA1C—cardiovascular system—metabolic syndrome X	0.0008	0.0147	CbGeAlD
Felodipine—Pain in extremity—Metformin—metabolic syndrome X	0.000766	0.0377	CcSEcCtD
Felodipine—NR3C2—cardiovascular system—metabolic syndrome X	0.000729	0.0134	CbGeAlD
Felodipine—NR3C2—kidney—metabolic syndrome X	0.000713	0.0131	CbGeAlD
Felodipine—CACNA1C—adipose tissue—metabolic syndrome X	0.000706	0.013	CbGeAlD
Felodipine—CYP3A7—liver—metabolic syndrome X	0.000692	0.0127	CbGeAlD
Felodipine—Cramp muscle—Metformin—metabolic syndrome X	0.00069	0.034	CcSEcCtD
Felodipine—Nasopharyngitis—Metformin—metabolic syndrome X	0.000685	0.0337	CcSEcCtD
Felodipine—Influenza—Metformin—metabolic syndrome X	0.000662	0.0326	CcSEcCtD
Felodipine—CACNA1H—liver—metabolic syndrome X	0.00065	0.012	CbGeAlD
Felodipine—Angina pectoris—Metformin—metabolic syndrome X	0.000645	0.0318	CcSEcCtD
Felodipine—NR3C2—adipose tissue—metabolic syndrome X	0.000642	0.0118	CbGeAlD
Felodipine—Abdominal discomfort—Metformin—metabolic syndrome X	0.000635	0.0313	CcSEcCtD
Felodipine—Upper respiratory tract infection—Metformin—metabolic syndrome X	0.000615	0.0303	CcSEcCtD
Felodipine—CACNB2—liver—metabolic syndrome X	0.000613	0.0113	CbGeAlD
Felodipine—CALM3—adipose tissue—metabolic syndrome X	0.000591	0.0109	CbGeAlD
Felodipine—CYP3A7-CYP3A51P—liver—metabolic syndrome X	0.000588	0.0108	CbGeAlD
Felodipine—CACNA2D1—liver—metabolic syndrome X	0.000576	0.0106	CbGeAlD
Felodipine—Bradycardia—Metformin—metabolic syndrome X	0.00054	0.0266	CcSEcCtD
Felodipine—CACNA1D—liver—metabolic syndrome X	0.000536	0.00988	CbGeAlD
Felodipine—CALM2—cardiovascular system—metabolic syndrome X	0.000526	0.0097	CbGeAlD
Felodipine—CALM1—cardiovascular system—metabolic syndrome X	0.000524	0.00965	CbGeAlD
Felodipine—Oedema peripheral—Metformin—metabolic syndrome X	0.000522	0.0257	CcSEcCtD
Felodipine—CALM2—kidney—metabolic syndrome X	0.000515	0.00949	CbGeAlD
Felodipine—CALM1—kidney—metabolic syndrome X	0.000513	0.00945	CbGeAlD
Felodipine—Flushing—Metformin—metabolic syndrome X	0.000492	0.0242	CcSEcCtD
Felodipine—ABCB1—blood vessel—metabolic syndrome X	0.000469	0.00864	CbGeAlD
Felodipine—CALM2—adipose tissue—metabolic syndrome X	0.000464	0.00855	CbGeAlD
Felodipine—CALM1—adipose tissue—metabolic syndrome X	0.000462	0.00851	CbGeAlD
Felodipine—Erythema—Metformin—metabolic syndrome X	0.000461	0.0227	CcSEcCtD
Felodipine—Flatulence—Metformin—metabolic syndrome X	0.000455	0.0224	CcSEcCtD
Felodipine—NR3C2—liver—metabolic syndrome X	0.000451	0.0083	CbGeAlD
Felodipine—Muscle spasms—Metformin—metabolic syndrome X	0.000444	0.0218	CcSEcCtD
Felodipine—Tremor—Metformin—metabolic syndrome X	0.000432	0.0213	CcSEcCtD
Felodipine—CYP2C8—kidney—metabolic syndrome X	0.000427	0.00786	CbGeAlD
Felodipine—CALM3—liver—metabolic syndrome X	0.000415	0.00764	CbGeAlD
Felodipine—Syncope—Metformin—metabolic syndrome X	0.000414	0.0204	CcSEcCtD
Felodipine—Palpitations—Metformin—metabolic syndrome X	0.000408	0.0201	CcSEcCtD
Felodipine—Loss of consciousness—Metformin—metabolic syndrome X	0.000406	0.02	CcSEcCtD
Felodipine—Chest pain—Metformin—metabolic syndrome X	0.000393	0.0193	CcSEcCtD
Felodipine—Myalgia—Metformin—metabolic syndrome X	0.000393	0.0193	CcSEcCtD
Felodipine—CYP2C9—cardiovascular system—metabolic syndrome X	0.000388	0.00714	CbGeAlD
Felodipine—CYP3A5—kidney—metabolic syndrome X	0.000385	0.0071	CbGeAlD
Felodipine—Shock—Metformin—metabolic syndrome X	0.00037	0.0182	CcSEcCtD
Felodipine—CYP3A5—adipose tissue—metabolic syndrome X	0.000347	0.0064	CbGeAlD
Felodipine—Musculoskeletal discomfort—Metformin—metabolic syndrome X	0.000343	0.0169	CcSEcCtD
Felodipine—Paraesthesia—Metformin—metabolic syndrome X	0.000338	0.0166	CcSEcCtD
Felodipine—Dyspnoea—Metformin—metabolic syndrome X	0.000336	0.0165	CcSEcCtD
Felodipine—Somnolence—Metformin—metabolic syndrome X	0.000335	0.0165	CcSEcCtD
Felodipine—Dyspepsia—Metformin—metabolic syndrome X	0.000331	0.0163	CcSEcCtD
Felodipine—CALM2—liver—metabolic syndrome X	0.000326	0.006	CbGeAlD
Felodipine—Fatigue—Metformin—metabolic syndrome X	0.000325	0.016	CcSEcCtD
Felodipine—CALM1—liver—metabolic syndrome X	0.000324	0.00597	CbGeAlD
Felodipine—Constipation—Metformin—metabolic syndrome X	0.000322	0.0159	CcSEcCtD
Felodipine—Feeling abnormal—Metformin—metabolic syndrome X	0.00031	0.0153	CcSEcCtD
Felodipine—Gastrointestinal pain—Metformin—metabolic syndrome X	0.000308	0.0152	CcSEcCtD
Felodipine—Urticaria—Metformin—metabolic syndrome X	0.000299	0.0147	CcSEcCtD
Felodipine—Abdominal pain—Metformin—metabolic syndrome X	0.000298	0.0147	CcSEcCtD
Felodipine—CYP3A4—kidney—metabolic syndrome X	0.000289	0.00533	CbGeAlD
Felodipine—CYP2D6—kidney—metabolic syndrome X	0.000285	0.00524	CbGeAlD
Felodipine—Asthenia—Metformin—metabolic syndrome X	0.00027	0.0133	CcSEcCtD
Felodipine—CYP2C8—liver—metabolic syndrome X	0.00027	0.00497	CbGeAlD
Felodipine—Pruritus—Metformin—metabolic syndrome X	0.000266	0.0131	CcSEcCtD
Felodipine—Diarrhoea—Metformin—metabolic syndrome X	0.000258	0.0127	CcSEcCtD
Felodipine—Dizziness—Metformin—metabolic syndrome X	0.000249	0.0123	CcSEcCtD
Felodipine—CYP3A5—liver—metabolic syndrome X	0.000244	0.00449	CbGeAlD
Felodipine—CYP2C9—liver—metabolic syndrome X	0.00024	0.00442	CbGeAlD
Felodipine—Vomiting—Metformin—metabolic syndrome X	0.000239	0.0118	CcSEcCtD
