nodes	percent_of_prediction	percent_of_DWPC	metapath
Marimastat—MMP13—periosteum—osteoporosis	0.061	0.234	CbGeAlD
Marimastat—MMP3—vertebral column—osteoporosis	0.0469	0.18	CbGeAlD
Marimastat—MMP9—periosteum—osteoporosis	0.0287	0.11	CbGeAlD
Marimastat—MMP27—bone marrow—osteoporosis	0.022	0.0842	CbGeAlD
Marimastat—MMP26—uterus—osteoporosis	0.018	0.0688	CbGeAlD
Marimastat—MMP11—uterus—osteoporosis	0.011	0.0422	CbGeAlD
Marimastat—MMP10—uterus—osteoporosis	0.0108	0.0412	CbGeAlD
Marimastat—MMP25—uterus—osteoporosis	0.00915	0.035	CbGeAlD
Marimastat—MMP25—bone marrow—osteoporosis	0.00777	0.0297	CbGeAlD
Marimastat—MMP3—uterus—osteoporosis	0.00774	0.0297	CbGeAlD
Marimastat—MMP14—uterus—osteoporosis	0.00739	0.0283	CbGeAlD
Marimastat—MMP7—uterus—osteoporosis	0.00665	0.0255	CbGeAlD
Marimastat—MMP8—bone marrow—osteoporosis	0.00639	0.0245	CbGeAlD
Marimastat—MMP1—uterus—osteoporosis	0.00587	0.0225	CbGeAlD
Marimastat—MMP2—Estradiol—Estropipate—osteoporosis	0.0051	0.418	CbGdCrCtD
Marimastat—MMP2—uterus—osteoporosis	0.00451	0.0173	CbGeAlD
Marimastat—MMP9—uterus—osteoporosis	0.00393	0.015	CbGeAlD
Marimastat—MMP2—Estradiol—Conjugated Estrogens—osteoporosis	0.00386	0.316	CbGdCrCtD
Marimastat—MMP9—bone marrow—osteoporosis	0.00333	0.0128	CbGeAlD
Marimastat—MMP2—Estradiol—Ethinyl Estradiol—osteoporosis	0.00325	0.266	CbGdCrCtD
Marimastat—MMP9—Axon guidance—ACTG1—osteoporosis	0.000337	0.000464	CbGpPWpGaD
Marimastat—ADAM10—Signaling by EGFR in Cancer—IRS1—osteoporosis	0.000337	0.000463	CbGpPWpGaD
Marimastat—MMP7—Extracellular matrix organization—SPP1—osteoporosis	0.000335	0.000461	CbGpPWpGaD
Marimastat—MMP1—Integrated Breast Cancer Pathway—IRS1—osteoporosis	0.000331	0.000455	CbGpPWpGaD
Marimastat—MMP9—Extracellular matrix organization—CTSK—osteoporosis	0.000329	0.000453	CbGpPWpGaD
Marimastat—MMP2—Metabolism of proteins—RPL24—osteoporosis	0.000326	0.000449	CbGpPWpGaD
Marimastat—MMP12—Spinal Cord Injury—TNF—osteoporosis	0.000324	0.000446	CbGpPWpGaD
Marimastat—MMP9—Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling—TGFB1—osteoporosis	0.000323	0.000445	CbGpPWpGaD
Marimastat—ADAM10—Signaling by EGFR—IL6R—osteoporosis	0.000319	0.000439	CbGpPWpGaD
Marimastat—MMP12—TGF-beta Signaling Pathway—MYC—osteoporosis	0.000318	0.000438	CbGpPWpGaD
Marimastat—MMP12—TGF-beta Signaling Pathway—TGFB1—osteoporosis	0.000318	0.000437	CbGpPWpGaD
Marimastat—ADAM10—Signaling by EGFR in Cancer—IL6R—osteoporosis	0.000316	0.000435	CbGpPWpGaD
Marimastat—MMP7—Wnt Signaling Pathway and Pluripotency—MYC—osteoporosis	0.000315	0.000434	CbGpPWpGaD
Marimastat—ADAM10—Extracellular matrix organization—SPP1—osteoporosis	0.000315	0.000434	CbGpPWpGaD
Marimastat—MMP1—Hemostasis—RAP1A—osteoporosis	0.000312	0.000429	CbGpPWpGaD
Marimastat—MMP3—Signaling Pathways—CALCR—osteoporosis	0.000309	0.000425	CbGpPWpGaD
Marimastat—MMP3—Signaling Pathways—PTH1R—osteoporosis	0.000309	0.000425	CbGpPWpGaD
Marimastat—ADAM10—Disease—GSN—osteoporosis	0.000307	0.000422	CbGpPWpGaD
Marimastat—MMP9—amb2 Integrin signaling—IL6—osteoporosis	0.000303	0.000417	CbGpPWpGaD
Marimastat—MMP9—TWEAK Signaling Pathway—TNF—osteoporosis	0.000302	0.000416	CbGpPWpGaD
Marimastat—MMP9—Extracellular matrix organization—FGA—osteoporosis	0.000301	0.000414	CbGpPWpGaD
Marimastat—MMP17—Extracellular matrix organization—TGFB1—osteoporosis	0.000301	0.000414	CbGpPWpGaD
Marimastat—MMP25—Extracellular matrix organization—TGFB1—osteoporosis	0.000301	0.000414	CbGpPWpGaD
Marimastat—MMP19—Extracellular matrix organization—TGFB1—osteoporosis	0.000301	0.000414	CbGpPWpGaD
Marimastat—MMP24—Extracellular matrix organization—TGFB1—osteoporosis	0.000301	0.000414	CbGpPWpGaD
Marimastat—MMP16—Extracellular matrix organization—TGFB1—osteoporosis	0.000301	0.000414	CbGpPWpGaD
Marimastat—MMP1—Metabolism of proteins—TLN1—osteoporosis	0.000298	0.000409	CbGpPWpGaD
Marimastat—MMP2—Regulation of nuclear beta catenin signaling and target gene transcription—MYC—osteoporosis	0.000295	0.000406	CbGpPWpGaD
Marimastat—MMP2—Metabolism of proteins—TLN1—osteoporosis	0.000287	0.000395	CbGpPWpGaD
Marimastat—MMP1—Metabolism of proteins—REN—osteoporosis	0.000286	0.000394	CbGpPWpGaD
Marimastat—MMP9—Spinal Cord Injury—LEP—osteoporosis	0.000286	0.000393	CbGpPWpGaD
Marimastat—MMP2—Developmental Biology—WNT1—osteoporosis	0.000286	0.000393	CbGpPWpGaD
Marimastat—MMP2—ATF-2 transcription factor network—IL6—osteoporosis	0.000283	0.00039	CbGpPWpGaD
Marimastat—MMP1—Hemostasis—FGA—osteoporosis	0.000283	0.000389	CbGpPWpGaD
Marimastat—ADAM10—Signaling by NOTCH—MYC—osteoporosis	0.000281	0.000387	CbGpPWpGaD
Marimastat—MMP9—Extracellular matrix organization—BMP2—osteoporosis	0.00028	0.000385	CbGpPWpGaD
Marimastat—MMP2—Metabolism of proteins—REN—osteoporosis	0.000276	0.00038	CbGpPWpGaD
Marimastat—MMP10—Extracellular matrix organization—TGFB1—osteoporosis	0.000275	0.000379	CbGpPWpGaD
Marimastat—MMP15—Extracellular matrix organization—TGFB1—osteoporosis	0.000275	0.000379	CbGpPWpGaD
Marimastat—MMP11—Extracellular matrix organization—TGFB1—osteoporosis	0.000275	0.000379	CbGpPWpGaD
Marimastat—MMP3—Signaling by GPCR—PTH—osteoporosis	0.000275	0.000378	CbGpPWpGaD
Marimastat—MMP9—Extracellular matrix organization—FGB—osteoporosis	0.000274	0.000377	CbGpPWpGaD
Marimastat—MMP9—Validated transcriptional targets of AP1 family members Fra1 and Fra2—IL6—osteoporosis	0.00027	0.000371	CbGpPWpGaD
Marimastat—MMP1—Extracellular matrix organization—SPP1—osteoporosis	0.000268	0.000369	CbGpPWpGaD
Marimastat—MMP3—Signaling by GPCR—CNR2—osteoporosis	0.000268	0.000369	CbGpPWpGaD
Marimastat—ADAM10—Disease—LRP5—osteoporosis	0.000267	0.000367	CbGpPWpGaD
Marimastat—ADAM10—Signaling Pathways—SOST—osteoporosis	0.000266	0.000366	CbGpPWpGaD
Marimastat—MMP9—Extracellular matrix organization—COL1A1—osteoporosis	0.000262	0.00036	CbGpPWpGaD
Marimastat—MMP12—Spinal Cord Injury—IL6—osteoporosis	0.000262	0.00036	CbGpPWpGaD
Marimastat—MMP2—Extracellular matrix organization—SPP1—osteoporosis	0.000258	0.000356	CbGpPWpGaD
