nodes	percent_of_prediction	percent_of_DWPC	metapath
Folic Acid—ABCC3—chronic kidney failure	0.464	0.612	CbGaD
Folic Acid—MTHFR—chronic kidney failure	0.294	0.388	CbGaD
Folic Acid—FOLR3—nephron tubule—chronic kidney failure	0.00449	0.0615	CbGeAlD
Folic Acid—FOLR3—cortex of kidney—chronic kidney failure	0.00385	0.0526	CbGeAlD
Folic Acid—FOLR3—blood—chronic kidney failure	0.00319	0.0437	CbGeAlD
Folic Acid—MTHFR—artery—chronic kidney failure	0.00314	0.043	CbGeAlD
Folic Acid—SLC25A32—nephron tubule—chronic kidney failure	0.00252	0.0345	CbGeAlD
Folic Acid—MTHFR—blood plasma—chronic kidney failure	0.00236	0.0323	CbGeAlD
Folic Acid—ABCC11—gonad—chronic kidney failure	0.00226	0.031	CbGeAlD
Folic Acid—SLC25A32—urethra—chronic kidney failure	0.00225	0.0308	CbGeAlD
Folic Acid—FOLR2—urethra—chronic kidney failure	0.00223	0.0305	CbGeAlD
Folic Acid—SLC25A32—cortex of kidney—chronic kidney failure	0.00216	0.0295	CbGeAlD
Folic Acid—FOLR2—cortex of kidney—chronic kidney failure	0.00214	0.0293	CbGeAlD
Folic Acid—SLC25A32—gonad—chronic kidney failure	0.00205	0.0281	CbGeAlD
Folic Acid—GGH—nephron tubule—chronic kidney failure	0.00192	0.0263	CbGeAlD
Folic Acid—Leucovorin—ABCC3—chronic kidney failure	0.0018	0.289	CrCbGaD
Folic Acid—SLC25A32—blood—chronic kidney failure	0.00179	0.0245	CbGeAlD
Folic Acid—FOLR2—blood—chronic kidney failure	0.00178	0.0243	CbGeAlD
Folic Acid—ABCC3—blood plasma—chronic kidney failure	0.00176	0.0241	CbGeAlD
Folic Acid—GGH—renal system—chronic kidney failure	0.00175	0.0239	CbGeAlD
Folic Acid—GGH—urethra—chronic kidney failure	0.00172	0.0235	CbGeAlD
Folic Acid—CYP2E1—urine—chronic kidney failure	0.00171	0.0233	CbGeAlD
Folic Acid—GGH—kidney—chronic kidney failure	0.00169	0.0231	CbGeAlD
Folic Acid—GGH—cortex of kidney—chronic kidney failure	0.00165	0.0225	CbGeAlD
Folic Acid—GGH—gonad—chronic kidney failure	0.00157	0.0215	CbGeAlD
Folic Acid—SLC46A1—digestive system—chronic kidney failure	0.00146	0.02	CbGeAlD
Folic Acid—ABCC4—blood plasma—chronic kidney failure	0.00146	0.0199	CbGeAlD
Folic Acid—GGH—digestive system—chronic kidney failure	0.00143	0.0196	CbGeAlD
Folic Acid—GGH—blood—chronic kidney failure	0.00137	0.0187	CbGeAlD
Folic Acid—SLC22A6—nephron tubule—chronic kidney failure	0.00125	0.017	CbGeAlD
Folic Acid—MTHFR—cardiovascular system—chronic kidney failure	0.00109	0.0149	CbGeAlD
Folic Acid—SLC22A6—cortex of kidney—chronic kidney failure	0.00107	0.0146	CbGeAlD
Folic Acid—Leucovorin—ABCC2—chronic kidney failure	0.000988	0.159	CrCbGaD
Folic Acid—MTHFR—digestive system—chronic kidney failure	0.000907	0.0124	CbGeAlD
Folic Acid—CYP2E1—blood plasma—chronic kidney failure	0.00089	0.0122	CbGeAlD
Folic Acid—MTHFR—blood—chronic kidney failure	0.000864	0.0118	CbGeAlD
Folic Acid—ABCC3—renal system—chronic kidney failure	0.000827	0.0113	CbGeAlD
Folic Acid—ABCC3—kidney—chronic kidney failure	0.0008	0.0109	CbGeAlD
Folic Acid—Methotrexate—ABCC3—chronic kidney failure	0.000793	0.127	CrCbGaD
Folic Acid—ABCC4—nephron tubule—chronic kidney failure	0.000751	0.0103	CbGeAlD
Folic Acid—Tetrahydrofolic acid—MTHFR—chronic kidney failure	0.000735	0.118	CrCbGaD
Folic Acid—ABCC4—renal system—chronic kidney failure	0.000683	0.00934	CbGeAlD
Folic Acid—ABCC3—digestive system—chronic kidney failure	0.000679	0.00929	CbGeAlD
Folic Acid—ABCC4—kidney—chronic kidney failure	0.00066	0.00903	CbGeAlD
