nodes	percent_of_prediction	percent_of_DWPC	metapath
Alimemazine—Diltiazem—hypertension	0.432	1	CrCtD
Alimemazine—Oxcarbazepine—Indapamide—hypertension	0.0282	0.104	CrCrCtD
Alimemazine—CYP3A4—Guanethidine—hypertension	0.0177	0.11	CbGbCtD
Alimemazine—Cyamemazine—Diltiazem—hypertension	0.0172	0.0632	CrCrCtD
Alimemazine—Methotrimeprazine—Diltiazem—hypertension	0.0163	0.0601	CrCrCtD
Alimemazine—Triflupromazine—Diltiazem—hypertension	0.0163	0.0601	CrCrCtD
Alimemazine—Aceprometazine—Diltiazem—hypertension	0.0159	0.0586	CrCrCtD
Alimemazine—Desipramine—Benazepril—hypertension	0.0159	0.0585	CrCrCtD
Alimemazine—Dextropropoxyphene—Bepridil—hypertension	0.0159	0.0584	CrCrCtD
Alimemazine—Acepromazine—Diltiazem—hypertension	0.0155	0.0572	CrCrCtD
Alimemazine—Propiomazine—Diltiazem—hypertension	0.0155	0.0572	CrCrCtD
Alimemazine—Dextropropoxyphene—Quinapril—hypertension	0.0155	0.0569	CrCrCtD
Alimemazine—Dimetacrine—Diltiazem—hypertension	0.0145	0.0535	CrCrCtD
Alimemazine—Trimipramine—Benazepril—hypertension	0.014	0.0517	CrCrCtD
Alimemazine—CYP3A4—Hydralazine—hypertension	0.0134	0.0837	CbGbCtD
Alimemazine—Chlorpromazine—Diltiazem—hypertension	0.0131	0.0483	CrCrCtD
Alimemazine—Imipramine—Benazepril—hypertension	0.0129	0.0474	CrCrCtD
Alimemazine—Promethazine—Diltiazem—hypertension	0.0129	0.0474	CrCrCtD
Alimemazine—CYP3A4—Guanfacine—hypertension	0.0114	0.0712	CbGbCtD
Alimemazine—Benzphetamine—Bepridil—hypertension	0.0111	0.0409	CrCrCtD
Alimemazine—Promazine—Diltiazem—hypertension	0.0109	0.0401	CrCrCtD
Alimemazine—CYP3A4—Isradipine—hypertension	0.0102	0.0634	CbGbCtD
Alimemazine—Diphenhydramine—Bepridil—hypertension	0.00986	0.0363	CrCrCtD
Alimemazine—CYP3A4—Indapamide—hypertension	0.00897	0.0558	CbGbCtD
Alimemazine—CYP3A4—Nisoldipine—hypertension	0.00897	0.0558	CbGbCtD
Alimemazine—CYP3A4—Eplerenone—hypertension	0.00866	0.0539	CbGbCtD
Alimemazine—CYP3A4—Diltiazem—hypertension	0.00866	0.0539	CbGbCtD
Alimemazine—CYP3A4—Enalapril—hypertension	0.00772	0.0481	CbGbCtD
Alimemazine—CYP3A4—Irbesartan—hypertension	0.00706	0.044	CbGbCtD
Alimemazine—CYP3A4—Amlodipine—hypertension	0.00692	0.0431	CbGbCtD
Alimemazine—CYP3A4—Felodipine—hypertension	0.00667	0.0416	CbGbCtD
Alimemazine—CYP3A4—Nifedipine—hypertension	0.00646	0.0402	CbGbCtD
Alimemazine—CYP3A4—Carvedilol—hypertension	0.00636	0.0396	CbGbCtD
Alimemazine—CYP3A4—Nicardipine—hypertension	0.00636	0.0396	CbGbCtD
Alimemazine—CYP3A4—Propranolol—hypertension	0.00585	0.0364	CbGbCtD
Alimemazine—CYP3A4—Clonidine—hypertension	0.00558	0.0348	CbGbCtD
Alimemazine—CYP3A4—Atorvastatin—hypertension	0.00497	0.031	CbGbCtD
Alimemazine—CYP3A4—Losartan—hypertension	0.00455	0.0283	CbGbCtD
Alimemazine—CYP3A4—Verapamil—hypertension	0.00401	0.025	CbGbCtD
Alimemazine—Carbamazepine—RALBP1—hypertension	0.0001	0.0308	CrCbGaD
Alimemazine—Infection—Doxazosin—hypertension	6.78e-05	0.000653	CcSEcCtD
Alimemazine—Erectile dysfunction—Timolol—hypertension	6.77e-05	0.000652	CcSEcCtD
Alimemazine—Dry mouth—Verapamil—hypertension	6.75e-05	0.000651	CcSEcCtD
Alimemazine—Rash—Candesartan—hypertension	6.75e-05	0.000651	CcSEcCtD
Alimemazine—Eosinophilia—Lisinopril—hypertension	6.75e-05	0.000651	CcSEcCtD
Alimemazine—Tremor—Clonidine—hypertension	6.74e-05	0.00065	CcSEcCtD
Alimemazine—Dermatitis—Candesartan—hypertension	6.74e-05	0.00065	CcSEcCtD
