nodes	percent_of_prediction	percent_of_DWPC	metapath
Salsalate—Olsalazine—IFNG—anemia	0.0475	0.356	CrCbGaD
Salsalate—Flurbiprofen—UGT1A1—anemia	0.0158	0.118	CrCbGaD
Salsalate—Magnesium salicylate—ALB—anemia	0.00842	0.0631	CrCbGaD
Salsalate—PTGS1—endothelium—anemia	0.0082	0.115	CbGeAlD
Salsalate—Diflunisal—ALB—anemia	0.00792	0.0593	CrCbGaD
Salsalate—Warfarin—CYP1A2—anemia	0.00784	0.0587	CrCbGaD
Salsalate—PTGS2—endothelium—anemia	0.00784	0.11	CbGeAlD
Salsalate—Propafenone—CYP1A2—anemia	0.00766	0.0574	CrCbGaD
Salsalate—PTGS1—blood plasma—anemia	0.00728	0.102	CbGeAlD
Salsalate—PTGS1—Selenium Micronutrient Network—HBA1—anemia	0.00708	0.0089	CbGpPWpGaD
Salsalate—PTGS2—Calcineurin-regulated NFAT-dependent transcription in lymphocytes—CTLA4—anemia	0.00706	0.00888	CbGpPWpGaD
Salsalate—PTGS2—C-MYB transcription factor network—CD34—anemia	0.00704	0.00885	CbGpPWpGaD
Salsalate—PTGS2—Calcineurin-regulated NFAT-dependent transcription in lymphocytes—IL3—anemia	0.00698	0.00878	CbGpPWpGaD
Salsalate—PTGS2—blood plasma—anemia	0.00696	0.0976	CbGeAlD
Salsalate—PTGS1—Selenium Micronutrient Network—SAA1—anemia	0.00668	0.0084	CbGpPWpGaD
Salsalate—PTGS1—Phase 1 - Functionalization of compounds—CYP1A2—anemia	0.00632	0.00795	CbGpPWpGaD
Salsalate—Fenoprofen—ALB—anemia	0.00592	0.0443	CrCbGaD
Salsalate—Carbamazepine—CYP1A2—anemia	0.00586	0.0439	CrCbGaD
Salsalate—PTGS1—Overview of nanoparticle effects—TNF—anemia	0.00571	0.00718	CbGpPWpGaD
Salsalate—PTGS2—Selenium Micronutrient Network—HBA1—anemia	0.00562	0.00706	CbGpPWpGaD
Salsalate—PTGS2—Calcineurin-regulated NFAT-dependent transcription in lymphocytes—CD40LG—anemia	0.00549	0.0069	CbGpPWpGaD
Salsalate—PTGS2—Calcineurin-regulated NFAT-dependent transcription in lymphocytes—CSF2—anemia	0.00543	0.00683	CbGpPWpGaD
Salsalate—Acetylsalicylic acid—ALB—anemia	0.00535	0.0401	CrCbGaD
Salsalate—PTGS2—Selenium Micronutrient Network—SAA1—anemia	0.0053	0.00667	CbGpPWpGaD
Salsalate—PTGS2—Defective AMN causes hereditary megaloblastic anemia 1—DHFR—anemia	0.00529	0.00665	CbGpPWpGaD
Salsalate—PTGS1—Biological oxidations—MAOB—anemia	0.005	0.00628	CbGpPWpGaD
Salsalate—PTGS2—Calcium signaling in the CD4+ TCR pathway—IFNG—anemia	0.00499	0.00628	CbGpPWpGaD
Salsalate—PTGS2—Spinal Cord Injury—C5—anemia	0.00498	0.00627	CbGpPWpGaD
Salsalate—Oxcarbazepine—ALB—anemia	0.00496	0.0372	CrCbGaD
Salsalate—PTGS1—Biological oxidations—UGT1A1—anemia	0.0049	0.00616	CbGpPWpGaD
Salsalate—PTGS1—Overview of nanoparticle effects—IL6—anemia	0.0046	0.00579	CbGpPWpGaD
Salsalate—PTGS2—Overview of nanoparticle effects—TNF—anemia	0.00453	0.0057	CbGpPWpGaD
Salsalate—Warfarin—ALB—anemia	0.00453	0.0339	CrCbGaD
Salsalate—PTGS2—Calcium signaling in the CD4+ TCR pathway—IL2—anemia	0.00443	0.00558	CbGpPWpGaD
Salsalate—PTGS1—Selenium Micronutrient Network—SOD2—anemia	0.00442	0.00555	CbGpPWpGaD
Salsalate—Salicylic acid—ALB—anemia	0.00441	0.033	CrCbGaD
Salsalate—PTGS2—embryo—anemia	0.00431	0.0604	CbGeAlD
Salsalate—PTGS1—Biological oxidations—GSTT1—anemia	0.00404	0.00508	CbGpPWpGaD
Salsalate—PTGS1—hematopoietic system—anemia	0.00403	0.0565	CbGeAlD
Salsalate—PTGS1—Biological oxidations—GCLC—anemia	0.00399	0.00502	CbGpPWpGaD
Salsalate—PTGS2—C-MYB transcription factor network—KITLG—anemia	0.00394	0.00496	CbGpPWpGaD
Salsalate—PTGS1—Selenium Micronutrient Network—MTHFR—anemia	0.00389	0.00489	CbGpPWpGaD
Salsalate—Flurbiprofen—ALB—anemia	0.00386	0.0289	CrCbGaD
Salsalate—PTGS2—hematopoietic system—anemia	0.00385	0.054	CbGeAlD
Salsalate—PTGS1—Selenium Micronutrient Network—CRP—anemia	0.0037	0.00465	CbGpPWpGaD
Salsalate—PTGS2—Overview of nanoparticle effects—IL6—anemia	0.00366	0.0046	CbGpPWpGaD
Salsalate—PTGS1—Metabolism of lipids and lipoproteins—AMN—anemia	0.00365	0.00459	CbGpPWpGaD
Salsalate—PTGS2—C-MYB transcription factor network—GSTM1—anemia	0.00362	0.00456	CbGpPWpGaD
Salsalate—PTGS2—Selenium Micronutrient Network—SOD2—anemia	0.00351	0.00441	CbGpPWpGaD
Salsalate—Ketoprofen—ALB—anemia	0.00349	0.0262	CrCbGaD
Salsalate—PTGS2—Integrated Pancreatic Cancer Pathway—CHEK1—anemia	0.00345	0.00434	CbGpPWpGaD
Salsalate—PTGS1—Selenium Micronutrient Network—F2—anemia	0.00341	0.00429	CbGpPWpGaD
Salsalate—PTGS1—Biological oxidations—CYP1A2—anemia	0.00336	0.00422	CbGpPWpGaD
Salsalate—PTGS1—kidney—anemia	0.0033	0.0463	CbGeAlD
Salsalate—PTGS2—Calcineurin-regulated NFAT-dependent transcription in lymphocytes—IFNG—anemia	0.00323	0.00406	CbGpPWpGaD
Salsalate—PTGS2—kidney—anemia	0.00316	0.0442	CbGeAlD
Salsalate—PTGS2—Defective AMN causes hereditary megaloblastic anemia 1—MTHFR—anemia	0.00311	0.00392	CbGpPWpGaD
Salsalate—PTGS2—Selenium Micronutrient Network—MTHFR—anemia	0.00309	0.00388	CbGpPWpGaD
Salsalate—PTGS2—Selenium Micronutrient Network—CRP—anemia	0.00294	0.00369	CbGpPWpGaD
Salsalate—PTGS2—Metabolism of lipids and lipoproteins—AMN—anemia	0.0029	0.00365	CbGpPWpGaD
Salsalate—PTGS2—Calcineurin-regulated NFAT-dependent transcription in lymphocytes—IL2—anemia	0.00287	0.00361	CbGpPWpGaD
Salsalate—PTGS1—Metabolism of lipids and lipoproteins—SEC24B—anemia	0.00284	0.00357	CbGpPWpGaD
Salsalate—PTGS1—Selenium Micronutrient Network—ALB—anemia	0.00283	0.00356	CbGpPWpGaD
Salsalate—PTGS1—Metabolism—ITPA—anemia	0.00283	0.00356	CbGpPWpGaD
Salsalate—PTGS1—Metabolism—SLC25A37—anemia	0.00283	0.00356	CbGpPWpGaD
Salsalate—PTGS1—digestive system—anemia	0.0028	0.0393	CbGeAlD
Salsalate—PTGS2—Spinal Cord Injury—IL1A—anemia	0.00278	0.00349	CbGpPWpGaD
Salsalate—PTGS2—lymphoid tissue—anemia	0.00271	0.038	CbGeAlD
Salsalate—PTGS2—Selenium Micronutrient Network—F2—anemia	0.00271	0.00341	CbGpPWpGaD
Salsalate—PTGS1—Metabolism of lipids and lipoproteins—LPIN2—anemia	0.0027	0.0034	CbGpPWpGaD
Salsalate—PTGS2—C-MYB transcription factor network—KIT—anemia	0.00269	0.00338	CbGpPWpGaD
Salsalate—PTGS2—digestive system—anemia	0.00268	0.0375	CbGeAlD
Salsalate—PTGS1—blood—anemia	0.00267	0.0374	CbGeAlD
Salsalate—PTGS1—Metabolism of lipids and lipoproteins—ACSL4—anemia	0.00264	0.00332	CbGpPWpGaD
Salsalate—PTGS1—Selenium Micronutrient Network—IFNG—anemia	0.00259	0.00325	CbGpPWpGaD
Salsalate—PTGS1—Biological oxidations—GSTM1—anemia	0.00257	0.00324	CbGpPWpGaD
Salsalate—PTGS2—blood—anemia	0.00255	0.0357	CbGeAlD
Salsalate—PTGS2—bone marrow—anemia	0.00247	0.0346	CbGeAlD
Salsalate—PTGS2—Integrated Pancreatic Cancer Pathway—TNFRSF1A—anemia	0.00245	0.00308	CbGpPWpGaD
Salsalate—PTGS1—Metabolism of lipids and lipoproteins—CUBN—anemia	0.00244	0.00306	CbGpPWpGaD
Salsalate—PTGS2—Integrated Pancreatic Cancer Pathway—IL3—anemia	0.00239	0.00301	CbGpPWpGaD
Salsalate—PTGS1—endocrine gland—anemia	0.00231	0.0324	CbGeAlD
Salsalate—PTGS1—Selenium Micronutrient Network—IL1B—anemia	0.00231	0.0029	CbGpPWpGaD
Salsalate—PTGS1—Metabolism of lipids and lipoproteins—ALAS1—anemia	0.00228	0.00287	CbGpPWpGaD
Salsalate—PTGS2—Metabolism of lipids and lipoproteins—SEC24B—anemia	0.00225	0.00284	CbGpPWpGaD
Salsalate—PTGS2—Selenium Micronutrient Network—ALB—anemia	0.00225	0.00283	CbGpPWpGaD
Salsalate—PTGS2—Metabolism—ITPA—anemia	0.00225	0.00283	CbGpPWpGaD
Salsalate—PTGS2—Metabolism—SLC25A37—anemia	0.00225	0.00283	CbGpPWpGaD
Salsalate—PTGS2—Aryl Hydrocarbon Receptor—TNF—anemia	0.00223	0.00281	CbGpPWpGaD
Salsalate—PTGS2—endocrine gland—anemia	0.00221	0.031	CbGeAlD
Salsalate—PTGS1—Metabolism of lipids and lipoproteins—SEC23A—anemia	0.00215	0.00271	CbGpPWpGaD
Salsalate—PTGS1—Metabolism—ALAS2—anemia	0.00215	0.0027	CbGpPWpGaD
Salsalate—PTGS1—Metabolism—UROS—anemia	0.00215	0.0027	CbGpPWpGaD
Salsalate—PTGS1—Metabolism—SLC19A2—anemia	0.00215	0.0027	CbGpPWpGaD
Salsalate—PTGS2—Metabolism of lipids and lipoproteins—LPIN2—anemia	0.00214	0.0027	CbGpPWpGaD
