nodes	percent_of_prediction	percent_of_DWPC	metapath
Ethosuximide—Methyprylon—GABRB3—autistic disorder	0.078	0.538	CrCbGaD
Ethosuximide—Methyprylon—GABRA1—autistic disorder	0.067	0.462	CrCbGaD
Ethosuximide—CACNA1G—telencephalon—autistic disorder	0.0106	0.163	CbGeAlD
Ethosuximide—CACNA1G—digestive system—autistic disorder	0.00809	0.124	CbGeAlD
Ethosuximide—CACNA1G—head—autistic disorder	0.0066	0.102	CbGeAlD
Ethosuximide—CACNA1G—nervous system—autistic disorder	0.00626	0.0963	CbGeAlD
Ethosuximide—CACNA1G—central nervous system—autistic disorder	0.00602	0.0927	CbGeAlD
Ethosuximide—CACNA1G—cerebellum—autistic disorder	0.00589	0.0906	CbGeAlD
Ethosuximide—CACNA1G—brain—autistic disorder	0.00478	0.0736	CbGeAlD
Ethosuximide—CYP2E1—telencephalon—autistic disorder	0.00242	0.0373	CbGeAlD
Ethosuximide—CYP3A5—digestive system—autistic disorder	0.00198	0.0305	CbGeAlD
Ethosuximide—CYP2E1—digestive system—autistic disorder	0.00185	0.0285	CbGeAlD
Ethosuximide—CYP2E1—head—autistic disorder	0.00151	0.0232	CbGeAlD
Ethosuximide—CYP3A4—digestive system—autistic disorder	0.00149	0.0229	CbGeAlD
Ethosuximide—CYP2E1—nervous system—autistic disorder	0.00143	0.022	CbGeAlD
Ethosuximide—CYP3A4—Phase 1 - Functionalization of compounds—MAOB—autistic disorder	0.00143	0.00181	CbGpPWpGaD
Ethosuximide—CYP3A43—Metabolism—SLC19A1—autistic disorder	0.00142	0.00179	CbGpPWpGaD
Ethosuximide—CYP2E1—Cytochrome P450 - arranged by substrate type—POMC—autistic disorder	0.00138	0.00175	CbGpPWpGaD
Ethosuximide—CYP3A5—Cytochrome P450 - arranged by substrate type—POMC—autistic disorder	0.00138	0.00174	CbGpPWpGaD
Ethosuximide—CYP2E1—central nervous system—autistic disorder	0.00138	0.0212	CbGeAlD
Ethosuximide—CYP3A7—Biological oxidations—CYP19A1—autistic disorder	0.00137	0.00173	CbGpPWpGaD
Ethosuximide—CACNA1G—Developmental Biology—MEF2C—autistic disorder	0.00135	0.00171	CbGpPWpGaD
Ethosuximide—CYP3A7—Metapathway biotransformation—CYP19A1—autistic disorder	0.00135	0.00171	CbGpPWpGaD
Ethosuximide—CYP2E1—cerebellum—autistic disorder	0.00135	0.0207	CbGeAlD
Ethosuximide—CACNA1G—Developmental Biology—ITGB3—autistic disorder	0.00132	0.00167	CbGpPWpGaD
