nodes	percent_of_prediction	percent_of_DWPC	metapath
Spaglumic Acid—SLC36A1—Amino acid transport across the plasma membrane—SLC6A18—hypertension	0.0593	0.0771	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Amino acid transport across the plasma membrane—SLC6A19—hypertension	0.0593	0.0771	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Amino acid and oligopeptide SLC transporters—SLC6A19—hypertension	0.0411	0.0534	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Amino acid and oligopeptide SLC transporters—SLC6A18—hypertension	0.0411	0.0534	CbGpPWpGaD
Spaglumic Acid—Carglumic Acid—CPS1—hypertension	0.0407	0.388	CrCbGaD
Spaglumic Acid—SLC36A1—Transport of inorganic cations/anions and amino acids/oligopeptides—SLC12A1—hypertension	0.0335	0.0435	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transport of inorganic cations/anions and amino acids/oligopeptides—SLC12A3—hypertension	0.0335	0.0435	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transport of inorganic cations/anions and amino acids/oligopeptides—SLC4A4—hypertension	0.0254	0.033	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transport of inorganic cations/anions and amino acids/oligopeptides—SLC6A19—hypertension	0.0242	0.0315	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transport of inorganic cations/anions and amino acids/oligopeptides—SLC6A18—hypertension	0.0242	0.0315	CbGpPWpGaD
Spaglumic Acid—SLC36A1—brainstem—hypertension	0.0207	0.165	CbGeAlD
Spaglumic Acid—SLC36A1—Transport of inorganic cations/anions and amino acids/oligopeptides—SLC12A2—hypertension	0.0192	0.025	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transport of inorganic cations/anions and amino acids/oligopeptides—SLC9A3—hypertension	0.0192	0.025	CbGpPWpGaD
Spaglumic Acid—SLC36A1—nephron tubule—hypertension	0.0188	0.15	CbGeAlD
Spaglumic Acid—SLC36A1—heart—hypertension	0.0179	0.143	CbGeAlD
Spaglumic Acid—SLC36A1—kidney—hypertension	0.0166	0.132	CbGeAlD
Spaglumic Acid—Glutathione—GSTA5—hypertension	0.0165	0.157	CrCbGaD
Spaglumic Acid—SLC36A1—cortex of kidney—hypertension	0.0161	0.128	CbGeAlD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC12A1—hypertension	0.015	0.0195	CbGpPWpGaD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC12A3—hypertension	0.015	0.0195	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transport of inorganic cations/anions and amino acids/oligopeptides—SLC8A1—hypertension	0.0144	0.0187	CbGpPWpGaD
Spaglumic Acid—Acetylcysteine—IKBKB—hypertension	0.0134	0.128	CrCbGaD
Spaglumic Acid—SLC36A1—adrenal gland—hypertension	0.0134	0.107	CbGeAlD
Spaglumic Acid—Glutathione—GSTM5—hypertension	0.0125	0.119	CrCbGaD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC6A2—hypertension	0.012	0.0156	CbGpPWpGaD
Spaglumic Acid—SLC36A1—endocrine gland—hypertension	0.0116	0.0924	CbGeAlD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC4A4—hypertension	0.0113	0.0147	CbGpPWpGaD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC6A18—hypertension	0.0108	0.0141	CbGpPWpGaD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC6A19—hypertension	0.0108	0.0141	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transport of inorganic cations/anions and amino acids/oligopeptides—SLC9A1—hypertension	0.0108	0.014	CbGpPWpGaD
Spaglumic Acid—SLC36A1—central nervous system—hypertension	0.0105	0.0832	CbGeAlD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC12A2—hypertension	0.0086	0.0112	CbGpPWpGaD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC9A3—hypertension	0.0086	0.0112	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—CLCNKA—hypertension	0.00853	0.0111	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—WNK1—hypertension	0.00853	0.0111	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—SCNN1B—hypertension	0.00853	0.0111	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—WNK4—hypertension	0.00853	0.0111	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—CLCNKB—hypertension	0.00853	0.0111	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—SCNN1G—hypertension	0.00853	0.0111	CbGpPWpGaD
Spaglumic Acid—Glutathione—GPX3—hypertension	0.00806	0.0768	CrCbGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—AQP2—hypertension	0.0076	0.00988	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—SLC12A1—hypertension	0.0076	0.00988	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—SLC12A3—hypertension	0.0076	0.00988	CbGpPWpGaD
Spaglumic Acid—SLC36A1—Transmembrane transport of small molecules—FXYD2—hypertension	0.0076	0.00988	CbGpPWpGaD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC5A2—hypertension	0.00757	0.00984	CbGpPWpGaD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC2A3—hypertension	0.00708	0.0092	CbGpPWpGaD
Spaglumic Acid—SLC36A1—SLC-mediated transmembrane transport—SLC8A1—hypertension	0.00643	0.00836	CbGpPWpGaD
