nodes	percent_of_prediction	percent_of_DWPC	metapath
Micafungin—COMT—prostate cancer	0.419	1	CbGaD
Micafungin—COMT—Conjugated Estrogens—prostate cancer	0.288	1	CbGbCtD
Micafungin—ARSA—prostate gland—prostate cancer	0.00646	0.196	CbGeAlD
Micafungin—ARSA—seminal vesicle—prostate cancer	0.00547	0.166	CbGeAlD
Micafungin—ARSA—renal system—prostate cancer	0.00441	0.134	CbGeAlD
Micafungin—ARSA—testis—prostate cancer	0.00285	0.0864	CbGeAlD
Micafungin—COMT—prostate gland—prostate cancer	0.00262	0.0795	CbGeAlD
Micafungin—COMT—seminal vesicle—prostate cancer	0.00222	0.0673	CbGeAlD
Micafungin—ARSA—lymph node—prostate cancer	0.00206	0.0626	CbGeAlD
Micafungin—COMT—renal system—prostate cancer	0.00179	0.0542	CbGeAlD
Micafungin—COMT—urethra—prostate cancer	0.00176	0.0532	CbGeAlD
Micafungin—COMT—bone marrow—prostate cancer	0.00135	0.041	CbGeAlD
Micafungin—Caspofungin—SLC22A1—prostate cancer	0.00135	0.741	CrCbGaD
Micafungin—COMT—testis—prostate cancer	0.00115	0.035	CbGeAlD
Micafungin—COMT—lymph node—prostate cancer	0.000837	0.0254	CbGeAlD
Micafungin—Caspofungin—CYP3A4—prostate cancer	0.000471	0.259	CrCbGaD
Micafungin—COMT—Biological oxidations—CYP17A1—prostate cancer	0.000159	0.00181	CbGpPWpGaD
Micafungin—ARSA—Metabolism of lipids and lipoproteins—HPGDS—prostate cancer	0.000159	0.0018	CbGpPWpGaD
Micafungin—ARSA—Metabolism of lipids and lipoproteins—CYP2C19—prostate cancer	0.000158	0.00179	CbGpPWpGaD
Micafungin—COMT—Metapathway biotransformation—CYP17A1—prostate cancer	0.000157	0.00178	CbGpPWpGaD
Micafungin—ARSA—Metabolism—HSD17B1—prostate cancer	0.000154	0.00175	CbGpPWpGaD
Micafungin—ARSA—Metabolism of lipids and lipoproteins—ACHE—prostate cancer	0.000154	0.00175	CbGpPWpGaD
Micafungin—COMT—Biological oxidations—NCOA2—prostate cancer	0.000152	0.00172	CbGpPWpGaD
Micafungin—COMT—Transmission across Chemical Synapses—ACHE—prostate cancer	0.000149	0.00169	CbGpPWpGaD
Micafungin—ARSA—Metabolism of lipids and lipoproteins—AKR1C3—prostate cancer	0.000148	0.00168	CbGpPWpGaD
Micafungin—ARSA—Metabolism of lipids and lipoproteins—PRKACB—prostate cancer	0.000147	0.00167	CbGpPWpGaD
Micafungin—ARSA—Metabolism of lipids and lipoproteins—CYP17A1—prostate cancer	0.000146	0.00165	CbGpPWpGaD
Micafungin—ARSA—Metabolism of proteins—ATF3—prostate cancer	0.000145	0.00164	CbGpPWpGaD
